LATITUDE,LONGITUDE,POP_DENSITY
45.3,35.3,13.201022676651991
45.3,35.4,20.23295418329929
45.3,35.5,21.43450137756873
45.3,35.6,15.537928965180479
45.3,35.7,47.8160652281746
45.3,35.8,64.53621391124196
45.3,35.9,21.772091569172012
45.3,36.0,8.953286310036978
45.3,36.1,12.84262417587969
45.3,36.2,16.54700270957417
45.3,36.3,30.21904825998677
45.3,36.4,548.3560641027035
45.3,36.5,1089.758737362348
45.3,36.6,421.2669922232628
45.4,28.3,106.70643598946833
45.4,28.4,85.40175666757251
45.4,28.5,25.515192680888706
45.4,28.6,49.105721287531395
45.4,28.7,98.85197201091796
45.4,28.8,247.40322569674916
45.4,28.9,146.0939372976621
45.4,29.0,64.24182911329675
45.4,29.1,62.002727516426525
45.4,29.2,52.367536824325036
45.4,29.3,204.90161838531495
45.4,29.4,34.59545159339905
45.4,29.5,30.356168426000156
45.4,29.6,97.18654622192736
45.4,29.7,5.291886113692021
45.4,32.5,52.901517118016876
45.4,32.6,10.144227296113968
45.4,32.7,13.526406335663962
45.4,32.8,16.814194434271084
45.4,32.9,24.844912895515783
45.4,33.0,26.273405134677887
45.4,33.1,21.793518038896416
45.4,33.2,29.949532065593022
45.4,33.3,16.426383306582768
45.4,33.4,22.906026853455437
45.4,33.5,17.471898527608978
45.4,33.6,26.665258515212273
45.4,33.7,15.438105480538475
45.4,33.8,23.427419347895516
45.4,33.9,18.49601114789645
45.4,34.0,17.60696983999676
45.4,34.1,19.728004097938538
45.4,34.2,43.84030814965566
45.4,34.3,42.47989699244499
45.4,34.4,30.67471182677481
45.4,34.5,31.78383124040233
45.4,34.6,13.152164664533403
45.4,34.7,82.81600083576308
45.4,34.8,59.95981194244491
45.4,34.9,57.848978920115364
45.4,35.0,39.66653067173718
45.4,35.1,16.29973493192507
45.4,35.3,5.690045513212681
45.4,35.4,7.877113234996796
45.4,35.7,39.45746402740478
45.4,35.8,81.51817208218078
45.4,35.9,27.692649512063888
45.4,36.0,21.587650687606246
45.4,36.1,8.303402667909157
45.4,36.2,12.481363951332039
45.4,36.3,35.75650261549486
45.4,36.4,159.49929751402942
45.4,36.5,778.4292207178006
45.4,36.6,364.40096349607813
45.5,28.2,103.73589536418085
45.5,28.3,123.0243554185938
45.5,28.4,20.39659842600425
45.5,28.5,9.746254473617396
45.5,28.6,45.42890280411567
45.5,28.7,48.14579811421308
45.5,28.8,39.17401456832886
45.5,28.9,34.42220481236776
45.5,29.0,54.53064500030718
45.5,29.1,58.80403710375814
45.5,29.2,66.33487458537809
45.5,29.3,80.40365011824503
45.5,29.4,23.51500820285744
45.5,29.5,33.413389531882494
45.5,29.6,79.06616214414437
45.5,29.7,19.409577058894293
45.5,32.5,2.7838363647460938
45.5,32.6,6.4119133949279785
45.5,32.7,80.35238009383998
45.5,32.8,12.328369839986165
45.5,32.9,16.69484596947829
45.5,33.0,19.311305441790157
45.5,33.1,26.071655286682976
45.5,33.2,14.854467807116208
45.5,33.3,21.31878497203191
45.5,33.4,11.191104627317852
45.5,33.5,12.776035886671808
45.5,33.6,27.66373500227928
45.5,33.7,20.926992287238438
45.5,33.8,16.711147745450337
45.5,33.9,38.81452204618189
45.5,34.0,12.929067388176918
45.5,34.1,53.24309318264326
45.5,34.2,62.94786927103996
45.5,34.3,155.5583213435279
45.5,34.4,50.70983643333117
45.5,34.5,32.34010276198387
45.5,34.6,42.90012192891704
45.5,34.7,78.38931868473689
45.5,34.8,76.71498904294438
45.5,34.9,39.8596833050251
45.5,35.0,16.028931874367927
45.5,35.1,19.21657851934433
45.5,35.2,4.316415674518794
45.5,35.3,7.56376028060913
45.5,35.8,88.90319919586182
45.5,35.9,26.095298767089844
45.5,36.1,2.022515833377838
45.5,36.2,2.0792916132056196
45.5,36.3,11.482158457949048
45.5,36.4,3.0183132171630858
45.6,28.5,11.940553656330815
45.6,28.6,57.00602954373522
45.6,28.7,35.408144606484306
45.6,28.8,51.753489123450386
45.6,28.9,57.44349992275238
45.6,29.0,51.03109527226035
45.6,29.1,23.639033400350147
45.6,29.2,50.15218735107827
45.6,29.3,24.445112723443245
45.6,29.4,30.264286481671864
45.6,29.5,38.25198148356544
45.6,29.6,12.191316709518432
45.6,29.7,23.19091041241923
45.6,29.8,34.099715869677695
45.6,32.8,93.42422417231968
45.6,32.9,22.603116669345138
45.6,33.0,12.60366971625222
45.6,33.1,18.0911615424686
45.6,33.2,4.230548315578037
45.6,33.3,27.377361186676556
45.6,33.4,11.209274959233072
45.6,33.5,16.09165685872237
45.6,33.6,11.093671217560768
45.6,33.7,9.438443190521664
45.6,33.8,25.239310458302498
45.6,33.9,18.060931882924503
45.6,34.0,13.962951728039318
45.6,34.1,53.67409224808216
45.6,34.2,26.632350873616005
45.6,34.3,36.72500311334928
45.6,34.4,35.181645193033745
45.6,34.5,21.263235746158493
45.6,34.6,33.92319102916453
45.6,34.7,28.403243924180668
45.6,34.8,28.432687514358097
45.6,34.9,47.17160047756301
45.6,35.0,15.162264890644861
45.6,35.1,4.966254665649363
45.6,35.2,11.041418075561523
45.7,28.5,16.37197917216533
45.7,28.6,214.85029066320675
45.7,28.7,20.257461690240437
45.7,28.8,40.62212271491686
45.7,28.9,39.992889477146996
45.7,29.0,22.465529673629337
45.7,29.1,52.46896266274982
45.7,29.2,28.594499199470476
45.7,29.3,14.129171684384346
45.7,29.4,28.942586708399986
45.7,29.5,23.323455863528782
45.7,29.6,19.27280864243706
45.7,29.7,27.04262155720166
45.7,29.8,33.72691679089251
45.7,29.9,6.121157157842232
45.7,30.0,1.3883584072956672
45.7,33.0,21.913558755602157
45.7,33.1,33.08976895213127
45.7,33.2,22.40868562764495
45.7,33.3,24.591253532303703
45.7,33.4,22.867939045031864
45.7,33.5,30.60025328397751
45.7,33.6,8.216732579800818
45.7,33.7,22.337388313478893
45.7,33.8,48.29588590065638
45.7,33.9,65.46356330977545
45.7,34.0,14.197056334879663
45.7,34.1,18.6569126645724
45.7,34.2,15.316623200972876
45.7,34.3,30.011584255430435
45.7,34.4,479.3132039639685
45.7,34.5,25.159543148345417
45.7,34.6,24.408434013525646
45.7,34.7,12.240149707145369
45.7,34.8,16.397340779616073
45.7,34.9,15.323770707207066
45.7,35.0,5.82308624609042
45.8,28.6,213.21865834130182
45.8,28.7,93.17645308218505
45.8,28.8,36.09898642670336
45.8,28.9,23.3450755112701
45.8,29.0,51.807483560509155
45.8,29.1,24.468142898546326
45.8,29.2,44.617130282852386
45.8,29.3,22.766724122895134
45.8,29.4,42.2172127895885
45.8,29.5,32.46155411832862
45.8,29.6,74.00349761417934
45.8,29.7,39.13200440366044
45.8,29.8,20.92014566395018
45.8,29.9,15.126990958544097
45.8,30.0,6.869170037719111
45.8,30.1,11.718348888479746
45.8,30.2,23.575345079104107
45.8,33.2,4.005272714296977
45.8,33.3,19.39290189743042
45.8,33.4,42.52193624661727
45.8,33.5,81.93321236631924
45.8,33.6,33.01713847442412
45.8,33.7,35.93227257095017
45.8,33.8,59.868967639075386
45.8,33.9,49.52701328860389
45.8,34.0,43.29902266131507
45.8,34.1,24.63538904322518
45.8,34.2,37.92155362831222
45.8,34.3,26.309715135229958
45.8,34.4,39.4022307296594
45.8,34.5,21.335765612476013
45.8,34.6,15.517347896737713
45.8,34.7,4.941673629234234
45.8,34.8,3.468217536080174
45.8,34.9,2.4147322023144135
45.8,35.0,4.435694363382128
45.9,28.8,44.78720005200459
45.9,28.9,39.12901423705949
45.9,29.0,14.247445325056711
45.9,29.1,29.423469914330376
45.9,29.2,26.21903990374671
45.9,29.3,14.373544562194082
45.9,29.4,17.045046637455624
45.9,29.5,6.090119762553109
45.9,29.6,29.07553603582912
45.9,29.7,39.667920622560715
45.9,29.8,4.46907770799266
45.9,29.9,15.839358068174786
45.9,30.0,45.54525899357266
45.9,30.1,33.72643813244341
45.9,30.2,24.412816293099347
45.9,30.3,77.12889268663194
45.9,33.5,33.05670642852783
45.9,33.6,14.97548898978111
45.9,33.7,34.69381157330104
45.9,33.8,413.3005594535077
45.9,33.9,52.785929126871956
45.9,34.0,85.09190490841866
45.9,34.1,22.52931910339329
45.9,34.2,18.91576905383004
45.9,34.3,17.799537806047333
45.9,34.4,28.053906340565945
45.9,34.5,26.490579884325232
45.9,34.6,33.227273111589824
45.9,34.7,16.28046300144572
45.9,34.8,5.444169294144681
45.9,34.9,64.55809711958423
46.0,28.8,32.45146417617798
46.0,28.9,16.113090902964274
46.0,29.0,33.88730053329468
46.0,29.1,31.611852235264248
46.0,29.2,10.55335161752171
46.0,29.3,41.710395822922386
46.0,29.4,132.42920247382588
46.0,29.5,41.523249281777275
46.0,29.6,33.0554525570737
46.0,29.7,132.2673386004236
46.0,29.8,4.790876463055611
46.0,29.9,52.54179068406423
46.0,30.0,33.65817458762063
46.0,30.1,27.494921068350475
46.0,30.2,10.023837884267172
46.0,30.3,46.48496140822891
46.0,30.4,103.37913529885311
46.0,32.8,4.673091164101725
46.0,32.9,6.601912941535314
46.0,33.0,4.2841097541153434
46.0,33.4,9.636664390563965
46.0,33.5,9.625551793310377
46.0,33.6,26.451849498246844
46.0,33.7,99.45502121622364
46.0,33.8,154.51064805189768
46.0,33.9,39.29360424201618
46.0,34.0,48.17066445749472
46.0,34.1,8.535480016658843
46.0,34.2,8.020583414670194
46.0,34.3,10.38192508581781
46.0,34.4,6.385883278768472
46.0,34.5,61.04087854798781
46.0,34.6,51.96025061665417
46.0,34.7,2.5221939330568186
46.0,34.8,64.09987073862239
46.0,34.9,60.44243357976278
46.1,29.0,17.998994991779327
46.1,29.1,20.030763796634144
46.1,29.2,12.214822040663826
46.1,29.3,23.93086478114128
46.1,29.4,12.59056935707728
46.1,29.5,16.866565257310867
46.1,29.6,12.746446425716082
46.1,29.7,30.795599306623142
46.1,29.8,5.006944578554895
46.1,29.9,33.60898116893239
46.1,30.0,7.872600942850113
46.1,30.1,19.476406380534172
46.1,30.2,7.741420656442642
46.1,30.3,25.380341056320404
46.1,30.4,113.86528877196488
46.1,30.5,212.4056456531797
46.1,30.6,155.66586303710935
46.1,32.2,6.193025058507919
46.1,32.3,68.7763231503112
46.1,32.4,33.36321880351538
46.1,32.5,73.39483881888113
46.1,32.6,36.224450201489205
46.1,32.7,28.564497604114667
46.1,32.8,83.94840555584857
46.1,32.9,235.8236025246707
46.1,33.0,72.29896974009137
46.1,33.1,46.55770507786009
46.1,33.2,23.674216727614404
46.1,33.3,33.478605498527656
46.1,33.4,14.304700875555284
46.1,33.5,39.60262245602078
46.1,33.6,40.99003220054338
46.1,33.7,117.63594161139594
46.1,33.8,29.97781247864751
46.1,33.9,30.57249603243101
46.1,34.0,11.677133781935579
46.1,34.1,5.103866370342602
46.1,34.2,10.876703617365465
46.1,34.3,6.7015904871336485
46.1,34.4,8.058699505484622
46.1,34.5,21.72520584505023
46.1,34.6,43.2026297138245
46.1,34.7,8.757584065198898
46.1,34.8,115.58611145584534
46.1,35.0,4.402514511346817
46.1,35.1,44.82450379133225
46.2,29.0,14.63208508491516
46.2,29.1,33.34278920166929
46.2,29.2,57.23866444163852
46.2,29.3,16.348414979047245
46.2,29.4,8.28222891026073
46.2,29.5,11.408533671663868
46.2,29.6,24.48721809933583
46.2,29.7,18.807375558548504
46.2,29.8,4.987128482924567
46.2,29.9,30.010256306992638
46.2,30.0,20.42513675159878
46.2,30.1,29.43626557621691
46.2,30.2,56.22129284563682
46.2,30.3,777.3608106136322
46.2,30.4,665.5352160416397
46.2,30.5,70.03914499282837
46.2,30.6,134.32071240397468
46.2,31.6,1.542976015806198
46.2,31.7,1.8020570278167725
46.2,31.8,0.282108686864376
46.2,32.0,0.93988743966276
46.2,32.1,12.9069799972432
46.2,32.2,20.046126102938235
46.2,32.3,21.786160780323875
46.2,32.4,11.806066286232737
46.2,32.5,23.27122915453381
46.2,32.6,11.700298522909483
46.2,32.7,24.15947613120079
46.2,32.8,24.11797132425838
46.2,32.9,56.797976457410385
46.2,33.0,37.78475038376119
46.2,33.1,34.518092039558624
46.2,33.2,22.86839595304595
46.2,33.3,21.516668443079595
46.2,33.4,18.87723804016908
46.2,33.5,44.647157327695325
46.2,33.6,30.394556835074635
46.2,33.7,53.71547452548078
46.2,33.8,18.16806953191757
46.2,33.9,55.82753838300705
46.2,34.0,15.29521703774776
46.2,34.1,18.46239631951272
46.2,34.2,12.458711474799038
46.2,34.3,18.02575873347317
46.2,34.4,19.25178685867898
46.2,34.5,27.466249022716866
46.2,34.6,45.814576670158004
46.2,34.7,68.58775372352075
46.2,34.8,170.46913886827136
46.2,34.9,46.70452760325538
46.2,35.0,0.8494623899459838
46.3,29.0,65.63138242144333
46.3,29.1,6.901949610975054
46.3,29.2,25.830410891109043
46.3,29.3,14.865762692358759
46.3,29.4,4.108908073769675
46.3,29.5,11.109353634218374
46.3,29.6,36.51283119536109
46.3,29.7,7.3361037406656475
46.3,29.8,21.21482578251097
46.3,29.9,19.92846853368812
46.3,30.0,57.72412872231669
46.3,30.1,46.670785042643544
46.3,30.2,13.16265443676994
46.3,30.3,32.181495132946196
46.3,30.4,90.15813659667968
46.3,30.5,64.09356738130252
46.3,30.6,481.5740624985225
46.3,30.7,3357.3339656483045
46.3,31.5,8.310063829024633
46.3,31.6,3.0773777961730957
46.3,31.8,14.05269556859697
46.3,31.9,20.120498621662456
46.3,32.0,11.929225542407105
46.3,32.1,12.602007907297876
46.3,32.2,24.05973409778542
46.3,32.3,26.81366118457582
46.3,32.4,15.603849668469694
46.3,32.5,6.867943846517139
46.3,32.6,17.532417648368412
46.3,32.7,26.95331639713711
46.3,32.8,19.520277318027283
46.3,32.9,13.397887354095777
46.3,33.0,31.966093159384197
46.3,33.1,32.00837252868546
46.3,33.2,20.899212035867905
46.3,33.3,36.63005282481512
46.3,33.4,18.581301420927048
46.3,33.5,21.05310363901986
46.3,33.6,11.804740205407143
46.3,33.7,21.566757447189755
46.3,33.8,23.148537720243137
46.3,33.9,16.61915963060326
46.3,34.0,6.492986906733778
46.3,34.1,29.419427138235832
46.3,34.2,23.47212582033488
46.3,34.3,16.725792279053067
46.3,34.4,17.30787763165103
46.3,34.5,8.373517726858458
46.3,34.6,7.015489290157954
46.3,34.7,46.51674571302202
46.3,34.8,54.78911094533073
46.3,34.9,54.7620579012624
46.3,35.0,10.552111199561585
46.3,35.1,6.858423804109161
46.3,35.3,60.78771695613861
46.3,35.4,38.88594818115234
46.4,28.9,8.779824256896973
46.4,29.0,18.01873146057129
46.4,29.1,18.118556118673748
46.4,29.2,19.49141067550296
46.4,29.3,25.672830386992988
46.4,29.4,19.07083484656374
46.4,29.5,23.79887760905769
46.4,29.6,9.654785198635524
46.4,29.7,15.949820990655937
46.4,29.8,28.71118564780699
46.4,29.9,14.502763626792214
46.4,30.0,40.58308298691459
46.4,30.1,32.920540160488805
46.4,30.2,23.806462585618817
46.4,30.3,82.62408843210765
46.4,30.4,26.571906151043045
46.4,30.5,24.780022046632237
46.4,30.6,159.22758837209807
46.4,30.7,4555.1294828636055
46.4,30.8,7543.092102050781
46.4,31.5,3.308719012886286
46.4,31.7,3.4804578771193815
46.4,31.8,3.4222557942072545
46.4,31.9,2.751428127288818
46.4,32.0,9.881239143865448
46.4,32.1,17.337174468940788
46.4,32.2,28.339720708628494
46.4,32.3,19.820326056745316
46.4,32.4,31.547869278324974
46.4,32.5,22.2573876745171
46.4,32.6,38.95291301773654
46.4,32.7,24.099578706754578
46.4,32.8,9.912513246138891
46.4,32.9,30.192944960461723
46.4,33.0,28.58211517996258
46.4,33.1,68.14940653575792
46.4,33.2,30.038313205043476
46.4,33.3,10.883744431866539
46.4,33.4,12.74068405561977
46.4,33.5,58.02904852231344
46.4,33.6,25.3455014957322
46.4,33.7,21.577743073304493
46.4,33.8,11.151088547375467
46.4,33.9,23.933449322978657
46.4,34.0,6.470554515719414
46.4,34.1,4.014303917686145
46.4,34.2,9.601727061801487
46.4,34.3,23.873111120528645
46.4,34.4,20.593305207788944
46.4,34.5,16.64280236677991
46.4,34.6,31.804854757255978
46.4,34.7,11.095518812537193
46.4,34.8,23.706575297647053
46.4,34.9,10.166383493277761
46.4,35.0,41.653129658765266
46.4,35.1,32.01379524989867
46.4,35.2,19.309523650312
46.4,35.3,48.19139076556478
46.4,35.4,105.85435152582583
46.4,35.5,8.58241581916809
46.5,28.9,18.665532271067303
46.5,29.0,32.55163184234074
46.5,29.1,14.525706110329464
46.5,29.2,16.446349048973026
46.5,29.3,38.68257500575139
46.5,29.4,29.46034300604532
46.5,29.5,10.510657014268817
46.5,29.7,9.818755149841309
46.5,29.8,7.944858465875898
46.5,29.9,9.277103376388549
46.5,30.0,38.569637756877476
46.5,30.1,41.088058167821046
46.5,30.2,79.19394150293536
46.5,30.3,57.441735967993736
46.5,30.4,45.48439955545796
46.5,30.5,20.055629758371246
46.5,30.6,232.52348314391242
46.5,30.7,5757.088642610823
46.5,30.8,6341.358960151672
46.5,31.5,3.7284235954284664
46.5,31.6,32.35426524552432
46.5,31.7,25.142706052452887
46.5,31.8,13.399144156412644
46.5,31.9,25.412044886457785
46.5,32.0,6.2200672190580795
46.5,32.1,8.693022123524841
46.5,32.2,15.082470938011452
46.5,32.3,6.997576755285263
46.5,32.4,21.329528502332487
46.5,32.5,90.97887982593642
46.5,32.6,55.020138733870496
46.5,32.7,19.833182086547215
46.5,32.8,21.363681978649563
46.5,32.9,35.68821460339758
46.5,33.0,69.36557766795158
46.5,33.1,44.72788003418181
46.5,33.2,36.29317199521594
46.5,33.3,16.478988263342117
46.5,33.4,13.114418185419506
46.5,33.5,26.040132948093945
46.5,33.6,8.629611603087849
46.5,33.7,21.81241364777088
46.5,33.8,15.633111087812317
46.5,33.9,21.649060795704525
46.5,34.0,4.365477027164565
46.5,34.1,7.855221334430906
46.5,34.2,16.266773777703445
46.5,34.3,13.062396455970076
46.5,34.4,7.858944351474444
46.5,34.5,8.244137372407648
46.5,34.6,10.200553743375671
46.5,34.7,17.24088642994563
46.5,34.8,15.146579985817274
46.5,34.9,18.389004103011555
46.5,35.0,16.38366997573111
46.5,35.1,18.560132986969418
46.5,35.2,8.938996036381772
46.5,35.3,33.87826523251004
46.5,35.4,13.977644445307284
46.5,35.5,22.711324091343318
46.5,35.6,14.488668608665467
46.5,35.7,6.982076713442803
46.5,36.1,0.7936852127313614
46.5,36.2,1.698353093286807
46.6,29.2,11.720937178685116
46.6,29.9,17.517617592444786
46.6,30.0,65.0744630762639
46.6,30.1,3.74262419094642
46.6,30.2,20.327357939547962
46.6,30.3,26.337260241309803
46.6,30.4,63.58540769749217
46.6,30.5,43.04453429308805
46.6,30.6,118.31120092478119
46.6,30.7,99.832059307366
46.6,30.8,696.4244661131105
46.6,30.9,140.0280536713639
46.6,31.0,242.67059669608162
46.6,31.1,220.02426861908475
46.6,31.2,67.1305079460144
46.6,31.3,33.785528765274925
46.6,31.4,61.11209862396635
46.6,31.5,229.2652878352574
46.6,31.6,325.45478290060294
46.6,31.7,68.18885699185458
46.6,31.8,54.15364902127873
46.6,31.9,60.50042136977701
46.6,32.0,4.023141241073608
46.6,32.1,59.283315151165695
46.6,32.2,33.45956361830771
46.6,32.3,47.45825377906241
46.6,32.4,56.92251668539312
46.6,32.5,214.55567116132923
46.6,32.6,1208.9212030138767
46.6,32.7,176.79581113656363
46.6,32.8,108.32432418399387
46.6,32.9,67.63209319776959
46.6,33.0,26.84196670850118
46.6,33.1,12.047595401604971
46.6,33.2,81.92647415399551
46.6,33.3,27.514685104290646
46.6,33.4,19.494315894113647
46.6,33.5,22.37136533856392
46.6,33.6,25.61972278025415
46.6,33.7,23.905150185028713
46.6,33.8,14.145674362778664
46.6,33.9,18.120804324746132
46.6,34.0,23.473070714208816
46.6,34.1,6.992867772777875
46.6,34.2,2.7279184121224613
46.6,34.3,8.381913767092758
46.6,34.4,7.873926507929961
46.6,34.5,9.633291346331438
46.6,34.6,12.769925880763266
46.6,34.7,3.6996836910645166
46.6,34.8,11.720658563905292
46.6,34.9,10.896680114997757
46.6,35.0,16.55733695957396
46.6,35.1,17.43861386179924
46.6,35.2,20.233574897050858
46.6,35.3,26.65568916067697
46.6,35.4,24.372150694622714
46.6,35.5,3.790105020006498
46.6,35.6,9.131050705909729
46.6,35.7,31.77461485612777
46.6,35.8,11.484732993717852
46.6,35.9,23.907866631235397
46.6,36.2,4.597848994391305
46.6,36.3,2.6557250182856533
46.6,36.8,329.0134086608887
46.7,30.0,86.53333838576944
46.7,30.1,17.517180305388237
46.7,30.2,31.30998364918762
46.7,30.3,41.30823825630877
46.7,30.4,41.46082417998049
46.7,30.5,75.93208917818572
46.7,30.6,36.73724059792731
46.7,30.7,45.1224618697525
46.7,30.8,48.3448676665624
46.7,30.9,60.4459445575873
46.7,31.0,68.74750482373767
46.7,31.1,51.725168112251495
46.7,31.2,72.55828813926594
46.7,31.3,7.018873817390865
46.7,31.4,14.698303501639101
46.7,31.5,48.57985332392784
46.7,31.6,28.387725373676844
46.7,31.7,30.666011598375107
46.7,31.8,18.57688013381428
46.7,31.9,77.37555371522903
46.7,32.0,16.2669143954527
46.7,32.1,9.981276899576187
46.7,32.2,13.391097073753675
