FIRE_ID_TEST,FIRE_ID_TRAIN
1998999,921323
1998921,921411
1997048,921334
1996700,921627
1997654,921650
1997807,921665
1997738,921337
1997558,921334
1997329,921192
1997440,921509
1995606,921565
1995688,423628
1995283,921511
1995425,921279
1995314,921508
1995396,921563
1996378,921311
1996496,921505
1996402,423633
1995937,423625
1996166,423625
1996071,423625
1994270,921492
1994419,423671
1994227,921495
1993246,423638
1993182,423623
1992254,921727
1992343,921222
1992689,921667
1991029,921353
1991794,921265
1991873,921265
1991466,921437
1991484,423635
1990429,921275
1990258,921436
1990944,921436
1990717,921252
1989574,921720
1989698,921720
1989933,921695
1988460,423649
1988173,423659
1988317,921684
1989125,423649
1987342,921684
1987326,921486
1987052,423651
1988039,423651
1987640,921673
1985894,921235
1985692,921483
1986688,921237
1986569,921682
1986595,921682
1984067,921443
1983897,921537
1984749,921589
1983209,423607
1983363,423607
1982930,921532
1983176,921241
1982967,921446
1982364,921446
1982396,921693
1982223,921385
1982710,921243
1981895,921715
1982123,921244
1981208,921303
2032220,921186
2032452,921496
2032329,921209
2032034,921186
2031986,921186
2032146,921496
2032175,921496
2032119,921186
2031792,921423
2031744,423639
2031843,423639
2031621,921507
2031279,921187
2030832,921507
2030376,921489
2030296,921185
2029959,921313
2029651,921504
2029509,921350
2029123,921312
2028921,921209
2029038,423638
2028593,921499
2028370,921441
2028427,921192
2028034,921441
2027971,921209
2028013,921279
2028258,921298
2027802,921432
2027897,921299
2027858,921196
2027187,423610
2027155,921441
2027301,921279
2027418,921199
2027456,921441
2027306,423608
2027320,423620
2027369,423610
2027010,921206
2026946,921433
2026956,921292
2026880,423611
2026781,921510
2026852,921298
2026689,921432
2026541,423618
2026367,921207
2026433,921426
2026406,423608
2025992,921435
2026246,921206
2025813,921512
2025747,423620
2025911,921197
2025616,921192
2025562,921435
2025552,921193
2025306,921193
2025366,921206
2025328,921337
2025257,921454
2025509,921369
2025515,921433
2025398,921206
2025442,921198
2025434,921454
2025058,921336
2025071,423620
2024942,921449
2024883,921409
2025050,921414
2024960,921307
2024982,921213
2024750,921253
2024838,921213
2024824,921340
2024734,921452
2024608,921195
2024666,921287
2024496,921286
2024531,921409
2024329,921288
2024344,921331
2024432,921455
2024243,921406
2024010,921338
2024029,921271
2023848,921253
2023827,921277
2023919,921287
2023635,921334
2023579,921288
2023744,921277
2023259,921338
2023279,921214
2023154,921289
2023213,921289
2023471,921286
2023550,921395
2022726,921482
2022696,921447
2022817,921482
2022617,921215
2022829,921459
2022917,921332
2022907,921455
2022278,921215
2022116,921215
2022470,921331
2021888,921196
2021858,921334
2021729,921220
2021395,921458
2021589,423634
2021564,921226
2021012,921400
2021270,921273
2020888,921397
2020471,921462
2020501,423631
2020683,423631
2020155,921365
2020078,921365
2020373,921327
2020240,921328
2020273,921328
2019362,921462
2019630,921409
2019185,921333
2019279,921378
2019753,921376
2019876,921376
2019920,921375
2019423,921258
2018470,921254
2018505,921460
2018303,921458
2018760,921364
2018746,921419
2018850,921336
2018024,921475
2017679,921372
2016165,921498
2016321,921507
2014580,921300
2014849,921437
2014753,423610
2014348,921279
2014428,921438
2014430,921511
2013990,921429
2014023,423611
2013916,921438
2013912,921438
2014186,423608
2014075,921292
2012748,423643
2012359,921291
2012453,921280
2009284,423634
2009802,921331
2009576,921459
2006914,921343
2005893,921345
2004147,921262
2004528,921268
2003327,921361
2002546,921367
2002562,921251
2002467,921230
2002427,921233
2003189,921234
2001729,921420
2000004,921186
1999762,921186
1998235,921507
1998249,921495
1998945,921186
1998709,921279
1998748,921279
1998688,921202
1996998,921203
1997031,921477
1997098,921413
1996681,921440
1996792,921440
1997255,423610
1997621,921198
1997772,921303
1997322,921298
1997547,921189
1995677,423620
1995794,423617
1995235,423617
1995151,423617
1995487,921512
1997871,921414
1996168,921443
1996095,423617
1994365,423618
1994532,423610
1993972,921200
1994217,921293
1994952,921511
1994980,921511
1995038,921291
1995052,423620
1994700,921371
1994632,921274
1994820,921194
1994838,921410
1994770,423616
1993136,921253
1993356,921194
1993277,921194
1993322,921365
1993120,921369
1992936,921270
1992964,423615
1992880,423615
1993110,921339
1993742,921371
1993676,921283
1993714,921404
1993898,921447
1993635,921453
1992233,921331
1992202,921406
1991951,921213
1992720,921338
1992469,921482
1992575,921482
1991284,921461
1991373,921287
1991159,921286
1991761,921395
1991879,921225
1991481,921308
1991655,921308
1990425,921218
1990514,921396
1990109,921396
1990808,921227
1990880,921225
1990576,921461
1990670,921224
1989683,921289
1990066,921219
1989782,921306
1989872,921226
1988535,921339
1988456,921216
1988624,921458
1988242,921216
1988354,921446
1989127,921256
1989068,921226
1988760,921370
1989009,921460
1989002,921216
1987384,423634
1987527,921216
1987188,921283
1988022,921256
1987685,921256
1987815,921326
1987790,423627
1985862,423625
1986021,921528
1986055,921488
1985356,921327
1985686,921327
1985571,921308
1986782,921391
1986692,921308
1986939,423624
1986396,921345
1986293,921377
1986446,921374
1984176,921327
1983998,921327
1984325,921333
1983743,921345
1983610,921333
1983967,921465
1985046,921469
1984988,921385
1984593,921365
1984553,921365
1984458,921345
1984513,921333
1984836,921333
1984689,921265
1983213,921386
1983515,921445
1982902,921333
1982740,921365
1982895,921388
1983001,423629
1982309,423629
1982176,921361
1982602,921385
1982733,921264
1981831,921264
1981757,921262
1981723,921534
1981891,921268
1982033,921268
2032222,921204
2032429,921610
2032335,921208
2032359,921187
2032052,921382
2031724,921184
2031640,423667
2030896,921186
2031338,423663
2031023,921181
2031127,423663
2030775,921186
2030471,423667
2030162,921490
2029854,921490
2029518,423665
2029108,921360
2029058,921476
2028594,921403
2028380,921403
2028504,921191
2028284,921419
2028138,921408
2027767,423664
2027159,423653
2027088,921207
2027063,423641
2027109,921200
2027399,921408
2026784,921344
2026611,921358
2024359,921289
2022667,921486
2022996,921351
2022240,921260
2022215,921480
2022137,921487
2022142,921330
2022531,921536
2022323,921536
2021871,921536
2021849,921415
2021993,921201
2021707,921526
2021724,921435
2021423,921608
2021080,921327
2021147,921522
2021332,921528
2020870,921320
2020595,921227
2020408,921448
2020733,921341
2020691,921222
2020114,921552
2019221,921446
2019655,921446
2019090,921268
2018660,921597
2017618,921395
2017441,921601
2017481,921626
2016705,423623
2016775,921472
2016593,921390
2017062,423607
2016922,423639
2016344,921182
2015685,921300
2015777,921376
2015596,921383
2015927,921508
2015847,921512
2015289,921302
2015353,921509
2015311,921511
2014685,921383
2014599,921383
2014513,921512
2010940,921427
2012085,921212
2012159,921531
2009317,921536
2009349,921431
2009804,921436
2009813,921415
2008719,921608
2009041,921526
2009104,921526
2010640,921367
2010426,921519
2010457,921415
2010932,921415
2010784,921325
2009965,921220
2009923,921436
2010108,921515
2010218,921265
2007727,921611
2007758,921515
2007928,921515
2007972,921587
2007396,921553
2007301,921446
2007573,921550
2008442,921446
2008417,921550
2008573,921551
2008124,921416
2008317,921316
2008179,921608
2006668,921369
2006527,921415
2006477,921268
2006554,921282
2007145,921409
2007182,921220
2006992,921458
2006269,921337
2006363,921265
2006055,423614
2006127,921231
2006097,921596
2005175,921445
2005322,423633
2005063,423632
2004737,921230
2004666,423627
2004790,423627
2004196,921599
2004384,423632
2003564,921556
2003645,921556
2003497,423628
2003907,921548
2002344,921493
2002313,921364
2002434,921543
2003166,921235
2003221,423647
2002824,921499
2002849,921472
2002948,921566
2001538,921540
2001668,921565
2001379,921503
2001406,921272
2002007,921543
2002201,921544
2001869,921563
2001949,921273
2001921,921363
2000658,921622
2000252,921245
2001045,921400
2001178,921615
2000772,921509
2000888,921185
2000934,921383
2000866,921380
1999634,921188
1999309,423666
1999390,921204
1999967,921382
2000024,921186
1999770,921204
1999857,921382
1999788,921382
1998553,423667
1998057,921378
1999103,921513
1996641,423653
1996715,921368
1997650,921619
1997755,921368
1996265,921423
1996101,921357
1994704,921609
1993548,921215
1992190,921425
1992385,921526
1992028,921431
1992705,921347
1992745,921533
1992613,921217
1991304,921536
1991005,921285
1991189,921285
1991703,921226
1991555,921219
1991660,921219
1991614,921220
1990495,921220
1990150,921255
1990309,921407
1990850,921256
1990976,921407
1990654,921316
1990693,921529
1989687,921258
1989320,921260
1989475,921221
1989974,921442
1988549,921312
1988462,921414
1988678,921611
1988188,921414
1988321,921519
1989114,921592
1988822,921330
1988989,921536
1988908,921532
1987556,423637
1987518,921312
1987105,921406
1988093,921549
1987673,921454
1987651,921282
1986176,921217
1986155,921553
1985510,423608
1985422,921323
1985680,921261
1985646,921313
1986753,921448
1986683,921220
1986906,423610
1986201,921258
1984018,921265
1984357,921265
1984223,921552
1983642,921337
1983850,921232
1985156,921548
1984572,423628
1984432,423630
1983031,921274
1982274,921274
1982489,423627
2032223,921645
2032457,423612
2032136,921200
2032104,921764
2031804,921187
2031740,423668
2031845,921204
2031227,921769
2031324,921198
2031443,921186
2031250,921771
2030842,921201
2030602,921758
2030355,921758
2029843,921758
2029780,921656
2029568,921656
2029104,921193
2028982,921192
2028605,921278
2028297,921397
2028081,921903
2027972,423612
2027982,423617
2028221,921345
2027792,921270
2027865,921196
2027534,423621
2027500,921656
2027652,921353
2027627,921193
2027227,423669
2027103,921196
2027113,921652
2027376,423669
2027429,921538
2027002,921660
2026960,921401
2026910,921401
2026740,921523
2026821,921390
2026557,921529
2026345,921438
2026115,921444
2026126,921787
2026239,921541
2025807,921444
2025769,921228
2025874,921378
2025612,921551
2025633,921259
2025591,921798
2025312,921216
2025225,921390
2025255,921454
2025529,921456
2025089,921823
2025051,921443
2024898,921451
2025048,921443
2024798,921792
2024810,921451
2024702,921561
2024714,921731
2024647,423663
2024507,921455
2024559,921565
2024564,921228
2024411,921448
2024422,921821
2024203,921678
2024194,921449
2024275,921418
2024070,921505
2024141,921678
2024096,921448
2023841,921267
2023805,921731
2023959,921730
2023978,921728
2023639,921735
2023753,921716
2023691,921733
2023314,921814
2023300,921495
2023199,921624
2023452,921244
2023411,921806
2022702,921266
2022559,423642
2022179,921423
2022461,921688
2022339,921231
2022408,921694
2021910,921251
2022030,921385
2021999,921931
2021693,921241
2021479,921934
2021657,921303
2021312,921424
2021251,921434
2020844,921931
2020775,921932
2020554,921473
2020122,921819
2020228,921674
2019365,921434
2019631,921697
2019399,921241
2019134,921785
2019226,921292
2019829,921693
2020003,921303
2019959,921697
2019447,921932
2019435,921406
2018910,921843
2019104,921681
2018463,423638
2018521,921597
2018843,921283
2018613,921297
2018610,921297
2018694,921284
2017972,921924
2018048,921878
2017739,921828
2017730,921590
2017893,921607
2017095,921603
2017514,921486
2017372,921578
2016764,921325
2016534,921602
2016631,921316
2016601,921828
2016608,921573
2016800,423680
2016982,423680
2016993,423680
2017054,921488
2017018,921871
2017042,921572
2016854,921318
2016862,921315
2016814,921323
2016910,921607
2016873,921313
2016897,921530
2016097,921888
2016444,921643
2016456,921280
2016476,921357
2015788,423614
2015755,921184
2015675,921208
2015653,921364
2015929,921862
2015880,423622
2014981,921360
2015053,921779
2015471,921764
2015466,921204
2015534,423616
2015272,921779
2014650,921634
2014503,921274
2013802,921750
2013816,921525
2013822,423648
2013784,921660
2013436,921214
2013415,921349
2013500,921349
2014052,921660
2012715,921665
2012791,921401
2012719,921654
2012442,921401
2013127,921547
2013385,921226
2013268,921439
2013256,921382
2012948,921446
2012931,921224
2012965,921452
2012878,921450
2012861,921543
2012899,921453
2013058,921376
2013013,921442
2011391,921375
2011362,921541
2011295,921439
2011573,921785
2011610,921788
2011513,921786
2011198,921686
2011237,921618
2011137,921255
2011177,921623
2012094,921232
2011969,921388
2012039,921461
2012013,921683
2012259,921689
2012268,921672
2012283,423667
2012210,921781
2011745,921613
2011758,423673
2011898,921446
2011961,921231
2011832,921672
2011838,921907
2011841,921494
2009431,921789
2009535,921629
2009489,921418
2009290,921816
2009338,921251
2009753,921781
2009588,921466
2009612,921681
2009615,921676
2008856,921672
2008848,921496
2008785,921680
2009219,921682
2009016,921803
2010587,423667
2010519,423653
2010491,423661
2010515,921497
2010697,921933
2010751,921243
2009961,921445
2010106,921676
2007706,921410
2007751,921927
2007666,921435
2007827,921341
2007393,921406
2007564,921292
2007435,921303
2008520,921241
2008397,921245
2008578,423658
2008131,921707
2008259,921707
2008233,921781
2006731,921609
2006747,921414
2006599,921912
2006575,921489
2007211,921489
2006919,921512
2005898,921332
2005468,921907
2005597,423629
2006203,921918
2006407,423629
2005998,921938
2006150,921479
2005203,423640
2005109,921904
2005413,921909
2005312,423633
2004939,921913
2004692,921296
2004690,921329
2004872,921852
2004770,921405
2004308,921829
2004191,921329
2004571,423632
2003399,921329
2003992,921829
2004036,921829
2003797,921829
2002653,423628
2002384,921886
2002485,423625
2002455,921924
2003118,423680
2003194,921838
2003225,423625
2002879,921833
2002917,423623
2003014,921871
2002972,423625
2001693,921829
2001306,921310
2001291,921487
2001442,921314
2001472,921870
2001412,921833
2002021,921588
2002050,423625
2001824,423679
2001919,423680
2000419,423625
2000635,423625
2000582,921603
2000191,423678
2000212,921871
2000230,921828
2000128,423680
2000349,423686
2000268,921870
2001072,921827
2001019,423611
2001013,921279
2001003,921537
2001196,921281
2001176,921536
2001166,921862
2000794,921186
2000711,423669
2000918,921779
1999530,423618
1999499,921360
1999323,921360
1999383,423618
2000013,423618
1999737,423618
1998334,921183
1998325,921631
1998146,423616
1998937,423618
1998986,921860
1999215,423612
1999209,921652
1998648,921207
1998671,921656
1998855,423670
1996892,921547
1997192,921517
1996631,921517
1996724,921754
1997611,921768
1997276,921641
1997260,921522
1997553,921752
1995609,921517
1995786,921273
1995347,921671
1996322,921550
1997923,423621
1997883,921276
1997887,921742
1996476,921392
1996474,921348
1996449,921750
1995998,921353
1996009,921553
1996024,423645
1995955,423645
1996174,921520
1996081,921542
1994388,423636
1994301,423644
1994483,921553
1994435,921375
1994044,423637
1993927,423637
1993973,921751
1994085,921754
1993923,921525
1994942,921748
1995006,921401
1994992,921666
1994865,423645
1995116,921438
1997973,921793
1995047,423671
1994644,921543
1994625,921544
1994810,921544
1994731,921544
1993253,921221
1993127,921543
1993334,921544
1992849,921381
1993058,921686
1993093,921675
1993017,921719
1993025,921228
1993792,921405
1993693,921681
1993893,921693
1993842,921466
1993438,921260
1993623,921253
1993602,921459
1993643,921802
1993594,921802
1992214,921265
1992171,921254
1992268,921405
1992380,423661
1992278,921447
1991989,921267
1992009,921729
1991929,423673
1992139,921387
1992075,921624
1992627,921251
1992839,921496
1992499,423664
1992533,921723
1991232,921685
1991396,921389
1991077,921691
1991208,423650
1991766,921933
1991897,921386
1991544,921233
1991590,921512
1991598,921506
1990363,921233
1990096,921701
1990306,921233
1990839,921707
1990924,921713
1990732,423660
1989557,921303
1989328,921464
1989498,921612
1988666,921503
1988289,423639
1988313,423649
1988825,921923
1988963,921491
1988936,921803
1987140,921429
1987050,921514
1987242,423630
1987890,921939
1988048,921406
1987700,921243
1987745,423652
1985932,423652
1985848,921912
1986166,921431
1985488,423641
1985681,921416
1985613,921293
1986830,921698
1986955,921694
1986935,921701
1986317,921701
1986250,921933
1986591,921491
1984191,921308
1984413,921922
1984244,921341
1983667,921697
1983708,423634
1983542,921700
1983773,921852
1985003,423656
1985238,423640
1985182,921921
1984471,921339
1984834,921833
1983258,423624
1983508,921619
1982897,921296
1982849,921920
1983005,921836
1982434,921837
1982210,921481
1982635,921829
1982507,921882
1981823,921876
1981806,921850
1982098,921907
2032224,922004
2032333,921596
2032005,921989
2031788,921205
2031734,423625
2031891,423683
2031609,922055
2031285,921208
2030983,423685
2031504,423686
2031143,423626
2030671,423626
2030481,922057
2030174,922065
2029940,922065
2029706,921190
2029430,922065
2029284,921824
2028934,921228
2029042,921215
2028613,921996
2028360,922553
2028349,921577
2028416,922134
2028042,922135
2028084,921770
2028116,922553
2028276,921996
2027793,921577
2027726,921349
2027547,921346
2027656,921437
2027630,922553
2027116,921366
2027403,921857
2027413,921779
2027465,921472
2027441,423637
2027273,921254
2027322,921773
2026989,921447
2026955,921452
2026763,922102
2026839,921574
2026533,423635
2026527,921447
2026592,921760
2026438,921761
2026071,921567
2026006,922215
2026241,921260
2026169,921260
2025944,922541
2025867,921799
2025600,423640
2025626,921250
2025558,921250
2025652,921250
2025364,922592
2025340,921260
2025270,921446
2025468,922109
2025370,921645
2025530,921471
2025389,921251
2025420,922153
2025109,922587
2025080,922599
2025131,921653
2025125,921451
2024916,921467
2024870,922122
2024895,922124
2025026,922579
2025042,921654
2024772,921780
2024745,921237
2024833,921784
2024808,922124
2024674,921246
2024719,922123
2024593,921247
2024492,921247
2024541,922497
2024472,922201
2024287,922498
2024304,921292
2024423,922113
2024213,921498
2024189,921805
2024259,922210
2024013,423641
2024128,922202
2023852,921454
2023817,921288
2023970,921288
2023972,423639
2023932,921815
2023561,922495
2023738,922572
2023690,922502
2023323,921289
2023226,921803
2023183,921287
2023458,922198
2023385,921665
2023424,921665
2022706,922101
2022788,921480
2022564,423640
2022644,423672
2023040,921804
2022982,423638
2023079,921326
2022952,922220
2022919,921513
2022275,921514
2022095,922217
2022460,921670
2022352,922205
2022369,922022
2021803,921483
2022085,921721
2021941,922165
2021725,921325
2021730,921721
2021476,921722
2021611,921906
2021090,921727
2021062,921487
2021310,921944
2021231,921506
2020860,921507
2020941,921930
2020609,921312
2020546,921691
2020392,921310
2020721,921525
2020672,922515
2020124,921677
2020170,921925
2020109,922515
2020381,921926
2020247,921677
2020227,423742
2019366,922181
2019625,922122
2019391,921926
2019158,921904
2019781,921519
2019828,921882
2019713,921882
2019982,921518
2019542,922690
2018943,921871
2018958,921942
2019073,922189
2019037,921277
2018557,922173
2018331,922191
2018412,922520
2018844,921681
2018808,423648
2018710,921852
2018141,921561
2018222,921280
2018013,922694
2017988,423707
2018069,423707
2018092,423638
2017761,921870
2017794,423729
2017690,922012
2017696,921561
2017719,921852
2017908,423711
2017898,921563
2017946,921560
2017828,922710
2017855,922669
2017574,921675
2017565,921899
2017542,922712
2017555,921849
2017640,921849
2017623,921831
2017234,922677
2017249,423700
2017112,423715
2017131,921851
2017166,921842
2017153,423697
2017515,921852
2017493,921425
2017353,921954
2017387,921421
2017379,921844
2016686,921936
2016563,922034
2016541,921413
2016648,921838
2016605,922706
2016619,921848
2016992,921629
2016956,423720
2017058,921408
2017030,921828
2016846,921409
2016827,921628
2016919,921622
2016930,921419
2016900,921836
2016181,921427
2016179,922706
2016146,921435
2016239,423722
2016251,921410
2016231,922711
2016135,921338
2016076,921947
2016083,921951
2016088,921853
2016095,922702
2016295,921340
2016439,922094
2016454,922003
2016430,921590
2016429,922624
2016415,423682
2016424,423676
2016504,423676
2016517,423628
2016467,921589
2016483,921200
2016325,423684
2016275,921208
2016332,921825
2016369,921209
2016379,423674
2016333,921205
2016346,922621
2016352,423623
2015709,423674
2015703,423674
2015782,922623
2015609,423681
2015625,921860
2015682,423680
2015669,922619
2015649,922619
2015931,922001
2015831,922567
2015887,921197
2014963,922624
2014929,921991
2015357,922050
2015317,921995
2014992,922000
2015003,921189
2015092,922043
2015482,921590
2015248,921193
2014675,921590
2014734,921779
2014642,921996
2014821,922047
2014396,921349
2014500,423680
