FIRE_ID_TEST,FIRE_ID_TRAIN
1986772,921551
1986834,921706
1986995,921394
1986919,423614
1986308,922579
1986432,922579
1984135,922579
1984000,921711
1984234,921876
1983719,922502
1983602,921870
1983750,921886
1985084,423615
1985256,423693
1984631,921392
1984439,921887
1984829,922189
1984743,921879
1983199,921380
1983511,921380
1982863,921887
1983095,921835
1983154,922487
1982437,921845
1982214,922495
1982607,921541
1982534,922486
1981908,922508
1981735,921373
1982138,921898
1981986,921383
1981204,921835
2032413,921608
2032383,921247
2032039,921188
2031614,921596
2031369,921532
2031035,921353
2030812,921185
2030153,921600
2030057,921186
2029613,921408
2029433,921594
2029305,921437
2028927,921519
2028898,921408
2028817,921421
2028685,921443
2028302,921402
2028420,921568
2028088,921516
2027970,921524
2027942,921302
2028280,921551
2028167,423637
2027717,921599
2027723,921568
2027503,921389
2027637,921443
2027375,921422
2025501,921290
2024409,921555
2024107,921456
2023790,921463
2023325,921285
2023367,921305
2022727,921228
2022699,921464
2022578,921462
2022548,423647
2022677,423645
2022822,921459
2023102,921328
2023050,423646
2022852,921463
2022224,921228
2022285,423647
2022170,921207
2022168,921328
2022514,921340
2022412,921457
2021863,921326
2021934,921409
2022058,921506
2021708,921414
2021485,921410
2021387,921212
2021572,921325
2021326,921306
2021224,921202
2020905,921220
2020591,921315
2020464,921338
2020067,921499
2020076,921334
2020213,423629
2018471,921226
2018081,921273
2017911,921647
2017834,921272
2017815,921570
2017876,423616
2017862,423668
2017553,921367
2017646,921270
2017660,921272
2017190,921361
2017295,921361
2017113,921567
2017079,921504
2017135,921512
2017152,921479
2017426,921509
2017525,423649
2017500,921360
2017400,921358
2016723,921358
2016742,423638
2016528,921261
2016535,921643
2016544,921643
2016650,921348
2017000,921644
2016972,921248
2016951,921646
2016940,921268
2017022,921248
2016838,423640
2016802,423649
2016816,921396
2016867,921396
2016936,921351
2016494,921589
2016335,423664
2015727,921377
2015698,921488
2015764,921537
2015737,921247
2015681,921380
2015614,921527
2015575,921609
2015593,921402
2015671,921596
2015628,921611
2015930,921249
2015904,921383
2015827,921183
2015871,921240
2014956,921405
2014948,921381
2014987,921582
2015012,921538
2014972,423652
2015169,921208
2015473,921516
2014837,921402
2014380,921591
2014299,921241
2014532,921242
2012095,921429
2011677,921577
2011865,423648
2009455,921199
2009472,921430
2009539,921470
2009330,921457
2009382,921287
2009352,921414
2009698,921473
2009681,921409
2009566,921506
2009675,921340
2009637,921409
2008938,921502
2008815,921192
2009192,921214
2009040,423646
2009059,423646
2010458,921409
2010874,921409
2010665,921323
2010058,921197
2009890,921413
2010203,921227
2007616,921416
2007891,921416
2007872,921501
2007412,921325
2007309,921223
2008498,921223
2008627,921560
2008541,921299
2008016,921341
2008214,921413
2006763,921409
2007046,921398
2005926,921340
2005836,921339
2005559,921334
2006197,921334
2006409,921227
2006021,921280
2006123,921255
2005211,921253
2004966,423631
2004936,921281
2005052,921363
2004687,423624
2004592,423623
2004775,921254
2004290,921259
2003625,423624
2003434,423624
2004104,921333
2003795,921333
2002618,921333
2002776,423620
2002355,921567
2002391,921624
2003135,921625
2003116,921567
2003301,423628
2003227,921604
2002862,921479
2002821,423640
2002832,423638
2002966,921640
2001716,921356
2001654,423668
2001390,921644
2001422,423668
2002110,423625
2002045,921625
2002232,921624
2001773,921621
2001758,921642
2001795,921276
2001960,921272
2001874,921276
2001877,921356
2000200,921615
2000157,921644
2000296,921233
2001145,921389
2000954,921380
2000753,921243
2000782,921402
2000724,921382
2000909,921588
2000887,921402
2000928,921402
1999507,921387
1999627,921188
1999282,921182
2000099,921185
1999802,921245
1998578,921596
1998133,921383
1999142,921517
1996310,921298
1993930,921300
1994174,921427
1992370,921460
1992044,921557
1992461,921541
1992592,921212
1992538,921470
1991320,921416
1991443,921457
1990992,921284
1991013,921577
1991153,921577
1991861,921577
1991523,921196
1991488,921196
1991610,921197
1990354,921197
1990194,921224
1990274,921342
1990836,921577
1990891,921342
1990739,921314
1989556,921542
1989379,921202
1989356,921213
1989713,423610
1989856,921310
1988571,921416
1988718,423648
1988291,921416
1988339,921544
1989120,423617
1989082,921554
1989001,921226
1987337,921500
1987570,921470
1987157,921310
1987287,921340
1988017,921496
1988073,921502
1987727,921500
1987786,921318
1986096,921212
1985982,921336
1985734,921497
1985632,921494
1987037,921197
1984215,921334
2032321,921513
2031406,921182
2031483,921182
2031110,921288
2030751,921288
2030426,423666
2030290,423663
2029936,423663
2029790,921186
2029442,423663
2029343,921504
2028787,921481
2028806,921477
2028682,921606
2028351,921426
2028415,921426
2028043,921199
2028282,921330
2028202,921477
2027697,921426
2027861,921306
2027430,921432
2024598,921191
2024340,921443
2023905,921436
2023601,921434
2023784,921413
2023330,921414
2023163,921412
2023185,921602
2023382,921591
2023430,921591
2022712,921281
2022664,921533
2022868,921193
2022107,921535
2022163,921521
2021504,921412
2021407,921409
2021101,921416
2021154,921309
2020882,921219
2020176,921281
2020099,921631
2020358,921571
2019240,423621
2019490,423622
2018449,921546
2018556,921299
2016689,921366
2015882,921384
2015354,423650
2015321,921616
2015089,921202
2014865,921477
2014795,921610
2014390,921330
2013830,423660
2012350,921429
2013147,423636
2011292,921430
2011708,921594
2009498,921538
2009728,921398
2009715,921439
2008980,921531
2008778,921193
2009234,921573
2010642,423616
2010443,921443
2010510,921529
2010904,921319
2010776,921336
2010075,921334
2009925,921410
2010297,921448
2008459,921554
2008425,921556
2008308,921569
2007166,423622
2006849,921545
2005694,423626
2005495,921570
2005638,921274
2005576,921274
2006230,921395
2006346,921652
2005374,921392
2004977,921265
2005003,921657
2004160,921250
2004190,921251
2004412,921250
2003651,921638
2003508,921638
2003957,921547
2003725,921638
2003826,921638
2002698,921392
2002502,921390
2003131,921560
2003318,921492
2001567,921366
2001487,921564
2001345,921475
2001457,921474
2002108,921358
2000490,921563
2000820,423642
1999469,921185
1999479,921185
1999303,921185
1999360,921183
1999374,921183
1999954,921185
1999922,921513
1999743,921389
1999703,921209
1998372,921384
1998144,921284
1998185,921288
1998730,921504
1998637,921420
1996604,921328
1996527,921354
1996820,921350
1997663,921586
1997629,921586
1997721,423659
1997364,921421
1996284,921426
1996405,921426
1996143,921430
1996056,921430
1994540,921198
1994459,921324
1994058,423662
1993936,423662
1997959,921324
1991919,921531
1992724,921594
1992825,921594
1992498,921404
1992585,921404
1991298,921404
1991257,921411
1991097,921594
1991125,921580
1991139,921224
1991823,921224
1991536,921342
1990348,921213
1990441,423608
1990257,921339
1990841,921339
1990917,921339
1990721,921439
1990683,423619
1989678,423619
1990021,921577
1989800,921582
1989711,921582
1988575,921602
1988285,921550
1988334,921569
1989112,921529
1989078,921573
1988745,921553
1987402,921569
1987976,921550
1987886,921275
1988028,921550
1987690,921399
1985889,921462
1985773,921277
1986185,921644
1985456,921631
1985436,921631
1985555,921455
1986807,423633
1986196,921261
1986624,921631
1986238,921631
1986219,921631
1986441,921631
1984133,921631
1984345,921332
1984256,921345
1983618,921469
1983800,921230
1985037,921255
1985148,921267
1984860,921468
1984681,921545
1983246,921230
1983382,921230
1982421,921417
1982215,921637
1982519,921656
1981761,921271
2032464,423734
2032393,922683
2032030,921458
2032051,921458
2031967,921461
2032006,922191
2032174,921918
2031786,921200
2031595,922710
2031273,921203
2031340,921204
2031429,921204
2031071,921444
2030224,922708
2030049,922701
2029884,922701
2029521,921197
2029437,922701
2029337,921884
2029002,921254
2028606,922031
2028343,922620
2028100,921264
2028234,922618
2028203,922031
2027703,921686
2027672,921505
2027220,423727
2027477,921480
2027444,921500
2027275,921248
2027319,921888
2026986,921508
2026954,423638
2026916,921506
2026741,921499
2026832,921728
2026721,921501
2026555,921508
2026584,921880
2026481,921879
2026066,921679
2025997,921707
2026238,921234
2026166,921234
2025947,922605
2025872,921243
2025611,423645
2025625,921247
2025701,921247
2025673,921247
2025365,922652
2025280,921234
2025274,423641
2025533,922078
2025513,921710
2025528,921527
2025382,921246
2025423,423713
2025106,922645
2025084,922661
2025130,921841
2025150,921511
2024919,922077
2024940,922091
2024897,922093
2025013,922639
2024970,921837
2024769,921960
2024768,921842
2024761,921958
2024804,922093
2024689,921288
2024715,922092
2024622,921287
2024485,921287
2024462,922325
2024572,922047
2024346,922324
2024302,921324
2024372,922082
2024210,921536
2024197,921977
2024265,922056
2024040,921559
2024020,922048
2024105,423680
2023844,922649
2023830,921282
2023951,921282
2023946,921521
2023926,921957
2023572,921828
2023764,922474
2023770,922320
2023312,921321
2023294,921979
2023196,921320
2023456,922039
2023512,921827
2023429,921827
2022710,922045
2022778,921561
2022538,423645
2022652,423677
2022627,921978
2022987,921553
2023082,423678
2022846,922017
2022928,921549
2022255,921557
2022182,922065
2022451,423617
2022353,922051
2022367,922583
2021905,921541
2022074,423687
2021960,922563
2021758,423611
2021459,423687
2021075,423691
2021156,921540
2021279,922104
2021171,921515
2020822,921991
2020774,922001
2020885,423615
2020585,921762
2020384,921270
2020717,921621
2020667,922377
2020161,921987
2020183,921993
2020089,922377
2020372,921989
2020245,921629
2020253,922586
2019348,922547
2019623,922091
2019389,921629
2019146,922147
2019796,921614
2019837,922155
2019895,922146
2019483,921613
2019504,922289
2018941,922105
2018862,921997
2019052,922569
2019039,921379
2018519,922555
2018341,922570
2018402,922307
2018720,922127
2018802,921756
2018715,921608
2018596,921782
2018696,922276
2018120,921585
2018246,921399
2018071,423648
2018095,423680
2018059,922108
2017775,922539
2017688,922497
2017699,921585
2017734,921782
2017810,922487
2017922,922533
2017953,921590
2017936,922213
2017843,922497
2017829,922496
2017860,922350
2017582,921776
2017593,921737
2017533,922358
2017557,921786
2017598,921786
2017226,921818
2017210,922373
2017290,922197
2017104,922482
2017078,921783
2017180,921790
2017155,922131
2017433,921782
2017506,922218
2017332,922216
2017413,921406
2016710,921793
2016693,922160
2016561,922600
2016536,922491
2016542,921812
2016658,921815
2016599,921737
2016606,921591
2016620,921600
2016996,921809
2017005,922124
2016953,922507
2017070,921412
2017023,921927
2016835,423630
2016857,922209
2016803,921817
2016828,921817
2016868,921571
2016898,921811
2016890,922435
2016187,922436
2016164,921370
2016247,922536
2016220,922520
2016041,922425
2016107,921362
2016094,922429
2016103,921932
2016268,921359
2016435,922680
2016451,423733
2016455,921450
2016410,922183
2016426,921649
2016498,921942
2016509,922172
2016514,922683
2016471,921190
2016277,921203
2016278,921939
2016371,921940
2016373,921940
2016376,423635
2016386,921181
2016392,921200
2016350,922469
2016356,921447
2015697,921181
2015772,921208
2015784,921648
2015743,921943
2015745,921181
2015756,922187
2015602,921912
2015615,922687
2015623,921661
2015629,921913
2015944,922466
2015993,922694
2015829,922602
2014951,922026
2015359,922715
2015303,922030
2014985,921438
2015048,423739
2014967,921196
2015087,922725
2015516,921724
2015226,921732
2015389,921669
2014710,921883
2014646,922031
2014829,922718
2014285,921468
2014535,921913
2014413,423729
2014449,922339
2014450,921732
2014480,921269
2013973,921695
2013958,921876
2013829,922699
2013924,921718
2013393,922699
2013443,921683
2013400,921890
2013530,921506
2013516,922633
2014146,921683
2014098,921880
2014246,921229
2014086,921500
2013859,922610
2014080,921891
2012608,423709
2012588,921507
2012630,921716
2012802,921507
2012792,922659
2012742,921709
2012405,921703
2012434,921242
2012537,922082
2012514,921712
2012451,423613
2012492,423613
2013246,423613
2013140,921302
2013378,921483
2013325,921484
2013282,922649
2013316,921484
2013121,921842
2012935,423638
2012921,921512
2012863,423645
2012852,921486
2013064,921486
2013100,921958
2013046,922641
2011397,922038
2011409,921891
2011309,921972
2011322,423613
2011540,921249
2011589,922077
2011468,922092
2011527,921894
2011051,921484
2011022,921484
2011032,921330
2011068,921958
2010961,922321
2011012,921283
2011105,921283
2011254,922321
2011133,922333
2011146,922092
2012073,921950
2012136,922104
2012137,921394
2012003,921298
2011986,921557
2012033,921952
2012027,921556
2012229,921977
2012275,921981
2012163,922318
2012153,922048
2011710,922564
2011726,921529
2011626,922328
2011688,921975
2011952,922316
2011933,922339
2011943,423611
2011812,921952
2011857,921557
2009475,922058
2009534,921394
2009504,922403
2009288,921551
2009344,921320
2009706,922008
2009606,921859
2008889,922310
2008881,921832
2008850,922544
2008720,921279
2009186,423689
2009203,922291
2009032,922104
2009014,922567
2009110,921859
2010548,922000
2010596,921323
2010400,921997
2010496,922565
2010824,921560
2010765,921764
2009993,921766
2009833,423689
2010264,922139
2010158,423645
2010225,921496
2007638,922333
2007698,922279
2007886,921995
2007357,922341
2007543,921604
2007455,921992
2008524,922592
2008416,922598
2008669,922598
2008111,922134
2008264,922279
2008175,922545
2006650,921377
2006503,922394
2006454,921740
2006548,921382
2007089,922140
2007183,921614
2006941,922587
2006982,921748
2005747,921394
2005832,423657
2005502,922294
2005470,922582
2005578,922582
2006297,423657
2006394,423662
2006034,922372
2006141,921430
2006433,921608
2005243,921608
2005354,921606
2005283,921388
2004964,921405
2005021,921745
2004691,921745
2004626,423654
2004839,921418
2004832,921405
2004248,921419
2004125,921372
2004532,921426
2004453,921419
2003579,922398
2003381,922398
2003503,922398
2003923,922577
2003817,922398
2002531,922398
2002754,921752
2002681,922373
2002270,921431
2002501,922366
2003088,922498
2003108,922373
2003206,922128
2002871,922497
2002922,921332
2002900,921413
2002851,921412
2002951,922160
2001502,921784
2001695,922213
2001632,922494
2001310,922491
2001262,921413
2001266,921807
2001428,922371
2002104,922278
2002004,922481
2002251,922212
2001830,922276
2001765,922121
2002001,922124
2001786,922533
2001955,922365
2001900,922486
2000529,922478
2000406,922214
2000543,922533
2000587,922368
2000202,921930
2000241,922353
2000246,922533
2000173,922160
2000378,922497
2000369,921783
2000316,922371
2000317,921930
2000300,922217
2000297,921633
2001059,922211
2001057,921814
2001052,921358
2001049,922192
2001030,921577
2001087,921638
2001082,922509
2001064,921335
2001074,921820
2001071,921643
2000976,922510
2000973,922511
2000966,922170
2000968,423668
2001026,921461
2001022,921359
2001016,921820
2000998,921362
2000957,921366
2001199,922510
2001191,921359
2001169,922421
2001183,922691
2001168,922417
2001236,922418
2001229,922174
2001223,922173
2001218,921436
2001219,921657
2001129,922688
2001126,921346
2001115,922669
2001113,922178
2001104,922416
2001159,922668
2001132,922418
2001143,921663
2001173,922685
2000748,922183
2000755,921452
2000798,922670
2000695,921442
2000741,921201
2000736,922674
2000945,921449
2000834,921192
1999524,921192
1999452,921191
1999291,921191
1999434,921189
1999953,921192
1999917,921940
2000109,423734
1999890,921725
1999859,921215
1999850,921203
1998413,922710
1998551,922602
1998099,921458
1998154,921443
1998993,922027
1998994,921445
1998965,921904
1999167,921216
1999211,921732
1999095,921719
1998694,921668
1998771,922030
1997001,921736
1996907,922713
1996937,921260
1997214,921473
1996719,423722
1996746,922617
1997804,922617
1997727,922615
1997330,921736
1997291,921248
1997533,921492
1995604,423722
1995801,921675
1995774,921693
1995206,922038
1995331,921246
1995398,423692
1996311,921489
1996267,921502
1996486,423717
1996485,423718
1996435,921264
1996417,921506
1996473,423718
1996479,423723
1996447,921232
1996000,423641
1995982,922036
1996022,921705
1995948,921717
1996149,921717
1996091,921717
1994375,921717
1994310,921874
1994537,921251
1994522,423693
1994025,922643
1994069,921506
1993958,921506
1993978,921881
1994212,921477
1994123,921234
1994893,921705
1994906,922662
1997953,921477
1995015,921477
1995086,921249
1994662,922631
1994707,921303
1994615,921302
1994860,922075
1993209,921962
1993153,921712
1993393,921484
1993318,921326
1993308,922642
1992941,921845
1992975,921536
1992864,921970
1993060,921538
1993052,921307
1992996,922476
1993030,921959
1993766,921694
1993666,921959
1993876,921966
1993485,921307
1993468,922009
1993499,921850
1993452,922476
1993432,423676
1993411,921534
1993614,922057
1993653,921983
1993651,921318
1993579,922008
1992250,921835
1992199,922334
1992359,922048
1992286,423682
1992302,921541
1991998,921979
1991930,921551
1992102,921974
1992083,922321
1992708,921533
1992843,921529
1992772,921853
1992397,921863
1992594,921951
1991307,921550
1991442,921317
1991089,921525
1991025,921857
1991798,922331
1991729,922330
1991461,922330
1991672,922330
1990412,921519
1990529,921627
1990195,922331
1990132,922331
1990868,922331
1990929,922331
1990563,423617
1990698,921550
1989690,921621
1989473,922282
1989971,921995
1990078,922296
1989769,922301
1989794,922301
1989844,922282
1988568,922565
1988671,423647
1988268,921999
1988417,922279
1989161,922565
1989256,922291
1989199,922009
1989220,423621
1988862,423618
1988958,921859
1988891,922279
1987348,922279
1987375,423618
1987135,922134
1987096,922545
1987217,921620
1987998,423662
1988099,922544
1987720,922394
1987831,922154
1985915,922149
1985785,922135
1986147,922388
1985538,922376
1985394,922376
1985688,922141
1985639,921612
1986746,921772
1986686,921381
1986347,921272
1986199,922377
1986261,922377
1986578,922377
1984128,922377
1984050,921759
1984396,922157
1983720,922392
1983734,922392
1983581,922159
1983796,922147
1983828,921391
1985259,922111
1985172,922103
1984649,921389
1984440,922106
1984498,922105
1984783,922587
1984666,922155
1983339,921423
1983464,921423
1982935,922106
1982778,921798
1982813,921797
1983148,922345
1982324,921745
1982197,922399
1982238,423653
1982689,921405
1982553,922346
1981882,922357
1981739,921405
1982069,922119
1982028,921426
2032414,921991
2032375,423628
2032050,423628
2031728,921202
2031606,922050
2030878,921208
2031376,922005
2031564,921209
2031068,921335
2030443,921335
2030404,922052
2030249,922056
2029928,922056
2029625,921206
2029460,922056
2029312,921770
2028874,921253
2028690,922134
2028638,921252
2028306,921602
2028465,922153
2027967,423632
2028006,922139
2028237,921365
2028158,922134
2027747,922153
2027910,921602
2027670,921355
2027261,921344
2027127,423625
2027380,921358
2027397,921459
2027439,921368
2027268,921258
2027330,921741
2026979,921352
2026909,921350
2026767,921346
2026833,921600
2026532,921359
2026554,921352
2026337,921774
2026439,921775
2026064,921576
2026053,921646
2026237,921263
2025814,921263
2025934,922554
2025601,921793
2025635,921248
2025637,921248
2025318,921248
2025323,922541
2025218,921263
2025264,921440
2025500,921662
2025463,921630
2025410,921460
2025384,921229
2025421,922159
2025112,922571
2025082,922548
2025184,921660
2025151,921353
2024951,921454
2024890,922194
2024881,922196
2025012,922592
2025033,921664
2024791,921788
2024758,921812
2024801,922196
2024685,921246
2024716,922195
2024651,921247
2024487,921247
2024533,922574
2024280,922575
2024301,921293
2024373,922127
2024201,921502
2024224,921934
2024271,922193
2024012,921493
2024083,922213
2023875,921654
2023800,921290
2023974,921468
2023612,921803
2023653,921671
2023766,922579
2023241,921291
2023299,921937
2023176,921289
2023454,922205
2023371,921655
2023432,921655
2022705,921932
2022679,921513
2022580,922503
2022550,921793
2022641,921726
2023013,921905
2022978,921500
2023083,921720
2022942,922169
2022922,921495
2022265,921498
2022175,922166
2022160,921322
2022520,922216
2022407,922032
2021903,921511
2022023,921735
2021705,921328
2021747,921735
2021386,921728
2021655,921904
2021511,921718
2021144,921504
2021299,921819
2021189,921732
2021245,921472
2020783,921926
2020912,921315
2020537,921677
2020451,921313
2020709,921483
2020674,922529
2020065,921922
2020107,921299
2020302,921918
2019371,922194
2019393,921531
2019257,921871
2019211,921488
2019734,423692
2019892,921872
2020011,921480
2019516,922516
2018929,921895
2018883,921914
2018986,423734
2018491,921270
2018545,922184
2018306,423735
2018427,922535
2018719,921962
2018797,921962
2018790,921550
2018636,921549
2018695,921549
2018138,921559
2017961,921891
2017792,922020
2017728,921559
2017812,423723
2017935,921947
2017826,921383
2017878,922686
2017863,921711
2017534,922672
2017554,921833
2017648,921833
2017654,921853
2017193,922692
2017274,921971
2017459,921965
2017508,921829
2017316,921951
2017384,921405
2016700,921838
2016730,921966
2016596,921840
2016622,921558
2016994,921825
2017073,921388
2016881,921623
2016161,921435
2016246,922075
2016122,922137
2016087,423687
2016436,922095
2016460,922040
2016423,921202
2016516,922094
2016523,423653
2016345,922723
2015718,922004
2015721,921371
2015687,922001
2015754,922000
2015599,423662
2015663,921858
2015646,922722
2016001,922067
2015278,423659
2014934,922139
2014953,922114
2015004,921192
2015157,922041
2015193,423654
2014605,921771
2014647,922134
2014803,922046
2014457,423633
2013464,922058
2013434,921573
2013499,921350
2013695,922105
2014145,921573
2014093,921774
2014243,921257
2013774,921368
2013748,922558
2013891,921801
2012806,921351
2012723,921645
2012397,921641
2012430,921251
2012525,922127
2012467,921233
2012507,921233
2013220,921233
2013171,921788
2013329,921455
2013266,423669
2013300,921654
2012944,921654
2012938,922112
2012962,921353
2012873,921506
2012896,921448
2013117,921448
2013093,921812
2013034,922594
2011380,922117
2011407,921801
2011328,921233
2011535,921231
2011471,922195
2011092,921298
2011071,921812
2010956,922578
2011011,423613
2011236,922578
2011106,922503
2011180,922195
2012086,921933
2012119,921819
2012111,921819
2012007,921269
2012046,921451
2012263,921934
2011620,921939
2012287,922581
2012220,922213
2011965,922175
2011724,921466
2011629,922585
2011685,921932
2011950,922582
2011928,921300
2011823,921328
2011852,921498
2009430,922192
2009521,921819
2009315,922171
2009285,921501
2009346,921289
2009585,921687
2008962,921668
2008951,922098
2008777,921329
2009179,423673
2009200,922486
2009101,921687
2010542,921911
2010639,921531
2010896,921491
2010785,921675
2009967,921673
2009837,423673
2010253,921882
2010162,921819
2007740,921819
2007906,922533
2007944,921904
2007384,922532
2007259,921476
2007516,921866
2008494,922023
2008598,423739
2008054,921877
2008336,922533
2008187,922062
2006825,423615
2006822,922514
2006476,921703
2006553,921276
2007096,921883
2007224,921488
2006997,922028
2005795,921704
2005496,922534
2005479,922033
2005564,922033
2006246,921520
2006045,921889
2005981,921379
2006069,921550
2005256,921550
2005352,921552
2005290,921396
2004940,922682
2004689,921698
2004262,922683
2004296,921393
2004181,921401
2004522,921375
2004369,921393
2003616,922510
2003660,922510
2003371,922510
2004025,423726
2003743,922510
2002593,922510
2002782,921844
2002720,922692
2002488,921380
2003178,423714
2003191,922692
2003209,423645
2003002,921388
2001319,423717
2001282,423675
2001482,922672
2002089,922680
2002105,922078
2002048,922036
2001868,922675
2001788,423715
2001947,922677
2001894,423724
2000499,922072
2000627,921949
2000556,423718
2000342,921966
2001185,423626
2000937,922042
2000878,921340
2000858,921189
1999631,921189
1999250,921199
1999428,921198
2000068,921991
1999717,921991
1998495,922060
1998143,423628
1998298,921332
1996991,921598
1996644,921363
1997666,922564
1997852,922562
1997468,921349
1995666,921362
1996324,921744
1996295,921569
1994373,921583
1994308,921757
1994073,921350
1993938,921350
1994198,921773
1994949,922544
1995103,922549
1995032,921443
1994566,921235
1994599,921752
1994736,922122
1994762,921786
1992917,921649
1992853,921817
1993522,921909
1993403,921657
1993631,921941
1993583,921288
1992258,921666
1992152,922502
1992289,922213
1992027,921937
1992149,921501
1992648,921445
1992826,921466
1992742,423672
1992396,921691
1992516,921820
1991222,921474
1991337,921287
1991046,921465
1991177,921685
1991049,922537
1991725,922539
1991852,922539
1991500,922539
1991619,921473
1990449,921477
1990174,922537
1990263,922537
1990845,922537
1990972,922537
1990633,921322
1990664,921474
1989660,921483
1989638,921279
1989466,922492
1989992,921904
1990068,922482
1989774,922478
1989729,922478
1989833,922492
1988512,922174
1988706,921508
1988281,921913
1988396,922533
1989139,922174
1989270,922486
1989204,921727
1989028,921318
1988873,921321
1988784,921687
1988903,922533
1987354,922533
1987561,921321
1987521,921877
1987088,922062
1987230,922098
1987983,921525
1988052,922098
1987718,922514
1987647,921867
1985947,921887
1986107,921876
1986030,921536
1985519,922530
1985361,922530
1985702,921884
1985607,921527
1986752,921710
1986728,921277
1986406,921299
1986546,922529
1986422,922529
1984130,921299
1984060,921672
1984399,921903
1983903,921897
1983781,921871
1984915,423618
1985290,921399
1984522,921896
1984882,922028
1984671,423692
1983310,921390
1983471,921390
1983171,921847
1983026,921698
1982407,921698
1982218,922509
1982277,921516
1982476,921847
1982525,922690
1981820,922685
1981961,423696
1981954,921375
2032415,423639
2031605,921496
2031078,921626
2030572,921563
2030146,921210
2029812,921380
2029711,921186
2029448,921210
2029243,921499
2028695,921386
2028681,921615
2028486,921418
2028506,423642
2028210,921615
2027841,921543
2026612,921352
2024742,921483
2024849,921440
2024439,921207
2023533,921480
2023374,921413
2023403,921211
2021799,921321
2021841,921431
2021685,921194
2021442,921431
2021359,921434
2021648,921459
2021575,921435
2021128,921317
2020833,921365
2020786,921447
2020908,921222
2020496,921223
2020700,921253
2020193,921315
2020085,921253
2020371,921253
2020289,921488
2019303,921533
2019405,921447
2019220,423616
2019484,423617
2019514,921253
2018876,921446
2019096,921519
2018559,921536
2018733,921231
2018160,921298
2016110,921569
2015810,921624
2015419,921383
2014877,921540
2014252,921540
2012722,921422
2012394,921419
2009641,921610
2008958,921322
2008921,921529
2008784,921193
2009181,921433
2009247,423662
2009124,921411
2010580,921455
2010638,921447
2010382,921446
2010494,921488
2010825,921316
2010379,921341
2009979,921339
2009942,921433
2010247,921431
2010237,921254
2010220,921254
2007660,921586
2007954,921459
2007338,921587
2007332,921309
2007583,921317
2008523,921524
2008360,921517
2008558,921517
2008077,921457
2008280,921586
2008199,921602
2006656,921264
2006752,921602
2006483,423632
2006619,921251
2007093,921314
2007184,423616
2006974,423627
2005448,921606
2006256,921270
2005115,921273
2005267,921230
2004998,921232
2004794,921232
2004417,921238
2003558,921607
2004071,921607
2003742,921607
2002534,921607
2002684,921273
2002487,921568
2002430,921245
2003317,921567
2001579,921368
2001636,921498
2000327,921555
1999509,921187
1999555,921187
1999560,921185
1999437,921183
2000089,423639
2000031,921382
1999719,423639
1999835,921626
1998140,921382
1998187,921626
1999082,921384
1998716,921499
1998647,921290
1998795,921511
1996958,921565
1997232,921616
1997135,921286
1996528,921353
1997692,921614
1997828,921389
1997552,423636
1995762,921419
1995492,423636
1996320,423643
1994156,423636
1994603,921200
1993371,921437
1993479,423662
1992206,423640
1992677,921449
1992809,921449
1992788,921413
1992587,921413
1992604,921413
1991093,921309
1991166,921409
1991150,921612
1991808,921612
1991566,921612
1991682,921612
1991607,921313
1990530,921319
1990161,921227
1990131,921404
1990832,921612
1990904,921404
1990565,921214
1990680,423610
1989539,423610
1989644,921253
1989510,423649
1989982,921459
1990026,423658
1990033,423653
1989792,423653
1988553,423649
1988503,921488
1988676,921323
1988235,921456
1988373,921586
1989147,921488
1989311,423662
1989228,921219
1988848,921215
1988960,921411
1988892,921586
1987432,921586
1987374,921215
1987512,921457
1987084,921411
1987962,423609
1988095,921529
1987676,921602
1987862,921464
1985971,921265
1985783,921598
1985995,921596
1985518,423664
1985445,921520
1985673,921463
1985641,423618
1986736,921334
1986695,921268
1986904,921253
1986223,921252
1986284,921253
1986459,921253
1984194,921253
1984028,921337
1983582,921469
1983841,921465
1985089,921259
1985340,921235
1984770,921466
1983330,423616
1983397,921237
1982426,423629
1982687,921232
1981826,921578
1981205,921238
2032416,921188
2030854,921185
2029899,921314
2029609,921500
2029128,921465
2028700,921463
2028018,921319
2028293,921239
2027783,921445
2027915,921506
2027871,921445
2026688,921423
2025834,921475
2025659,423625
2025197,921499
2025412,921199
2024448,921333
2024172,921270
2020757,921305
2020160,921491
2019290,921417
2019808,921400
2019900,921400
2019939,921399
2019442,921491
2018645,921322
2018234,921381
2018026,921436
2018014,921533
2017959,921384
2017807,921322
2017910,921454
2017872,921441
2017107,921251
2017144,921437
2017454,921439
2017497,921248
2017357,921232
2017406,921236
2016682,921341
2016761,921385
2016287,921187
2015773,921245
2015175,921205
2014726,921247
2014916,423632
2014764,921299
2014351,921319
2014262,921445
2014471,423631
2013986,921403
2013803,423631
2013910,423630
2012605,423628
2012782,921493
2012752,423626
2012426,423626
2012366,423608
2012566,921300
2012472,423629
2012500,921422
2013315,921420
2011284,921301
2011330,921280
2011554,921425
2011482,423623
2011514,921491
2010987,423623
2011259,921357
2011142,921343
2011171,921433
2011883,921216
2011953,921283
2009438,921425
2009159,921191
2010839,921191
2010810,921294
2009841,921192
2010346,921431
2008583,921287
2007103,921226
2007049,921294
2006960,921307
2006954,921413
2005743,921409
2006237,921375
2006393,423641
2005130,921229
2004902,921257
2004801,921373
2004291,921256
2004130,921263
2004486,921263
