time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),wind_direction_10m_dominant (°)
2015-03-18,5.7,-2.6,1.4,0.00,0.00,87
2015-03-19,7.4,-1.8,2.1,0.00,0.00,87
2015-03-20,8.8,-3.2,2.4,0.00,0.00,15
2015-03-21,10.2,-3.0,3.0,0.00,0.00,265
2015-03-22,8.7,-3.2,2.5,1.00,0.35,302
2015-03-23,1.2,-5.5,-2.6,0.00,0.00,342
2015-03-24,6.5,-4.4,1.2,0.00,0.00,218
2015-03-25,9.4,-1.3,3.8,0.00,0.00,210
2015-03-26,10.9,-0.8,4.9,0.00,0.00,182
2015-03-27,15.8,0.2,8.1,0.00,0.00,100
2015-03-28,9.8,3.0,6.2,0.00,0.00,107
2015-03-29,3.7,-2.2,-0.1,2.50,4.69,114
2015-03-30,2.8,-0.2,1.1,0.80,3.15,141
2015-03-31,4.1,0.9,2.0,10.50,0.77,147
2015-04-01,7.4,1.9,4.0,6.00,0.00,171
2015-04-02,8.7,-0.6,3.6,1.00,0.00,222
2015-04-03,8.0,-2.3,3.0,0.30,0.00,270
2015-04-04,7.2,-0.3,3.0,3.60,1.19,123
2015-04-05,8.4,-0.8,2.9,0.90,0.00,255
2015-04-06,9.2,-2.3,3.3,0.20,0.00,262
2015-04-07,9.1,-1.3,4.0,0.00,0.00,45
2015-04-08,6.3,2.1,3.9,3.40,0.91,26
2015-04-09,8.9,1.6,4.9,2.00,0.00,326
2015-04-10,13.5,0.4,7.1,0.00,0.00,290
2015-04-11,16.9,1.5,9.6,0.00,0.00,293
2015-04-12,18.9,1.6,11.1,0.00,0.00,142
2015-04-13,14.4,6.2,10.1,0.00,0.00,335
2015-04-14,9.8,3.7,6.8,2.00,0.00,282
2015-04-15,8.5,-0.1,4.2,3.10,0.00,248
2015-04-16,17.8,2.8,9.5,3.60,0.00,244
2015-04-17,13.4,2.8,8.8,0.00,0.00,274
2015-04-18,12.3,4.6,8.7,0.00,0.00,343
2015-04-19,8.9,1.5,5.3,0.50,0.00,317
2015-04-20,4.4,-0.2,2.4,0.30,1.75,353
2015-04-21,8.0,-3.3,2.6,0.80,0.00,330
2015-04-22,9.9,-0.8,4.8,0.60,0.00,330
2015-04-23,13.1,3.5,8.6,0.00,0.00,254
2015-04-24,17.4,8.4,12.9,0.00,0.00,269
2015-04-25,17.7,7.8,12.7,0.00,0.00,293
2015-04-26,20.1,6.5,13.1,0.40,0.00,184
2015-04-27,21.3,8.9,15.0,0.30,0.00,205
2015-04-28,22.0,8.2,15.8,0.00,0.00,184
2015-04-29,20.4,9.4,15.3,1.10,0.00,167
2015-04-30,19.4,10.1,14.2,6.90,0.00,14
2015-05-01,17.7,10.2,13.8,0.70,0.00,298
2015-05-02,19.6,8.0,14.3,0.90,0.00,178
2015-05-03,15.1,10.6,12.9,10.00,0.00,211
2015-05-04,14.9,6.8,11.0,4.40,0.00,339
2015-05-05,15.9,3.7,10.7,0.00,0.00,18
2015-05-06,16.7,5.2,11.5,0.00,0.00,25
2015-05-07,17.8,4.1,12.0,0.00,0.00,78
2015-05-08,12.6,9.4,11.0,7.00,0.00,67
2015-05-09,18.4,8.9,13.3,0.40,0.00,4
2015-05-10,20.5,5.7,13.7,0.00,0.00,10
2015-05-11,21.2,8.1,14.9,0.00,0.00,23
2015-05-12,20.8,8.8,15.5,0.00,0.00,355
2015-05-13,21.9,9.7,16.3,0.00,0.00,217
2015-05-14,18.4,11.2,14.9,1.40,0.00,326
2015-05-15,14.2,9.8,12.1,14.30,0.00,226
2015-05-16,13.3,8.2,10.6,0.10,0.00,280
2015-05-17,15.1,6.4,11.0,0.00,0.00,287
2015-05-18,14.7,8.2,11.4,0.00,0.00,282
2015-05-19,17.0,6.9,12.3,0.00,0.00,287
2015-05-20,22.7,6.3,15.9,0.00,0.00,122
2015-05-21,25.0,12.1,18.8,0.00,0.00,139
2015-05-22,25.9,10.7,19.3,0.00,0.00,150
2015-05-23,26.6,11.7,20.0,0.00,0.00,169
2015-05-24,26.5,13.0,20.6,0.00,0.00,168
2015-05-25,27.7,12.1,21.0,0.00,0.00,77
2015-05-26,27.8,15.8,22.3,0.00,0.00,114
2015-05-27,26.4,16.2,21.0,4.60,0.00,145
2015-05-28,25.5,14.4,20.6,4.10,0.00,32
2015-05-29,22.5,16.2,18.6,30.00,0.00,5
2015-05-30,16.3,13.8,15.0,4.70,0.00,229
2015-05-31,19.5,13.9,16.0,0.00,0.00,289
2015-06-01,21.5,13.1,17.4,0.10,0.00,336
2015-06-02,22.1,11.5,17.7,0.00,0.00,330
2015-06-03,25.3,11.9,19.6,0.00,0.00,243
2015-06-04,27.6,14.8,21.1,2.90,0.00,274
2015-06-05,20.7,13.4,17.2,0.00,0.00,3
2015-06-06,22.2,9.3,16.8,0.00,0.00,2
2015-06-07,25.4,10.1,19.1,0.00,0.00,259
2015-06-08,27.4,14.1,21.6,0.00,0.00,235
2015-06-09,26.7,15.4,21.8,0.00,0.00,18
2015-06-10,24.3,15.9,20.2,0.00,0.00,35
2015-06-11,23.4,12.4,18.9,0.00,0.00,22
2015-06-12,23.5,12.7,19.3,0.00,0.00,340
2015-06-13,25.9,11.9,20.5,0.00,0.00,182
2015-06-14,28.8,14.3,22.5,0.00,0.00,196
2015-06-15,29.5,18.2,24.1,0.00,0.00,209
2015-06-16,29.2,16.3,22.2,8.40,0.00,252
2015-06-17,19.8,13.5,17.7,11.20,0.00,13
2015-06-18,19.9,13.0,16.2,0.20,0.00,31
2015-06-19,21.9,13.7,17.5,13.00,0.00,38
2015-06-20,21.9,15.8,18.8,8.90,0.00,10
2015-06-21,22.9,15.6,19.1,0.80,0.00,330
2015-06-22,24.3,15.6,19.9,10.90,0.00,328
2015-06-23,23.8,13.2,18.9,0.00,0.00,352
2015-06-24,25.7,14.9,21.0,0.10,0.00,26
2015-06-25,25.4,17.1,21.8,0.00,0.00,12
2015-06-26,24.8,17.5,21.0,27.90,0.00,31
2015-06-27,24.2,16.5,20.1,15.10,0.00,16
2015-06-28,20.1,15.7,17.6,10.20,0.00,8
2015-06-29,18.3,14.4,16.2,8.30,0.00,17
2015-06-30,20.8,15.1,17.9,0.00,0.00,15
2015-07-01,23.3,13.0,18.9,0.00,0.00,311
2015-07-02,23.1,13.0,18.9,0.10,0.00,328
2015-07-03,23.2,15.3,19.6,0.10,0.00,17
2015-07-04,25.1,12.4,19.7,0.00,0.00,5
2015-07-05,27.4,14.8,22.1,0.00,0.00,279
2015-07-06,27.5,17.6,22.9,0.70,0.00,317
2015-07-07,27.5,16.2,22.2,2.20,0.00,232
2015-07-08,27.1,13.6,21.8,0.00,0.00,224
2015-07-09,31.3,20.4,25.6,0.20,0.00,192
2015-07-10,24.5,17.7,21.3,0.90,0.00,299
2015-07-11,17.5,12.6,14.8,6.20,0.00,281
2015-07-12,19.6,11.1,15.3,5.20,0.00,278
2015-07-13,21.6,12.9,17.1,5.20,0.00,264
2015-07-14,20.8,15.0,17.1,7.80,0.00,234
2015-07-15,20.8,13.3,16.9,10.50,0.00,258
2015-07-16,21.3,12.9,16.6,4.40,0.00,298
2015-07-17,20.8,12.5,17.1,0.00,0.00,283
2015-07-18,20.1,14.5,16.9,3.40,0.00,327
2015-07-19,23.8,10.7,18.5,0.00,0.00,231
2015-07-20,28.3,17.6,21.8,15.70,0.00,221
2015-07-21,19.7,14.9,17.8,0.00,0.00,300
2015-07-22,24.2,11.9,18.7,0.00,0.00,251
2015-07-23,24.3,17.3,21.2,0.00,0.00,300
2015-07-24,28.7,16.0,22.7,0.00,0.00,199
2015-07-25,30.2,17.8,24.9,0.00,0.00,89
2015-07-26,32.8,20.9,26.8,0.00,0.00,111
2015-07-27,30.1,22.1,25.1,1.90,0.00,162
2015-07-28,24.4,18.3,21.6,9.70,0.00,308
2015-07-29,24.9,14.6,20.4,0.00,0.00,259
2015-07-30,24.1,18.7,20.9,20.60,0.00,196
2015-07-31,24.5,17.1,20.8,0.70,0.00,321
2015-08-01,22.8,14.6,18.8,2.00,0.00,332
2015-08-02,23.8,11.9,18.6,0.00,0.00,343
2015-08-03,25.4,13.1,19.9,0.00,0.00,90
2015-08-04,26.7,13.5,21.0,0.00,0.00,69
2015-08-05,28.3,15.0,22.5,0.00,0.00,28
2015-08-06,25.5,16.7,21.0,0.00,0.00,41
2015-08-07,25.6,13.3,20.2,0.00,0.00,67
2015-08-08,27.7,15.1,22.0,0.00,0.00,254
2015-08-09,30.0,16.1,23.9,0.00,0.00,283
2015-08-10,30.7,19.1,25.6,0.00,0.00,358
2015-08-11,31.7,19.0,25.7,0.00,0.00,54
2015-08-12,30.4,21.2,25.6,0.00,0.00,83
2015-08-13,30.4,19.0,24.6,0.00,0.00,107
2015-08-14,29.2,19.6,24.2,0.30,0.00,36
2015-08-15,26.4,19.2,22.3,0.00,0.00,57
2015-08-16,25.0,17.1,21.0,0.00,0.00,28
2015-08-17,19.6,12.4,16.7,0.00,0.00,32
2015-08-18,17.7,13.4,15.5,0.20,0.00,36
2015-08-19,17.6,9.8,14.1,0.00,0.00,33
2015-08-20,18.6,9.7,15.1,0.00,0.00,21
2015-08-21,22.0,12.9,17.6,0.00,0.00,61
2015-08-22,24.7,12.5,18.7,0.00,0.00,69
2015-08-23,26.4,13.3,20.2,0.00,0.00,48
2015-08-24,24.3,14.9,19.6,0.00,0.00,64
2015-08-25,22.7,10.2,17.1,0.00,0.00,104
2015-08-26,25.2,9.5,18.2,0.00,0.00,200
2015-08-27,24.1,15.3,19.7,0.00,0.00,306
2015-08-28,25.3,11.5,19.5,0.00,0.00,291
2015-08-29,28.8,17.9,22.5,0.50,0.00,264
2015-08-30,23.2,14.0,18.6,0.00,0.00,314
2015-08-31,24.1,13.4,18.8,0.00,0.00,313
2015-09-01,26.6,13.6,20.4,0.00,0.00,121
2015-09-02,32.2,18.2,24.5,0.00,0.00,188
2015-09-03,31.1,18.8,24.4,0.00,0.00,278
2015-09-04,25.7,17.3,21.6,0.00,0.00,307
2015-09-05,22.6,16.7,20.1,8.60,0.00,274
2015-09-06,24.3,14.8,18.7,31.20,0.00,158
2015-09-07,18.3,13.7,15.7,0.10,0.00,253
2015-09-08,16.0,10.9,13.4,0.40,0.00,240
2015-09-09,16.8,7.4,12.4,2.40,0.00,253
2015-09-10,17.3,7.0,12.7,0.00,0.00,353
2015-09-11,16.6,8.7,12.8,0.00,0.00,48
2015-09-12,17.9,8.7,13.6,0.00,0.00,73
2015-09-13,17.5,10.3,13.8,0.00,0.00,85
2015-09-14,16.3,11.2,13.9,0.00,0.00,94
2015-09-15,19.3,8.5,13.8,0.00,0.00,55
2015-09-16,21.3,8.2,15.3,0.00,0.00,134
2015-09-17,23.0,11.9,17.6,0.00,0.00,168
2015-09-18,24.8,13.6,18.9,0.00,0.00,179
2015-09-19,27.0,15.2,20.5,0.00,0.00,197
2015-09-20,25.9,12.7,19.3,0.00,0.00,146
2015-09-21,25.6,12.2,19.0,0.00,0.00,152
2015-09-22,23.3,13.3,18.0,0.00,0.00,7
2015-09-23,27.9,14.3,20.7,0.00,0.00,86
2015-09-24,28.1,15.7,21.6,0.00,0.00,107
2015-09-25,25.3,15.9,20.3,0.00,0.00,120
2015-09-26,25.8,15.0,19.9,0.00,0.00,139
2015-09-27,26.2,14.4,19.7,0.00,0.00,158
2015-09-28,17.0,11.9,14.8,0.60,0.00,335
2015-09-29,11.8,10.0,11.0,3.90,0.00,21
2015-09-30,13.5,9.1,11.0,3.00,0.00,36
2015-10-01,14.0,6.2,9.9,0.00,0.00,357
2015-10-02,16.8,6.1,11.1,0.00,0.00,269
2015-10-03,17.8,8.4,12.6,0.00,0.00,282
2015-10-04,18.9,6.5,12.4,0.00,0.00,148
2015-10-05,20.9,8.9,14.4,0.00,0.00,206
2015-10-06,19.7,9.1,13.8,0.60,0.00,328
2015-10-07,9.4,2.2,6.4,0.00,0.00,22
2015-10-08,6.2,0.5,3.2,0.00,0.00,323
2015-10-09,5.0,0.9,2.9,0.00,0.00,306
2015-10-10,5.7,0.7,3.3,0.00,0.00,302
2015-10-11,6.0,1.3,3.5,0.00,0.00,336
2015-10-12,8.5,-1.5,3.2,0.00,0.00,53
2015-10-13,9.0,-1.7,3.8,0.00,0.00,77
2015-10-14,8.6,1.1,4.5,0.00,0.00,89
2015-10-15,9.1,-2.6,3.0,0.00,0.00,46
2015-10-16,9.6,-1.8,3.5,0.00,0.00,89
2015-10-17,10.6,-1.1,4.0,0.00,0.00,156
2015-10-18,11.4,0.9,5.6,0.00,0.00,181
2015-10-19,13.1,2.3,8.0,0.00,0.00,292
2015-10-20,9.1,3.0,6.9,0.00,0.00,89
2015-10-21,4.3,-0.1,2.5,0.10,0.00,116
2015-10-22,3.9,2.2,2.9,0.60,0.42,127
2015-10-23,8.2,1.9,4.6,0.00,0.00,227
2015-10-24,7.5,4.6,6.0,0.10,0.00,179
2015-10-25,9.3,4.5,6.7,1.00,0.00,266
2015-10-26,8.1,4.9,6.1,3.50,0.00,255
2015-10-27,7.6,5.0,6.5,3.20,0.00,307
2015-10-28,6.0,-0.7,3.2,0.00,0.00,313
2015-10-29,3.7,-3.9,-0.7,0.00,0.00,357
2015-10-30,4.6,-3.1,-0.4,0.00,0.00,317
2015-10-31,3.1,-3.9,-1.3,0.00,0.00,14
2015-11-01,6.1,-3.6,0.9,0.00,0.00,254
2015-11-02,7.6,1.0,4.4,0.00,0.00,278
2015-11-03,8.1,5.3,6.5,0.00,0.00,305
2015-11-04,7.7,2.3,5.3,0.00,0.00,261
2015-11-05,6.6,3.3,4.9,0.00,0.00,340
2015-11-06,6.8,0.0,2.8,0.00,0.00,47
2015-11-07,5.8,-2.2,0.9,0.00,0.00,125
2015-11-08,5.3,-3.6,0.5,0.20,0.00,173
2015-11-09,5.6,1.3,3.1,1.70,0.00,159
2015-11-10,7.7,4.0,6.2,7.80,0.00,247
2015-11-11,8.8,5.7,6.7,2.00,0.00,302
2015-11-12,8.0,4.7,6.2,5.00,0.00,298
2015-11-13,5.8,1.7,4.5,16.30,0.21,319
2015-11-14,6.2,3.6,4.9,7.20,0.00,197
2015-11-15,4.9,3.0,3.9,5.40,0.00,279
2015-11-16,4.2,-1.0,2.1,0.80,0.00,320
2015-11-17,1.5,-1.6,-0.1,0.00,0.00,301
2015-11-18,3.4,0.0,1.3,1.10,0.70,171
2015-11-19,8.2,3.7,6.1,3.30,0.00,208
2015-11-20,9.3,5.8,7.1,10.00,0.00,230
2015-11-21,7.4,4.3,5.4,6.60,0.00,200
2015-11-22,13.2,5.6,9.3,10.40,0.00,190
2015-11-23,7.5,3.4,4.7,0.30,0.00,272
2015-11-24,5.2,2.1,3.4,1.00,0.14,226
2015-11-25,2.0,-0.0,1.0,0.10,0.00,23
2015-11-26,1.2,-2.0,-0.3,0.00,0.00,32
2015-11-27,-1.0,-5.8,-3.1,0.00,0.00,70
2015-11-28,0.4,-6.1,-3.8,0.00,0.00,119
2015-11-29,-0.0,-3.7,-1.4,3.00,0.14,119
2015-11-30,0.9,-1.3,-0.1,1.30,7.42,230
2015-12-01,1.6,-1.3,0.6,0.60,2.38,237
2015-12-02,0.7,-1.3,-0.4,0.00,1.26,340
2015-12-03,0.7,-0.3,0.2,0.20,0.49,341
2015-12-04,-0.3,-2.5,-1.2,0.00,0.00,231
2015-12-05,3.2,-2.0,0.9,0.00,0.00,246
2015-12-06,6.4,2.6,4.4,0.60,0.00,260
2015-12-07,8.0,2.9,5.4,0.00,0.00,276
2015-12-08,5.3,-0.3,3.1,0.00,0.00,305
2015-12-09,0.7,-4.2,-2.0,0.00,0.00,265
2015-12-10,-0.9,-3.6,-2.3,0.00,0.00,236
2015-12-11,0.4,-2.1,-0.9,0.00,0.21,222
2015-12-12,0.4,-3.8,-1.7,0.00,1.54,208
2015-12-13,1.8,-0.2,0.8,0.00,0.00,254
2015-12-14,1.2,0.1,0.5,0.50,6.58,228
2015-12-15,-0.1,-2.3,-1.3,0.00,0.07,316
2015-12-16,-1.9,-4.0,-2.7,0.00,0.00,289
2015-12-17,-1.3,-4.6,-2.7,0.00,0.00,275
2015-12-18,0.6,-1.8,-0.4,0.10,0.35,226
2015-12-19,4.8,0.4,2.4,0.00,0.00,251
2015-12-20,6.5,4.9,5.8,0.60,0.00,276
2015-12-21,7.2,3.0,5.9,0.00,0.00,259
2015-12-22,6.3,2.3,4.3,6.40,0.00,264
2015-12-23,8.7,4.9,6.0,0.10,0.00,271
2015-12-24,9.6,4.4,7.5,0.00,0.00,294
2015-12-25,3.7,-1.2,1.2,0.00,0.00,274
2015-12-26,4.5,1.4,3.4,3.00,0.00,267
2015-12-27,5.4,-3.7,0.8,5.00,0.00,308
2015-12-28,-3.1,-6.1,-3.7,0.00,2.45,26
2015-12-29,-5.0,-8.2,-7.1,0.00,0.00,12
2015-12-30,-6.1,-8.4,-7.1,0.00,0.00,22
2015-12-31,-4.6,-8.8,-6.7,0.00,0.56,26
2016-01-01,-9.3,-12.9,-11.0,0.00,0.00,51
2016-01-02,-10.3,-13.6,-11.8,0.00,0.14,54
2016-01-03,-13.8,-19.0,-15.7,0.00,0.00,314
2016-01-04,-15.8,-20.4,-18.4,0.00,0.07,256
2016-01-05,-12.9,-20.1,-16.4,0.00,0.00,129
2016-01-06,-9.3,-13.9,-11.1,0.00,0.70,149
2016-01-07,-5.1,-11.8,-8.3,0.00,0.28,102
2016-01-08,-3.5,-5.5,-4.1,0.00,17.15,49
2016-01-09,-5.7,-11.0,-8.0,0.00,4.13,322
2016-01-10,-7.3,-15.8,-10.2,0.00,0.00,321
2016-01-11,-5.3,-16.0,-11.3,0.00,0.00,102
2016-01-12,4.6,-5.1,-0.4,8.70,0.14,156
2016-01-13,1.9,-5.9,-0.9,0.10,0.21,250
2016-01-14,-0.1,-6.2,-3.1,0.00,0.28,235
2016-01-15,-3.3,-8.4,-5.8,0.00,0.00,217
2016-01-16,0.5,-8.5,-3.5,0.00,4.20,154
2016-01-17,-1.8,-9.0,-6.2,0.00,0.14,329
2016-01-18,-7.1,-9.6,-8.7,0.00,12.46,25
2016-01-19,-6.7,-7.4,-7.0,0.00,5.81,352
2016-01-20,-6.5,-11.6,-8.3,0.00,1.26,303
2016-01-21,-8.1,-12.5,-10.8,0.00,1.12,181
2016-01-22,-11.7,-14.6,-13.4,0.00,0.00,284
2016-01-23,-10.8,-13.9,-12.3,0.00,0.00,283
2016-01-24,-12.9,-16.0,-14.5,0.00,0.00,307
2016-01-25,-13.8,-17.6,-15.7,0.00,0.35,192
2016-01-26,-10.0,-14.9,-12.2,0.00,0.00,187
2016-01-27,-0.5,-10.0,-5.1,0.00,2.59,221
2016-01-28,3.0,-0.3,1.3,2.50,0.07,252
2016-01-29,3.4,-0.2,1.2,0.20,0.00,285
2016-01-30,1.3,-3.4,-0.4,0.00,0.00,246
2016-01-31,2.2,-0.9,0.7,2.10,0.00,207
2016-02-01,1.7,-2.5,-0.3,0.10,0.00,255
2016-02-02,3.0,-3.1,-0.3,0.40,1.19,225
2016-02-03,4.6,1.7,3.0,2.60,0.00,246
2016-02-04,1.6,-2.5,-0.0,0.10,0.28,251
2016-02-05,0.4,-5.9,-2.1,0.00,0.00,272
2016-02-06,0.5,-7.0,-2.4,0.00,0.00,287
2016-02-07,-0.6,-8.4,-5.2,0.00,0.00,224
2016-02-08,-1.3,-8.6,-5.1,0.00,0.00,192
2016-02-09,0.4,-7.3,-3.1,0.00,0.00,182
2016-02-10,2.1,-1.0,0.5,0.00,0.00,164
2016-02-11,1.8,-2.3,-0.1,0.40,2.24,140
2016-02-12,1.1,-2.6,-0.4,0.50,1.96,181
2016-02-13,1.0,-2.1,-0.1,0.30,0.28,124
2016-02-14,5.0,0.1,2.7,5.90,0.70,141
2016-02-15,4.9,1.4,3.1,0.00,0.00,171
2016-02-16,8.0,2.6,5.8,0.90,0.00,234
2016-02-17,2.4,-4.0,-0.1,0.00,0.00,329
2016-02-18,1.9,-6.1,-2.9,0.00,0.00,20
2016-02-19,0.4,-5.6,-2.9,0.00,0.00,96
2016-02-20,0.5,-6.1,-3.2,0.00,0.00,114
2016-02-21,1.2,-5.3,-2.6,0.00,0.00,193
2016-02-22,6.2,-2.5,1.2,4.80,1.26,201
2016-02-23,10.8,3.7,6.9,2.30,0.00,207
2016-02-24,6.6,3.6,5.0,3.60,0.00,146
2016-02-25,4.8,-0.3,1.6,1.90,0.63,291
2016-02-26,5.6,-3.1,1.3,0.30,0.21,186
2016-02-27,4.2,0.0,1.5,0.30,4.13,270
2016-02-28,4.8,-5.0,0.2,0.00,0.00,116
2016-02-29,6.1,-0.5,3.0,0.40,0.00,176
2016-03-01,7.8,2.1,4.8,3.20,0.00,127
2016-03-02,10.4,4.6,7.3,1.30,0.00,189
2016-03-03,6.8,2.4,4.8,0.20,0.00,18
2016-03-04,6.4,3.2,5.0,7.60,0.00,81
2016-03-05,6.2,1.9,3.5,0.00,0.00,225
2016-03-06,5.1,0.6,2.5,0.00,0.00,206
2016-03-07,8.4,1.1,4.3,0.00,0.00,142
2016-03-08,10.9,2.5,6.4,0.00,0.00,134
2016-03-09,11.8,3.0,6.9,0.00,0.00,126
2016-03-10,11.2,0.6,5.7,0.00,0.00,85
2016-03-11,10.7,-0.3,4.7,0.00,0.00,69
2016-03-12,9.2,-2.5,3.8,0.00,0.00,96
2016-03-13,4.3,0.3,2.9,6.60,2.17,342
2016-03-14,2.9,-1.3,0.6,0.00,0.70,20
2016-03-15,3.8,-2.4,0.2,0.00,0.00,24
2016-03-16,5.7,-4.1,0.9,0.00,0.00,313
2016-03-17,5.0,1.6,3.2,0.00,0.00,301
2016-03-18,7.2,1.5,4.3,2.00,0.07,281
2016-03-19,0.1,-5.5,-2.6,0.00,0.63,326
2016-03-20,1.3,-6.0,-3.2,0.00,1.82,260
2016-03-21,2.2,-7.0,-2.3,0.00,1.47,205
2016-03-22,7.2,-1.8,2.1,0.30,0.00,216
2016-03-23,5.6,-0.0,2.5,0.10,0.14,279
2016-03-24,2.5,0.0,1.1,6.10,3.15,59
2016-03-25,2.9,-0.1,1.2,0.20,0.07,352
2016-03-26,5.0,-1.0,1.6,0.00,0.00,348
2016-03-27,4.5,-0.8,1.7,0.50,0.00,12
2016-03-28,5.9,-0.5,2.1,1.70,2.38,45
2016-03-29,6.6,-1.1,2.1,0.50,1.19,179
2016-03-30,11.5,-2.3,4.0,0.50,0.00,184
2016-03-31,9.6,-0.2,5.3,3.90,0.00,206
2016-04-01,10.9,4.4,8.0,7.40,0.00,202
2016-04-02,6.4,0.8,3.8,2.50,1.47,315
2016-04-03,9.9,1.0,5.1,0.00,0.00,312
2016-04-04,13.6,1.9,7.2,0.00,0.00,284
2016-04-05,13.1,-1.0,6.9,0.00,0.00,56
2016-04-06,15.9,1.4,8.7,0.00,0.00,159
2016-04-07,19.2,5.7,12.1,0.50,0.00,222
2016-04-08,20.5,6.7,13.2,0.00,0.00,79
