time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),snowfall_sum (cm),wind_direction_10m_dominant (°)
2015-02-23,8.8,2.6,5.5,1.70,0.00,115
2015-02-24,12.8,5.4,8.2,1.40,0.00,98
2015-02-25,9.8,2.8,5.9,1.30,0.00,14
2015-02-26,9.2,3.8,6.0,2.10,0.00,2
2015-02-27,8.3,4.3,5.9,0.00,0.00,154
2015-02-28,9.0,-0.2,4.9,3.50,0.00,346
2015-03-01,7.7,0.9,4.7,1.70,0.00,157
2015-03-02,7.1,4.5,5.9,6.50,0.00,182
2015-03-03,6.3,-0.6,3.8,3.50,0.00,309
2015-03-04,8.1,-3.5,1.6,2.30,0.00,190
2015-03-05,7.4,-5.0,0.8,0.00,0.00,7
2015-03-06,7.3,-1.4,2.3,0.00,0.00,7
2015-03-07,8.6,-4.2,1.3,0.00,0.00,356
2015-03-08,8.1,-2.7,2.2,0.00,0.00,83
2015-03-09,9.9,-2.3,3.2,0.00,0.00,71
2015-03-10,11.9,-3.0,3.9,0.00,0.00,341
2015-03-11,13.1,-1.0,5.3,0.00,0.00,4
2015-03-12,8.2,4.5,5.9,3.90,0.00,352
2015-03-13,9.5,3.5,6.0,0.20,0.00,359
2015-03-14,8.2,1.9,4.6,0.60,0.00,22
2015-03-15,12.4,-1.3,6.1,0.00,0.00,48
2015-03-16,14.0,2.3,7.9,0.00,0.00,77
2015-03-17,13.8,-1.1,6.4,0.00,0.00,58
2015-03-18,9.5,-2.8,3.8,0.00,0.00,54
2015-03-19,9.5,-2.5,3.2,0.10,0.00,27
2015-03-20,10.0,-3.1,3.5,0.00,0.00,332
2015-03-21,11.0,-2.3,4.8,0.00,0.00,166
2015-03-22,10.2,-1.2,4.3,0.00,0.00,23
2015-03-23,9.7,-3.2,3.9,0.00,0.00,357
2015-03-24,13.4,-1.5,6.0,0.00,0.00,136
2015-03-25,17.1,3.4,9.7,0.00,0.00,109
2015-03-26,18.2,7.7,12.4,0.00,0.00,124
2015-03-27,20.9,4.3,12.7,0.60,0.00,17
2015-03-28,10.9,5.4,7.3,3.60,0.00,353
2015-03-29,12.2,4.5,7.8,0.00,0.00,331
2015-03-30,11.4,6.1,7.6,11.70,0.00,191
2015-03-31,8.9,1.0,4.4,5.50,0.00,206
2015-04-01,8.5,1.3,4.6,2.10,0.00,251
2015-04-02,7.9,-0.6,3.2,8.00,0.21,230
2015-04-03,7.9,0.6,3.5,1.60,0.14,319
2015-04-04,8.0,-0.6,3.4,0.30,0.00,308
2015-04-05,9.2,-2.8,3.1,0.00,0.00,7
2015-04-06,9.4,-0.8,4.1,0.80,0.00,16
2015-04-07,9.5,1.7,5.5,0.00,0.00,3
2015-04-08,11.3,1.7,6.3,0.60,0.00,342
2015-04-09,13.1,4.3,8.2,0.00,0.00,360
2015-04-10,16.3,-0.3,8.1,0.00,0.00,141
2015-04-11,18.5,2.0,10.5,0.00,0.00,123
2015-04-12,19.5,2.9,11.9,0.00,0.00,5
2015-04-13,19.9,4.4,12.0,0.50,0.00,323
2015-04-14,11.9,4.4,8.8,0.00,0.00,331
2015-04-15,19.4,5.0,11.5,0.00,0.00,183
2015-04-16,23.8,5.3,14.1,0.00,0.00,195
2015-04-17,17.0,7.0,12.1,2.30,0.00,1
2015-04-18,10.3,4.4,8.1,1.10,0.00,348
2015-04-19,10.9,2.9,6.6,0.10,0.00,323
2015-04-20,11.5,5.6,8.1,0.70,0.00,320
2015-04-21,11.8,1.7,7.4,0.00,0.00,334
2015-04-22,14.5,1.0,8.4,0.00,0.00,5
2015-04-23,18.7,2.1,10.5,0.00,0.00,173
2015-04-24,21.1,4.5,13.6,0.00,0.00,168
2015-04-25,21.8,7.3,15.7,0.00,0.00,205
2015-04-26,21.0,7.8,15.3,0.00,0.00,172
2015-04-27,22.5,9.2,16.4,0.00,0.00,153
2015-04-28,20.1,11.3,16.4,0.00,0.00,140
2015-04-29,13.6,6.9,10.4,0.10,0.00,358
2015-04-30,16.9,3.9,11.0,0.00,0.00,36
2015-05-01,18.8,6.8,13.2,3.20,0.00,180
2015-05-02,13.8,9.6,12.0,10.50,0.00,144
2015-05-03,18.0,4.6,12.2,0.00,0.00,346
2015-05-04,14.6,9.0,12.0,1.10,0.00,110
2015-05-05,23.1,10.9,16.9,0.50,0.00,112
2015-05-06,27.2,15.4,20.8,0.50,0.00,120
2015-05-07,20.4,14.1,17.0,2.70,0.00,344
2015-05-08,19.9,8.6,14.7,0.00,0.00,352
2015-05-09,17.5,7.3,13.5,1.60,0.00,352
2015-05-10,19.9,7.3,13.6,2.10,0.00,348
2015-05-11,15.9,9.8,12.7,0.00,0.00,358
2015-05-12,20.5,4.7,13.5,0.00,0.00,146
2015-05-13,20.4,9.9,15.6,0.00,0.00,123
2015-05-14,16.9,10.7,14.2,5.50,0.00,349
2015-05-15,18.1,5.1,12.3,0.00,0.00,348
2015-05-16,20.8,7.5,14.8,0.00,0.00,321
2015-05-17,19.2,10.1,15.1,0.00,0.00,12
2015-05-18,19.9,6.7,14.5,0.00,0.00,35
2015-05-19,25.7,8.6,18.1,0.00,0.00,126
2015-05-20,26.1,14.0,20.1,1.30,0.00,131
2015-05-21,23.0,14.8,18.3,11.30,0.00,20
2015-05-22,16.8,13.3,15.2,5.80,0.00,355
2015-05-23,25.5,11.6,17.0,5.80,0.00,5
2015-05-24,22.9,11.4,16.8,0.00,0.00,1
2015-05-25,24.6,13.7,18.5,10.50,0.00,7
2015-05-26,19.7,14.7,17.0,1.20,0.00,253
2015-05-27,15.1,8.7,10.8,13.30,0.00,341
2015-05-28,15.5,9.8,12.3,0.00,0.00,338
2015-05-29,18.6,5.5,12.8,0.00,0.00,316
2015-05-30,22.6,8.3,16.3,0.00,0.00,170
2015-05-31,22.9,11.3,17.7,0.30,0.00,49
2015-06-01,25.1,11.1,19.2,0.00,0.00,160
2015-06-02,26.7,13.6,21.1,0.00,0.00,168
2015-06-03,27.3,14.7,22.1,0.00,0.00,175
2015-06-04,25.2,15.2,21.0,0.20,0.00,18
2015-06-05,25.1,12.5,19.3,0.00,0.00,27
2015-06-06,27.5,10.9,20.5,0.00,0.00,103
2015-06-07,29.3,14.0,22.7,0.00,0.00,112
2015-06-08,29.2,14.8,22.8,2.00,0.00,15
2015-06-09,28.2,15.8,22.6,0.20,0.00,27
2015-06-10,28.1,16.9,22.4,0.40,0.00,11
2015-06-11,26.8,15.9,22.1,0.00,0.00,10
2015-06-12,28.7,15.2,23.1,0.00,0.00,98
2015-06-13,29.7,18.7,24.0,3.80,0.00,157
2015-06-14,29.9,19.1,23.9,1.90,0.00,152
2015-06-15,26.8,17.3,22.4,4.10,0.00,154
2015-06-16,20.4,16.2,18.3,5.30,0.00,3
2015-06-17,20.3,13.1,16.8,0.00,0.00,9
2015-06-18,21.7,14.3,18.1,0.00,0.00,7
2015-06-19,22.4,11.9,17.1,1.50,0.00,345
2015-06-20,19.2,13.3,15.7,1.20,0.00,356
2015-06-21,20.4,8.8,15.0,0.50,0.00,345
2015-06-22,21.6,9.4,16.3,0.00,0.00,238
2015-06-23,22.0,13.9,17.6,0.40,0.00,177
2015-06-24,18.5,13.6,16.3,3.10,0.00,354
2015-06-25,18.0,12.9,15.1,3.50,0.00,349
2015-06-26,22.7,15.1,18.4,0.00,0.00,1
2015-06-27,24.0,10.7,18.2,0.00,0.00,344
2015-06-28,23.1,15.8,19.5,0.00,0.00,5
2015-06-29,24.3,12.9,18.7,2.00,0.00,343
2015-06-30,24.2,14.9,19.3,0.60,0.00,355
2015-07-01,25.7,13.3,20.3,0.00,0.00,2
2015-07-02,26.0,14.2,20.9,0.00,0.00,21
2015-07-03,27.0,13.6,21.2,0.00,0.00,39
2015-07-04,30.0,14.0,23.0,0.00,0.00,31
2015-07-05,31.1,15.4,24.4,0.00,0.00,48
2015-07-06,33.8,17.0,26.1,0.00,0.00,97
2015-07-07,32.5,20.8,26.9,0.00,0.00,25
2015-07-08,34.6,23.0,28.6,0.70,0.00,180
2015-07-09,24.8,17.6,21.2,1.00,0.00,326
2015-07-10,21.7,14.1,17.8,0.00,0.00,333
2015-07-11,23.1,10.5,17.5,0.00,0.00,322
2015-07-12,26.6,11.6,20.0,0.00,0.00,8
2015-07-13,22.7,17.6,19.3,1.00,0.00,35
2015-07-14,24.7,15.4,19.9,0.00,0.00,294
2015-07-15,24.4,16.2,20.4,1.20,0.00,345
2015-07-16,27.6,13.6,21.6,0.20,0.00,348
2015-07-17,31.8,16.9,24.3,1.90,0.00,194
2015-07-18,33.7,17.1,26.2,0.00,0.00,159
2015-07-19,32.9,20.0,27.3,2.40,0.00,174
2015-07-20,28.1,21.3,25.0,0.00,0.00,5
2015-07-21,30.7,15.8,24.4,0.00,0.00,308
2015-07-22,32.5,20.1,26.9,0.00,0.00,144
2015-07-23,35.2,22.1,28.6,0.50,0.00,138
2015-07-24,32.1,22.2,26.7,1.80,0.00,18
2015-07-25,34.3,20.7,27.5,1.40,0.00,123
2015-07-26,25.5,18.8,21.3,6.80,0.00,354
2015-07-27,24.6,13.4,19.9,0.50,0.00,292
2015-07-28,26.1,14.1,20.4,0.00,0.00,224
2015-07-29,20.7,16.1,18.6,1.40,0.00,356
2015-07-30,21.1,14.0,17.9,0.80,0.00,334
2015-07-31,23.7,14.4,19.3,0.00,0.00,355
2015-08-01,26.6,11.6,19.9,0.00,0.00,61
2015-08-02,29.0,15.8,22.9,0.20,0.00,89
2015-08-03,30.7,17.5,24.3,0.00,0.00,4
2015-08-04,31.4,18.9,25.5,0.20,0.00,71
2015-08-05,31.9,19.2,25.3,2.30,0.00,354
2015-08-06,32.4,19.5,25.8,0.00,0.00,17
2015-08-07,33.0,19.3,26.7,0.00,0.00,93
2015-08-08,34.6,20.4,28.0,0.00,0.00,128
2015-08-09,33.8,19.1,27.3,0.00,0.00,130
2015-08-10,34.0,19.7,27.6,0.00,0.00,79
2015-08-11,34.4,18.3,27.1,0.00,0.00,70
2015-08-12,35.2,19.4,27.5,0.40,0.00,36
2015-08-13,33.4,19.9,27.0,0.80,0.00,20
2015-08-14,32.8,20.6,26.3,1.50,0.00,43
2015-08-15,33.4,19.1,26.6,0.00,0.00,63
2015-08-16,33.2,19.3,26.2,1.30,0.00,42
2015-08-17,25.1,20.5,22.8,11.00,0.00,99
2015-08-18,23.3,18.9,20.6,16.50,0.00,76
2015-08-19,23.5,15.7,19.9,0.00,0.00,77
2015-08-20,23.0,15.4,19.5,0.00,0.00,83
2015-08-21,21.7,12.4,17.8,0.00,0.00,66
2015-08-22,21.6,15.2,18.3,0.30,0.00,55
2015-08-23,23.5,13.1,18.8,0.30,0.00,45
2015-08-24,26.8,12.4,20.5,0.00,0.00,135
2015-08-25,28.5,15.1,22.0,0.00,0.00,148
2015-08-26,26.4,17.5,21.7,0.00,0.00,352
2015-08-27,29.5,15.4,22.8,0.00,0.00,194
2015-08-28,32.1,17.6,24.9,0.00,0.00,193
2015-08-29,32.8,18.1,26.1,0.00,0.00,0
2015-08-30,34.1,19.3,26.9,0.00,0.00,327
2015-08-31,34.8,20.2,28.1,0.00,0.00,184
2015-09-01,34.4,20.7,27.9,0.00,0.00,185
2015-09-02,32.8,19.2,26.0,0.00,0.00,219
2015-09-03,27.2,18.6,22.5,0.00,0.00,346
2015-09-04,28.4,17.3,22.3,0.50,0.00,298
2015-09-05,19.3,15.4,17.7,5.50,0.00,353
2015-09-06,19.0,13.6,16.1,2.80,0.00,287
2015-09-07,18.3,10.3,14.4,1.90,0.00,246
2015-09-08,17.1,8.0,12.9,0.00,0.00,311
2015-09-09,18.8,8.1,14.0,0.00,0.00,63
2015-09-10,21.1,10.2,15.1,0.90,0.00,33
2015-09-11,19.8,14.5,16.5,0.00,0.00,100
2015-09-12,19.3,14.2,16.5,1.80,0.00,134
2015-09-13,22.0,10.6,16.0,0.00,0.00,108
2015-09-14,25.1,12.2,18.5,0.00,0.00,132
2015-09-15,26.9,16.7,21.6,0.00,0.00,144
2015-09-16,28.7,18.9,23.6,0.00,0.00,162
2015-09-17,32.0,20.8,26.1,0.00,0.00,180
2015-09-18,32.7,18.7,26.0,0.00,0.00,160
2015-09-19,30.6,17.6,24.0,0.10,0.00,357
2015-09-20,20.3,15.4,18.5,4.90,0.00,341
2015-09-21,19.7,13.4,16.0,0.00,0.00,355
2015-09-22,21.7,10.9,16.2,0.00,0.00,113
2015-09-23,26.0,16.1,20.5,0.00,0.00,121
2015-09-24,27.2,13.9,19.9,5.10,0.00,359
2015-09-25,19.5,16.9,18.3,22.50,0.00,343
2015-09-26,16.8,13.1,15.1,8.50,0.00,340
2015-09-27,15.3,13.0,13.9,0.00,0.00,358
2015-09-28,15.4,11.7,13.4,0.00,0.00,17
2015-09-29,16.7,9.7,13.0,0.00,0.00,24
2015-09-30,15.2,8.0,11.5,0.00,0.00,31
2015-10-01,17.4,6.1,11.2,0.00,0.00,16
2015-10-02,18.1,5.1,11.7,0.00,0.00,64
2015-10-03,19.8,7.1,13.2,0.00,0.00,144
2015-10-04,22.2,8.8,15.0,0.00,0.00,149
2015-10-05,17.5,12.4,14.7,2.80,0.00,129
2015-10-06,19.0,10.8,14.3,0.00,0.00,297
2015-10-07,18.0,10.4,13.7,0.00,0.00,43
2015-10-08,17.7,9.3,13.1,0.00,0.00,112
2015-10-09,15.6,10.1,12.4,0.00,0.00,312
2015-10-10,11.8,8.7,10.3,0.00,0.00,17
2015-10-11,11.3,5.1,8.4,3.10,0.00,33
2015-10-12,8.1,4.5,6.4,21.30,0.00,86
2015-10-13,10.0,6.7,8.0,1.10,0.00,153
2015-10-14,14.2,5.6,9.8,0.00,0.00,82
2015-10-15,15.6,8.3,11.6,8.30,0.00,79
2015-10-16,17.4,11.1,13.7,0.30,0.00,119
2015-10-17,13.7,11.5,12.4,13.30,0.00,135
2015-10-18,13.4,9.3,11.4,1.00,0.00,193
2015-10-19,15.1,7.4,11.0,1.50,0.00,36
2015-10-20,10.8,8.0,9.8,21.80,0.00,3
2015-10-21,10.3,6.3,8.2,0.00,0.00,268
2015-10-22,10.9,5.5,7.5,0.40,0.00,279
2015-10-23,9.9,4.9,7.4,0.00,0.00,260
2015-10-24,12.6,7.6,10.0,0.00,0.00,291
2015-10-25,10.8,3.7,7.5,0.00,0.00,174
2015-10-26,13.1,5.3,9.8,0.00,0.00,330
2015-10-27,12.0,0.2,5.3,0.00,0.00,22
2015-10-28,12.2,-0.3,4.8,0.00,0.00,77
2015-10-29,14.1,1.1,6.7,0.00,0.00,67
2015-10-30,14.3,1.3,6.8,0.00,0.00,351
2015-10-31,13.6,0.4,6.1,0.00,0.00,58
2015-11-01,11.0,1.1,5.0,0.00,0.00,108
2015-11-02,9.6,0.6,4.1,0.00,0.00,130
2015-11-03,7.9,-0.3,2.5,0.00,0.00,103
2015-11-04,9.6,-1.0,2.5,0.00,0.00,47
2015-11-05,10.4,-2.3,2.4,0.00,0.00,353
2015-11-06,7.6,-1.5,2.4,0.00,0.00,1
2015-11-07,5.0,-0.6,2.3,0.00,0.00,128
2015-11-08,6.4,3.9,5.1,0.60,0.00,132
2015-11-09,6.9,3.7,5.5,1.70,0.00,117
2015-11-10,8.5,5.8,7.0,1.30,0.00,106
2015-11-11,14.4,8.4,11.2,1.00,0.00,279
2015-11-12,14.1,9.0,11.6,0.00,0.00,208
2015-11-13,11.9,2.9,8.0,0.00,0.00,136
2015-11-14,10.2,3.8,7.3,0.30,0.00,215
2015-11-15,7.2,1.4,5.1,8.40,0.00,213
2015-11-16,8.9,6.5,8.0,2.80,0.00,324
2015-11-17,10.3,6.7,8.1,0.30,0.00,144
2015-11-18,12.7,6.6,8.8,2.60,0.00,169
2015-11-19,12.7,2.7,8.3,1.60,0.00,198
2015-11-20,9.7,8.0,8.9,10.30,0.00,203
2015-11-21,9.9,4.5,7.0,20.20,0.00,325
2015-11-22,6.3,3.3,4.4,8.50,0.00,352
2015-11-23,5.5,1.3,3.5,4.20,0.00,249
2015-11-24,2.8,-2.4,-0.5,0.00,0.00,39
2015-11-25,2.1,-3.8,-1.5,0.00,0.00,32
2015-11-26,3.2,-2.0,0.7,1.10,0.07,355
2015-11-27,5.4,-0.7,1.5,0.00,0.00,6
2015-11-28,4.3,0.0,2.1,6.40,0.00,340
2015-11-29,4.9,1.1,2.4,0.80,0.00,236
2015-11-30,7.7,2.0,4.0,5.40,0.00,203
2015-12-01,9.0,2.1,5.3,7.10,0.00,280
2015-12-02,4.5,1.3,3.2,0.10,0.00,275
2015-12-03,5.7,3.2,4.1,0.10,0.00,126
2015-12-04,6.5,1.9,4.3,0.00,0.00,151
2015-12-05,4.8,3.7,4.2,0.10,0.00,179
2015-12-06,4.7,3.2,4.1,0.80,0.00,172
2015-12-07,4.4,3.1,3.6,0.50,0.00,162
2015-12-08,6.9,0.9,4.3,0.00,0.00,252
2015-12-09,3.2,1.0,2.3,0.10,0.00,150
2015-12-10,6.0,2.8,3.9,0.60,0.00,347
2015-12-11,3.3,-2.0,1.4,0.20,0.00,153
2015-12-12,3.4,2.3,2.7,2.80,0.00,175
2015-12-13,4.5,1.7,2.6,1.40,0.00,168
2015-12-14,4.2,-1.0,1.5,0.00,0.00,295
2015-12-15,1.8,-0.9,0.5,0.00,0.14,129
2015-12-16,5.0,-2.1,1.0,0.00,0.00,279
2015-12-17,-0.0,-2.0,-0.6,0.00,0.49,167
2015-12-18,0.7,-0.4,0.1,1.00,3.15,149
2015-12-19,2.7,0.1,1.2,1.10,0.00,135
2015-12-20,3.4,0.3,2.1,0.00,0.00,153
2015-12-21,3.5,1.9,2.9,0.90,0.00,168
2015-12-22,4.8,1.9,3.3,1.30,0.00,164
2015-12-23,7.3,3.5,5.2,0.20,0.00,141
2015-12-24,6.7,2.9,4.8,0.00,0.00,33
2015-12-25,4.7,3.5,4.3,0.00,0.00,169
2015-12-26,4.3,2.9,3.6,0.80,0.00,166
2015-12-27,5.3,3.4,4.3,0.00,0.00,152
2015-12-28,4.5,2.4,3.3,0.10,0.00,177
2015-12-29,3.8,-2.4,1.4,0.00,0.00,5
2015-12-30,-0.2,-5.2,-3.2,0.00,0.00,33
2015-12-31,-1.5,-7.1,-4.1,0.00,0.00,111
2016-01-01,-3.8,-8.9,-6.5,0.00,0.00,148
2016-01-02,-3.4,-8.6,-6.5,0.00,0.00,41
2016-01-03,-3.3,-10.4,-7.5,0.00,0.00,35
2016-01-04,-5.2,-10.3,-7.7,0.00,0.28,126
2016-01-05,-4.2,-6.1,-5.0,0.00,1.33,164
2016-01-06,2.4,-4.3,-1.1,0.00,0.28,40
2016-01-07,1.1,-1.9,-0.2,0.00,0.84,352
2016-01-08,-0.1,-4.7,-2.0,0.00,0.07,149
2016-01-09,3.2,-1.1,0.7,0.40,0.35,123
2016-01-10,4.5,1.3,2.8,21.70,0.00,127
2016-01-11,7.7,1.0,3.8,9.10,0.00,142
2016-01-12,8.3,0.8,5.2,10.60,0.00,216
2016-01-13,4.5,-2.6,0.6,1.20,0.14,206
2016-01-14,2.9,-2.6,-0.4,1.10,0.07,305
2016-01-15,1.8,-1.7,0.1,1.10,4.69,122
2016-01-16,1.2,-4.1,-1.7,0.00,0.07,339
2016-01-17,-4.3,-6.9,-5.5,0.00,0.00,9
2016-01-18,-2.1,-9.2,-4.9,0.00,0.00,5
2016-01-19,-2.9,-9.0,-5.7,0.00,0.00,353
2016-01-20,-3.5,-9.7,-6.1,0.00,0.28,165
2016-01-21,-1.6,-7.5,-4.7,0.00,0.42,311
2016-01-22,-1.2,-8.7,-5.6,0.00,0.00,287
2016-01-23,-4.3,-9.3,-5.9,0.00,0.00,167
2016-01-24,-3.6,-9.5,-6.0,0.00,0.70,150
2016-01-25,-3.2,-5.2,-4.2,0.00,3.08,141
2016-01-26,-0.7,-3.6,-1.9,0.20,0.35,135
2016-01-27,1.5,-1.7,-0.0,0.60,0.98,133
2016-01-28,2.3,0.8,1.5,3.30,0.00,135
2016-01-29,3.1,-0.7,1.1,1.10,0.00,56
2016-01-30,3.5,-0.3,1.7,0.80,0.07,147
2016-01-31,5.5,-0.6,3.3,5.30,0.00,194
2016-02-01,5.3,-1.1,1.3,2.80,1.05,193
2016-02-02,7.3,2.2,4.4,1.20,0.00,147
2016-02-03,6.9,3.3,4.9,2.50,0.00,161
2016-02-04,5.4,0.7,3.1,2.70,0.00,337
2016-02-05,4.7,-3.3,0.4,0.00,0.14,0
2016-02-06,4.1,-3.9,0.5,0.00,0.00,147
2016-02-07,7.8,-0.5,3.3,0.00,0.00,141
2016-02-08,7.1,0.7,4.1,0.30,0.00,150
2016-02-09,10.4,5.4,7.5,2.20,0.00,163
2016-02-10,8.3,3.9,7.3,17.90,0.00,151
2016-02-11,6.2,1.2,3.3,4.60,0.00,237
2016-02-12,7.0,-2.0,2.0,0.00,0.00,140
2016-02-13,6.2,2.5,4.6,9.80,0.00,118
2016-02-14,6.9,3.6,5.3,0.50,0.00,172
2016-02-15,12.6,6.5,8.9,12.90,0.00,111
2016-02-16,8.7,5.6,6.9,0.20,0.00,348
2016-02-17,14.0,2.7,7.4,0.60,0.00,50
2016-02-18,12.4,4.6,8.5,0.00,0.00,112
2016-02-19,9.6,5.7,7.5,9.20,0.00,151
2016-02-20,6.1,1.4,3.8,4.80,0.00,274
2016-02-21,3.3,0.3,1.9,8.10,3.15,156
2016-02-22,13.7,2.7,7.6,4.70,0.00,173
2016-02-23,10.2,6.1,7.8,2.40,0.00,171
2016-02-24,7.2,1.7,4.8,4.50,0.00,334
2016-02-25,5.9,-2.8,1.5,0.00,0.00,126
2016-02-26,5.8,0.3,2.6,0.00,0.00,4
2016-02-27,7.7,-3.7,1.5,0.00,0.00,33
2016-02-28,12.4,2.3,6.6,0.00,0.00,130
2016-02-29,12.7,1.9,6.9,0.20,0.00,47
2016-03-01,10.4,4.8,6.8,10.50,0.00,187
2016-03-02,5.1,1.7,3.4,1.30,0.00,199
2016-03-03,10.7,1.6,5.2,0.00,0.00,76
2016-03-04,12.0,0.5,5.4,0.00,0.00,356
2016-03-05,7.9,-0.6,3.9,0.00,0.00,149
2016-03-06,11.3,4.6,7.5,5.50,0.00,147
2016-03-07,10.2,5.0,7.6,7.70,0.00,99
2016-03-08,9.7,4.0,7.0,7.30,0.00,346
2016-03-09,12.8,1.1,6.5,0.00,0.00,38
2016-03-10,15.2,3.4,8.7,0.00,0.00,10
2016-03-11,13.2,0.7,7.3,0.00,0.00,26
2016-03-12,10.2,5.4,7.4,0.00,0.00,20
2016-03-13,10.8,2.8,6.0,0.00,0.00,22
2016-03-14,8.0,0.0,4.0,0.00,0.00,10
2016-03-15,5.8,1.4,3.4,4.70,0.00,33
2016-03-16,10.0,-1.0,4.4,0.00,0.00,10
2016-03-17,9.9,-3.0,3.8,0.00,0.00,316
2016-03-18,10.5,-0.6,5.4,0.00,0.00,211
2016-03-19,6.0,-0.0,3.3,0.00,0.00,349
2016-03-20,8.3,-2.2,3.0,0.00,0.00,201
2016-03-21,10.1,-1.3,4.4,0.20,0.00,326
2016-03-22,9.3,-1.0,4.2,4.30,0.00,197
2016-03-23,9.9,-2.6,4.1,0.00,0.00,19
2016-03-24,7.0,0.7,3.9,0.00,0.00,5
2016-03-25,8.2,-3.6,2.6,0.00,0.00,332
2016-03-26,9.0,0.3,4.2,3.20,0.00,114
2016-03-27,9.7,0.3,5.3,0.00,0.00,8
2016-03-28,11.5,1.4,6.5,0.10,0.00,154
2016-03-29,14.6,2.1,8.1,0.80,0.00,189
2016-03-30,15.1,3.0,9.0,2.90,0.00,182
2016-03-31,17.8,7.2,12.6,0.00,0.00,168
2016-04-01,19.1,4.9,11.3,0.60,0.00,326
2016-04-02,12.4,0.6,6.5,0.00,0.00,352
2016-04-03,15.8,-1.2,7.8,0.00,0.00,104
2016-04-04,20.7,3.8,12.3,0.00,0.00,125
2016-04-05,20.9,7.5,14.2,0.00,0.00,140
2016-04-06,22.4,7.6,15.3,0.00,0.00,106
2016-04-07,21.1,8.2,15.0,0.00,0.00,23
2016-04-08,23.6,10.0,16.1,1.10,0.00,19
2016-04-09,20.4,10.9,15.2,0.00,0.00,335
2016-04-10,15.8,9.8,12.7,0.30,0.00,334
2016-04-11,17.5,10.5,13.0,0.20,0.00,344
2016-04-12,17.6,7.9,12.9,0.00,0.00,242
2016-04-13,19.0,7.5,13.5,0.10,0.00,120
2016-04-14,18.7,8.7,12.9,12.70,0.00,41
