LATITUDE,LONGITUDE,LAND_USE_CLASS_0,LAND_USE_CLASS_1,LAND_USE_CLASS_2,LAND_USE_CLASS_3,LAND_USE_CLASS_4
48.0,29.0,0.006644211829201046,0.2300142054152383,0.049553821390946405,0.6378670718479971,0.07592068951661717
48.0,29.5,0.005727698765178261,0.2191011443127041,0.0578495041469499,0.6667197106034345,0.050601942171733236
48.0,30.0,0.01059536399111792,0.1516104168010001,0.052355412079429786,0.7435673629691124,0.04187144415933974
48.0,30.5,0.008498049143640534,0.04345081110236466,0.040448341363507535,0.8584849763119738,0.04911782207851342
48.0,31.0,0.01567942403011041,0.026511867455822014,0.04572358026920853,0.8483400465741504,0.06374508167070866
48.0,31.5,0.006972391877887391,0.022193600544920207,0.02288266933591452,0.9199370047329258,0.02801433350835195
48.0,32.0,0.00908265501334881,0.011038367225233419,0.03091275141709601,0.9267476347045623,0.02221859163975947
48.0,32.5,0.009128999991154518,0.010519747703020258,0.04242401955734994,0.920335192325886,0.017592040422589387
48.0,33.0,0.018769601827376907,0.02562632588404397,0.04366454737302492,0.8788031829266988,0.03313634198885551
48.0,33.5,0.03317440736139553,0.0346417454860342,0.14859913308884376,0.6449650188796019,0.13861969518412456
48.0,34.0,0.009531718527590327,0.007326492088360715,0.018762092452391372,0.9435862149877712,0.020793481943886475
48.0,34.5,0.007151085744516521,0.007739907418109968,0.017994418120233825,0.9432488309040277,0.023865757813112093
48.0,35.0,0.07495619923720229,0.04571756956796668,0.04279148189724638,0.7058799999518859,0.1306547493456988
48.0,35.5,0.009716430610727756,0.011771403179287373,0.026391623149726713,0.909093522667704,0.04302702039255417
48.0,36.0,0.007210155898875276,0.009531843963525145,0.019207746170927454,0.9316323316840689,0.0324179222826032
48.0,36.5,0.005958616785756769,0.030478911001855943,0.020579120821015397,0.9203540564728636,0.022629294918508354
48.0,37.0,0.008692654791795864,0.010726192892313987,0.03507111835653867,0.9108031176141075,0.03470691634524399
48.0,37.5,0.01752996676948503,0.04093130751846465,0.06977848425158713,0.7589555688019312,0.11280467265853208
48.0,38.0,0.017799504708503423,0.06329640045106605,0.15040903309593817,0.5426126676131385,0.22588239413135378
48.0,38.5,0.010750537806773815,0.1135015830438133,0.2834496003856009,0.4980776346515044,0.0942206441123076
48.0,39.0,0.0065721710242512546,0.13386961007854953,0.29782037997446986,0.4680779220269769,0.09365991689575247
48.0,39.5,0.008363608517480135,0.06016564472219988,0.2967809703888109,0.5787104115313335,0.05597936484017555
48.0,40.0,0.007970981816169561,0.057538491837628915,0.17763528678172077,0.6712762361863143,0.08557900337816648
48.5,22.0,0.011660175516269307,0.13999014591452213,0.03356308947841523,0.7441434769918743,0.07064311209891894
48.5,22.5,0.0036660080909731454,0.41184354129070366,0.04683501443962771,0.439855312139654,0.09780012403904141
48.5,23.0,0.005157284502849085,0.6970675484012675,0.07832202623426167,0.13736452675430905,0.08208861410731269
48.5,23.5,0.002571023905854527,0.8121857583546103,0.1425945477061194,0.00560214572910227,0.037046524304313565
48.5,24.0,0.0006882317626271959,0.8953129587438589,0.09593561991919868,0.0009571808459505953,0.0071060087283646295
48.5,24.5,0.002122573321895109,0.7147938511042238,0.12366270305007257,0.06811083698182875,0.09131003554197979
48.5,25.0,0.004239358423714223,0.43236896282942594,0.08165766353390305,0.3468979607901017,0.1348360544228551
48.5,25.5,0.012845957997231087,0.16257285608139904,0.02895228533947586,0.6734117492529272,0.12221715132896684
48.5,26.0,0.019125365960580055,0.22125931991254322,0.03431888656493709,0.5728938541465449,0.15240257341539476
48.5,26.5,0.02462838233609378,0.1252908652933671,0.04194286518630528,0.6848593992855393,0.12327848789869454
48.5,27.0,0.04398652132818245,0.17655541470951522,0.031252934208141056,0.6525029884212414,0.09570214133291984
48.5,27.5,0.024770465130625446,0.2142752681355209,0.03247469404721756,0.638298218591996,0.09018135409464019
48.5,28.0,0.007167144875874754,0.12393457149471185,0.027626468054455646,0.7566142248086555,0.08465759076630225
48.5,28.5,0.0032176948461692403,0.14549556253474955,0.012770909196308432,0.7657785325670654,0.07273730085570737
48.5,29.0,0.0164828138662183,0.2139693331693276,0.013881997341964988,0.670143434176255,0.08552242144623409
48.5,29.5,0.018574503981619566,0.15582053922759667,0.014122755148101494,0.7347125432580024,0.07676965838467986
48.5,30.0,0.015075780236509491,0.09541629361275149,0.013995483389686892,0.8013696848313351,0.07414275792971706
48.5,30.5,0.009359601835181289,0.11605790724882557,0.014128525221250642,0.8099292988494531,0.05052466684528938
48.5,31.0,0.014079051377817836,0.049408048990614684,0.02388514598599238,0.8808697218122843,0.0317580318332909
48.5,31.5,0.011670403459196593,0.0231120101922092,0.022247886767306033,0.9022482393113028,0.040721460269985285
48.5,32.0,0.01339711499826899,0.04754680976471025,0.03118061912598855,0.8543258803196877,0.053549575791344485
48.5,32.5,0.012411199604560814,0.05740981963467137,0.04542802201560619,0.8275440040535792,0.057206954691582455
48.5,33.0,0.012159624105897972,0.04705355595032209,0.058148117421234664,0.839398449143865,0.04324025337868027
48.5,33.5,0.011095191585971607,0.042077460963366654,0.04524314161571815,0.8629664315605634,0.03861777427438026
48.5,34.0,0.016643218883343764,0.08680101883949974,0.06038724126790636,0.806923156029262,0.02924536497998808
48.5,34.5,0.09557261422040697,0.08430454111956255,0.09250969323172785,0.6162026309582846,0.11141052047001798
48.5,35.0,0.06962488192075544,0.07320568531345156,0.08742299653099644,0.5487402798283272,0.22100615640646942
48.5,35.5,0.011026301595767509,0.09857333895752289,0.09749781080494355,0.7362101981190333,0.05669235052273267
48.5,36.0,0.008685236902704398,0.041162027668350344,0.15620471325033658,0.7357788132368615,0.05816920894174719
48.5,36.5,0.005887557316282217,0.012065287339260657,0.07452128680098526,0.8760443730142274,0.03148149552924445
48.5,37.0,0.009988877767767221,0.02070764993220865,0.040616508628021214,0.8728028264365009,0.05588413723550198
48.5,37.5,0.013632511152231646,0.0369017739239428,0.10568683449430993,0.7559438912577958,0.08783498917171978
48.5,38.0,0.013929596705874805,0.08293162590269197,0.1641101522001735,0.6155095195111108,0.12351910568014898
48.5,38.5,0.005964331509347582,0.11231528033782195,0.3603948628479824,0.4048409352117015,0.11648459009314649
48.5,39.0,0.009295651435758253,0.08587685432067874,0.34904849390946546,0.4613670847407031,0.09441191559339437
48.5,39.5,0.004909684312628604,0.15383180235809168,0.27270094692627056,0.4535015459491926,0.11505602045381653
48.5,40.0,0.008513012906176553,0.13436438387043048,0.23690985525528482,0.5729833980103732,0.04722934995773489
49.0,22.5,0.0017179089452663038,0.9013435971302263,0.06808015559508485,0.00998146964250245,0.018876868686920047
49.0,23.0,0.0024729134395657607,0.7086805968462726,0.2344230182724441,0.017816316256024152,0.036607155185693296
49.0,23.5,0.003155705830453344,0.8276193254099482,0.09254103396261444,0.039767518774513684,0.03691641602247034
49.0,24.0,0.007839383802923225,0.5694387716105328,0.12342873187357106,0.2037062767863677,0.09558683592660527
49.0,24.5,0.01668992701787109,0.38872494728093193,0.05774354764713353,0.3972858864564103,0.13955569159765321
49.0,25.0,0.012737310604480832,0.27110471380132284,0.033819411892701004,0.6073378621586446,0.07500070154285073
49.0,25.5,0.0077760020766157135,0.1466101339642972,0.014351819026497218,0.7648455711274166,0.06641647380517327
49.0,26.0,0.00589814995760872,0.19454670165185728,0.016018778311527992,0.701880532936529,0.08165583714247705
49.0,26.5,0.004169318985610693,0.12159569247476265,0.01599084690298885,0.7762463905619771,0.08199775107466074
49.0,27.0,0.0034520722811633786,0.17763697072539233,0.02250064845129147,0.7170214551185699,0.07938885342358289
49.0,27.5,0.011178076832128061,0.1982012523288374,0.026846672290132483,0.6811160023342093,0.08265799621469269
49.0,28.0,0.015631271536090518,0.19596488315100016,0.02121233490503759,0.6788656683741336,0.08832584203373814
49.0,28.5,0.01583479590515707,0.17154511860682858,0.017115671007953727,0.6659598526269842,0.12954456185307647
49.0,29.0,0.01723345839065657,0.13829224643592897,0.009654395366460743,0.7652686772711973,0.0695512225357564
49.0,29.5,0.016071551187188907,0.15444800056308933,0.01481946118127418,0.7448161873545925,0.06984479971385502
49.0,30.0,0.02065950160377405,0.06533746114164346,0.02002679735950237,0.8142192361498917,0.07975700374518839
49.0,30.5,0.012185246174995796,0.0906340130259993,0.014503644154188313,0.8145340157375719,0.06814308090724472
49.0,31.0,0.010447079011442956,0.14640536311396968,0.025604442298370115,0.7471802143518832,0.07036290122433408
49.0,31.5,0.01293498145023962,0.13102111400176664,0.020403060617834506,0.7691133204760335,0.0665275234541257
49.0,32.0,0.010783937294001891,0.21494680833525392,0.03630749100727565,0.6768901353957203,0.061071627967748225
49.0,32.5,0.0636286197970014,0.287384286401616,0.05236310813967654,0.5650410583224866,0.03158292733921936
49.0,33.0,0.31234604321175535,0.1371379072490098,0.0442227103605193,0.4756703271670117,0.030623012011703855
49.0,33.5,0.04758638391618841,0.11889062698628389,0.1695911569906703,0.5523970985002806,0.11153473360657674
49.0,34.0,0.1231980362041628,0.10426630367925532,0.08975856433149176,0.6465245902693727,0.03625250551571744
49.0,34.5,0.008145255789975542,0.07111518580130806,0.10224556747401664,0.7823439119689001,0.036150078965799685
49.0,35.0,0.009807498103774364,0.028778704782007405,0.06271233819553956,0.8670206342626988,0.03168082465597984
49.0,35.5,0.008819842225808058,0.05326872660724966,0.07279673079853928,0.8339532310175042,0.031161469350898707
49.0,36.0,0.010129502409092526,0.020799203051592958,0.03963301597580887,0.9035568102990753,0.02588146826443028
49.0,36.5,0.015295286376987868,0.021329061520386536,0.04967983524740431,0.8781509153830378,0.03554490147218354
49.0,37.0,0.006005038664873568,0.13782593639987892,0.08393783987511567,0.7488303198553654,0.023400865204766436
49.0,37.5,0.02668659444295368,0.2732540355093001,0.11711825733076808,0.4930594659255445,0.0898816467914336
49.0,38.0,0.01119486437201677,0.2208565977793865,0.13153788861246216,0.5903348233207212,0.046075825915413454
49.0,38.5,0.006210458802147921,0.17958820315258744,0.24982754419295858,0.4769418715801553,0.08743192227215087
49.0,39.0,0.004167505219752927,0.13416185002629138,0.13676744949069786,0.692965512925641,0.03193768233761679
49.0,39.5,0.0027272686293723703,0.08883189822499642,0.0991771850225039,0.7769413677629966,0.03232228036013071
49.0,40.0,0.0013932140915553903,0.042249671199287346,0.08904506841102422,0.8487973129157188,0.018514733382414248
49.5,22.5,0.01477182246986498,0.7384900312898618,0.14643840542895872,0.05201575775691678,0.04828398305439773
49.5,23.0,0.00193693449515835,0.4725877374988011,0.08680379417409294,0.3613746989777372,0.07729683485421035
49.5,23.5,0.005133863453961773,0.2625010378549823,0.09685638933960936,0.5260357988109028,0.10947291054054377
49.5,24.0,0.012289175276210849,0.31188367195720834,0.050678841762354314,0.522934773102727,0.10221353790149959
49.5,24.5,0.00710766333955249,0.30494711797484725,0.029619299864261484,0.5898593981320256,0.06846652068931323
49.5,25.0,0.005475398461365092,0.2551194054328,0.030135242413681585,0.6521376033695964,0.057132350322556945
49.5,25.5,0.007392524674991811,0.0969272238804505,0.02384674140932288,0.7672552431303065,0.10457826690492834
49.5,26.0,0.007230944916789075,0.07057033995646941,0.01784003851671328,0.8353780012047125,0.06898067540531566
49.5,26.5,0.012778851486058136,0.05545088277774323,0.018564386230231114,0.8602502637531054,0.052955615752862145
49.5,27.0,0.018761032332404344,0.12336999718766357,0.04125992913021198,0.6968489032400964,0.11976013810962369
49.5,27.5,0.022960763928769026,0.17901088937398948,0.040009579446795555,0.7014871942010052,0.0565315730494406
49.5,28.0,0.015058575558985036,0.1779324599792088,0.028960683787766728,0.7152209425335208,0.0628273381405186
49.5,28.5,0.018866715036787836,0.15598694451495063,0.03404639239253316,0.6929679431152946,0.09813200494043377
49.5,29.0,0.021332732238435077,0.07917980806503398,0.022575398258218027,0.8163450058037204,0.06056705563459254
49.5,29.5,0.02037713017426217,0.09703273914954025,0.026537380599192546,0.7966831115451523,0.05936963853185285
49.5,30.0,0.017118274951676855,0.1168351903630569,0.013760844823545714,0.7867587355032177,0.06552695435850286
49.5,30.5,0.017280583155095387,0.15930763293007574,0.02568773231785791,0.7321024344264581,0.06562161717051286
49.5,31.0,0.011377457714603826,0.22833555702482058,0.038535179815941414,0.6505720926399795,0.07117971280465461
49.5,31.5,0.021891291183677407,0.42842073088284416,0.08789999052916507,0.40187739178843146,0.05991059561588194
49.5,32.0,0.14816587248348498,0.26919388397627897,0.11082759480562283,0.36067848029304117,0.11113416844157209
49.5,32.5,0.3288325430818735,0.04895086966875225,0.06260243717127162,0.5174463025239109,0.04216784755419174
49.5,33.0,0.144733763533308,0.01943245075705113,0.0726389146184473,0.7302382770852375,0.03295659400595614
49.5,33.5,0.010402049654357311,0.04435906376731191,0.07629279294980167,0.8330133709509405,0.03593272267758865
49.5,34.0,0.0059603267568835005,0.07643787881135614,0.07327365043944299,0.8082492809337516,0.03607886305856583
49.5,34.5,0.00638523304918953,0.19167264721286273,0.08813844098058862,0.5972364838170962,0.11656719494026298
49.5,35.0,0.007001827398104633,0.03709823813458025,0.036646708561920066,0.8756077268627873,0.04364549904260768
49.5,35.5,0.006162502918246405,0.0890958795041797,0.047122354303698655,0.8235482260619312,0.034071037211943975
49.5,36.0,0.006167426710993444,0.11533653575292414,0.05058188762294243,0.7750049448513626,0.052909205061777355
49.5,36.5,0.018220820144830025,0.1945593682279977,0.10888075249718183,0.6264459670782003,0.05189309205179014
49.5,37.0,0.006329301998935312,0.11874454830239257,0.07331318150824483,0.7623186431477247,0.039294325042702596
49.5,37.5,0.019261700528072016,0.13097769423137973,0.10764948392615577,0.6932789210409969,0.04883220027339572
49.5,38.0,0.0061112029766848,0.06124903083588563,0.06560947695077925,0.8386356893187239,0.0283945999179263
49.5,38.5,0.0038844527193822925,0.056872632631561004,0.06980222233278417,0.8498124796762465,0.019628212640026014
49.5,39.0,0.004707458780951955,0.07416734229190831,0.06890090590282297,0.8072155385876213,0.04500875443669549
49.5,39.5,0.002279313267288339,0.061873808794840175,0.07314255381962538,0.8401345176773746,0.022569806440871518
49.5,40.0,0.0032723992108728635,0.08095162046515854,0.09688592131953795,0.7913669589148008,0.027523100089629864
50.0,23.0,0.009736603083497707,0.340843363960314,0.026118968111399576,0.5370272624706304,0.08627380237415833
50.0,23.5,0.014610861691204262,0.48871318709436845,0.08574299174335258,0.32453905440976283,0.08639390506131185
50.0,24.0,0.0062801667800326385,0.30109828273924316,0.08274318646822215,0.429753710723467,0.18012465328903504
50.0,24.5,0.006220033992288809,0.2776079787541517,0.060954317069046304,0.5852419284973374,0.06997574168717575
50.0,25.0,0.003832783323415751,0.42180693525131524,0.11708922145196615,0.39468356746572064,0.06258749250758223
50.0,25.5,0.010838382613767017,0.2068226785929825,0.08347005551879762,0.6241813115901368,0.07468757168431613
50.0,26.0,0.007915473761037059,0.250114203114428,0.0744747647059137,0.6121176195696209,0.055377938849000455
50.0,26.5,0.005961976583444446,0.1620306562230186,0.06117878769633226,0.7279029293389269,0.042925650158277893
50.0,27.0,0.011183051299498146,0.18781727207822113,0.04502297758289117,0.6889027389587392,0.06707396008065025
50.0,27.5,0.012715978957161794,0.21568891338641086,0.050038210545545934,0.6609134497368115,0.060643447374069896
50.0,28.0,0.0077287976227723865,0.21301301889559385,0.06428708767207454,0.6686245555216124,0.04634654028794685
50.0,28.5,0.018172406415756386,0.25223622653514177,0.09998578434100172,0.5377048302262575,0.0919007524818425
50.0,29.0,0.01111270170114271,0.19687978498859493,0.05138714236453806,0.6932747108088638,0.04734566013686051
50.0,29.5,0.01663593908089135,0.14330774286337694,0.04251254587454123,0.7439380731217033,0.053605699059487116
50.0,30.0,0.021657953680520356,0.16708665771401485,0.04515359030607833,0.6413564880263608,0.12474531027302557
50.0,30.5,0.021395006860806587,0.10421117995415463,0.05899875632606913,0.6947436124310826,0.12065144442788703
50.0,31.0,0.08236063351811465,0.1886564471304823,0.11214636095699318,0.542746189929779,0.07409036846463089
