LONGITUDE,LATITUDE,LAND_USE_CLASS_0,LAND_USE_CLASS_1,LAND_USE_CLASS_2,LAND_USE_CLASS_3,LAND_USE_CLASS_4
27.6,49.1,0.0,0.0,0.0,1.0,0.0
27.6,49.2,0.0,0.0,0.0,0.47368421052631576,0.5263157894736842
27.6,49.3,0.0,0.8846153846153846,0.0,0.11538461538461539,0.0
27.6,49.4,1.0,0.0,0.0,0.0,0.0
27.6,49.5,0.0,0.0,0.0,1.0,0.0
27.6,49.6,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714
27.6,49.7,0.0,0.08,0.32,0.56,0.04
27.6,49.8,0.0,0.0,0.0,1.0,0.0
27.6,49.9,0.0,0.0,0.0,1.0,0.0
27.6,50.0,0.0,0.0,0.0,1.0,0.0
27.6,50.1,0.0,0.06666666666666667,0.0,0.9333333333333333,0.0
27.6,50.2,0.0,0.6538461538461539,0.19230769230769232,0.0,0.15384615384615385
27.6,50.3,0.0,0.0625,0.0625,0.875,0.0
27.6,50.4,0.0,0.0,0.0,1.0,0.0
27.6,50.5,0.0,0.47368421052631576,0.0,0.5263157894736842,0.0
27.6,50.6,0.0,0.0,0.0,0.0,1.0
27.6,50.7,0.04,0.68,0.16,0.12,0.0
27.6,50.8,0.0625,0.3125,0.125,0.25,0.25
27.6,50.9,0.0,0.5909090909090909,0.4090909090909091,0.0,0.0
27.6,51.0,0.0,1.0,0.0,0.0,0.0
27.6,51.1,0.0,0.95,0.05,0.0,0.0
27.6,51.2,0.0,0.4444444444444444,0.3888888888888889,0.1111111111111111,0.05555555555555555
27.6,51.3,0.0,1.0,0.0,0.0,0.0
27.6,51.4,0.0,0.9444444444444444,0.05555555555555555,0.0,0.0
27.6,51.5,0.0,0.52,0.48,0.0,0.0
27.6,51.6,0.0,0.6875,0.3125,0.0,0.0
27.7,48.5,0.0,0.4375,0.125,0.0,0.4375
27.7,48.6,0.0,0.0,0.0,0.44,0.56
27.7,48.7,0.0,0.125,0.0,0.5,0.375
27.7,48.8,0.0,0.88,0.04,0.04,0.04
27.7,48.9,0.0,0.05263157894736842,0.0,0.9473684210526315,0.0
27.7,49.0,0.0,0.23809523809523808,0.0,0.7619047619047619,0.0
27.7,49.1,0.0,0.6111111111111112,0.0,0.2777777777777778,0.1111111111111111
27.7,49.2,0.0,0.5,0.0,0.5,0.0
27.7,49.3,0.0,1.0,0.0,0.0,0.0
27.7,49.4,0.043478260869565216,0.08695652173913043,0.5217391304347826,0.34782608695652173,0.0
27.7,49.5,0.0,0.0,0.0,1.0,0.0
27.7,49.6,0.0,1.0,0.0,0.0,0.0
27.7,49.7,0.0,0.0,0.0,1.0,0.0
27.7,49.8,0.0,0.0,0.0,1.0,0.0
27.7,49.9,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285
27.7,50.0,0.0,0.125,0.0,0.8333333333333334,0.041666666666666664
27.7,50.1,0.0,0.08333333333333333,0.0,0.2916666666666667,0.625
27.7,50.2,0.0,0.29411764705882354,0.17647058823529413,0.35294117647058826,0.17647058823529413
27.7,50.3,0.0,0.32,0.16,0.52,0.0
27.7,50.4,0.0,0.0,0.0,1.0,0.0
27.7,50.5,0.04,0.48,0.12,0.36,0.0
27.7,50.6,0.0,0.2631578947368421,0.7368421052631579,0.0,0.0
27.7,50.7,0.0,1.0,0.0,0.0,0.0
27.7,50.8,0.0,0.05263157894736842,0.10526315789473684,0.8421052631578947,0.0
27.7,50.9,0.0,0.19047619047619047,0.19047619047619047,0.6190476190476191,0.0
27.7,51.0,0.0,0.6111111111111112,0.0,0.2777777777777778,0.1111111111111111
27.7,51.1,0.0,0.375,0.4583333333333333,0.16666666666666666,0.0
27.7,51.2,0.0,0.8125,0.0625,0.125,0.0
27.7,51.3,0.0,0.48,0.24,0.28,0.0
27.7,51.4,0.0,1.0,0.0,0.0,0.0
27.7,51.5,0.0,1.0,0.0,0.0,0.0
27.7,51.6,0.0,0.47368421052631576,0.21052631578947367,0.3157894736842105,0.0
27.8,48.4,0.0,0.0,0.0,1.0,0.0
27.8,48.5,0.0,0.3888888888888889,0.3888888888888889,0.2222222222222222,0.0
27.8,48.6,0.1,0.3,0.05,0.3,0.25
27.8,48.7,0.0,0.0,0.0,0.52,0.48
27.8,48.8,0.0,0.0,0.0,1.0,0.0
27.8,48.9,0.0,0.16,0.0,0.84,0.0
27.8,49.0,0.0,0.3157894736842105,0.0,0.6842105263157895,0.0
27.8,49.1,0.0,0.0,0.0,1.0,0.0
27.8,49.2,0.0,0.3333333333333333,0.041666666666666664,0.625,0.0
27.8,49.3,0.0,0.2,0.0,0.8,0.0
27.8,49.4,0.0,0.75,0.0,0.25,0.0
27.8,49.5,0.0,0.125,0.0,0.875,0.0
27.8,49.6,0.12,0.0,0.0,0.68,0.2
27.8,49.7,0.0,0.0,0.0,1.0,0.0
27.8,49.8,0.0,0.0,0.0,0.8095238095238095,0.19047619047619047
27.8,49.9,0.0,0.12,0.0,0.88,0.0
27.8,50.0,0.0,0.0625,0.0,0.9375,0.0
27.8,50.1,0.0,0.0,0.0,1.0,0.0
27.8,50.2,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0
27.8,50.3,0.0,0.05,0.15,0.5,0.3
27.8,50.4,0.0,1.0,0.0,0.0,0.0
27.8,50.5,0.0,0.1875,0.0,0.75,0.0625
27.8,50.6,0.0,0.32,0.28,0.4,0.0
27.8,50.7,0.05263157894736842,0.8421052631578947,0.10526315789473684,0.0,0.0
27.8,50.8,0.0,0.2857142857142857,0.3333333333333333,0.38095238095238093,0.0
27.8,50.9,0.0,0.44,0.0,0.04,0.52
27.8,51.0,0.0,1.0,0.0,0.0,0.0
27.8,51.1,0.0,1.0,0.0,0.0,0.0
27.8,51.2,0.0,0.47368421052631576,0.05263157894736842,0.0,0.47368421052631576
27.8,51.3,0.0,1.0,0.0,0.0,0.0
27.8,51.4,0.0,0.96,0.04,0.0,0.0
27.8,51.5,0.0,0.9375,0.0625,0.0,0.0
27.8,51.6,0.0,0.84,0.16,0.0,0.0
27.9,48.3,0.0,0.15,0.0,0.85,0.0
27.9,48.4,0.0,0.2857142857142857,0.09523809523809523,0.3333333333333333,0.2857142857142857
27.9,48.5,0.0,0.043478260869565216,0.0,0.5652173913043478,0.391304347826087
27.9,48.6,0.0,0.045454545454545456,0.0,0.9545454545454546,0.0
27.9,48.7,0.0,0.047619047619047616,0.0,0.9523809523809523,0.0
27.9,48.8,0.0,0.0,0.0,1.0,0.0
27.9,48.9,0.0,0.25,0.0,0.75,0.0
27.9,49.0,0.0,0.44,0.0,0.56,0.0
27.9,49.1,0.0,0.8,0.0,0.15,0.05
27.9,49.2,0.047619047619047616,0.047619047619047616,0.0,0.9047619047619048,0.0
27.9,49.3,0.0,0.24,0.0,0.76,0.0
27.9,49.4,0.0,0.0,0.0,1.0,0.0
27.9,49.5,0.0,1.0,0.0,0.0,0.0
27.9,49.6,0.0,0.15,0.05,0.8,0.0
27.9,49.7,0.0,0.0,0.0,1.0,0.0
27.9,49.8,0.0,0.36,0.0,0.64,0.0
27.9,49.9,0.047619047619047616,0.047619047619047616,0.42857142857142855,0.42857142857142855,0.047619047619047616
27.9,50.0,0.0,0.0,0.0,1.0,0.0
27.9,50.1,0.0,0.15,0.0,0.8,0.05
27.9,50.2,0.0,0.96,0.04,0.0,0.0
27.9,50.3,0.0,1.0,0.0,0.0,0.0
27.9,50.4,0.0,1.0,0.0,0.0,0.0
27.9,50.5,0.0,0.08,0.0,0.92,0.0
27.9,50.6,0.0,0.8125,0.0,0.1875,0.0
27.9,50.7,0.0,0.3157894736842105,0.0,0.6842105263157895,0.0
27.9,50.8,0.0,0.04,0.0,0.92,0.04
27.9,50.9,0.0,0.0,0.0,1.0,0.0
27.9,51.0,0.0,1.0,0.0,0.0,0.0
27.9,51.1,0.0,0.15,0.0,0.8,0.05
27.9,51.2,0.0,0.9473684210526315,0.05263157894736842,0.0,0.0
27.9,51.3,0.0,0.631578947368421,0.3684210526315789,0.0,0.0
27.9,51.4,0.0,0.8095238095238095,0.19047619047619047,0.0,0.0
27.9,51.5,0.0,1.0,0.0,0.0,0.0
27.9,51.6,0.0,0.5,0.5,0.0,0.0
28.0,48.3,0.0,0.0,0.0,1.0,0.0
28.0,48.4,0.0,0.0,0.0,0.7083333333333334,0.2916666666666667
28.0,48.5,0.0,0.0,0.0,1.0,0.0
28.0,48.6,0.0,0.0,0.0,1.0,0.0
28.0,48.7,0.0,0.12,0.0,0.88,0.0
28.0,48.8,0.0,0.0,0.0,0.09523809523809523,0.9047619047619048
28.0,48.9,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0
28.0,49.0,0.0,0.2,0.13333333333333333,0.6666666666666666,0.0
28.0,49.1,0.0,0.375,0.0,0.625,0.0
28.0,49.2,0.0,0.08,0.0,0.92,0.0
28.0,49.3,0.0,0.5625,0.125,0.1875,0.125
28.0,49.4,0.0,0.15,0.0,0.85,0.0
28.0,49.5,0.0,0.8095238095238095,0.047619047619047616,0.14285714285714285,0.0
28.0,49.6,0.0,0.0,0.0,0.84,0.16
28.0,49.7,0.0,0.0,0.0,1.0,0.0
28.0,49.8,0.0,0.0,0.0,1.0,0.0
28.0,49.9,0.0,0.038461538461538464,0.0,0.9615384615384616,0.0
28.0,50.0,0.14285714285714285,0.0,0.0,0.7142857142857143,0.14285714285714285
28.0,50.1,0.0,0.5789473684210527,0.10526315789473684,0.3157894736842105,0.0
28.0,50.2,0.0,1.0,0.0,0.0,0.0
28.0,50.3,0.0,1.0,0.0,0.0,0.0
28.0,50.4,0.0,0.125,0.0,0.875,0.0
28.0,50.5,0.0,0.875,0.125,0.0,0.0
28.0,50.6,0.0,0.6956521739130435,0.30434782608695654,0.0,0.0
28.0,50.7,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0
28.0,50.8,0.0,0.0,0.25,0.041666666666666664,0.7083333333333334
28.0,50.9,0.0,0.0,0.05263157894736842,0.7368421052631579,0.21052631578947367
28.0,51.0,0.0,0.11764705882352941,0.0,0.8823529411764706,0.0
28.0,51.1,0.0,0.16666666666666666,0.041666666666666664,0.5416666666666666,0.25
28.0,51.2,0.2,0.75,0.05,0.0,0.0
28.0,51.3,0.0,0.9473684210526315,0.05263157894736842,0.0,0.0
28.0,51.4,0.0,0.0,1.0,0.0,0.0
28.0,51.5,0.0,1.0,0.0,0.0,0.0
28.0,51.6,0.0,0.96,0.04,0.0,0.0
28.1,48.2,0.0,0.0,0.0,1.0,0.0
28.1,48.3,0.0,0.48,0.0,0.52,0.0
28.1,48.4,0.0,0.0,0.0,1.0,0.0
28.1,48.5,0.0,0.04,0.0,0.96,0.0
28.1,48.6,0.0,0.0,0.0,0.3,0.7
28.1,48.7,0.0,0.0,0.0,1.0,0.0
28.1,48.8,0.0,0.0,0.0,1.0,0.0
28.1,48.9,0.0,0.0,0.0,1.0,0.0
28.1,49.0,0.0,0.0,0.0,1.0,0.0
28.1,49.1,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.7777777777777778,0.0
28.1,49.2,0.375,0.0,0.0,0.625,0.0
28.1,49.3,0.08333333333333333,0.08333333333333333,0.125,0.6666666666666666,0.041666666666666664
28.1,49.4,0.0,0.38095238095238093,0.0,0.6190476190476191,0.0
28.1,49.5,0.0,0.0,0.08,0.68,0.24
28.1,49.6,0.10526315789473684,0.05263157894736842,0.0,0.631578947368421,0.21052631578947367
28.1,49.7,0.0,0.0,0.0,1.0,0.0
28.1,49.8,0.0,0.15789473684210525,0.0,0.8421052631578947,0.0
28.1,49.9,0.2,0.25,0.1,0.4,0.05
28.1,50.0,0.0,0.04,0.0,0.96,0.0
28.1,50.1,0.0,0.38095238095238093,0.0,0.6190476190476191,0.0
28.1,50.2,0.0,0.0,0.05263157894736842,0.9473684210526315,0.0
28.1,50.3,0.0,0.16666666666666666,0.3333333333333333,0.4444444444444444,0.05555555555555555
28.1,50.4,0.0,0.0,0.0,1.0,0.0
28.1,50.5,0.0,0.041666666666666664,0.0,0.9583333333333334,0.0
28.1,50.6,0.0,1.0,0.0,0.0,0.0
28.1,50.7,0.0,0.38095238095238093,0.0,0.6190476190476191,0.0
28.1,50.8,0.0,0.0625,0.0,0.9375,0.0
28.1,50.9,0.0,0.4375,0.0,0.5625,0.0
28.1,51.0,0.0,1.0,0.0,0.0,0.0
28.1,51.1,0.0,0.05,0.05,0.9,0.0
28.1,51.2,0.0,0.68,0.2,0.12,0.0
28.1,51.3,0.0,0.8125,0.1875,0.0,0.0
28.1,51.4,0.0,0.875,0.125,0.0,0.0
28.1,51.5,0.0,0.9473684210526315,0.05263157894736842,0.0,0.0
28.1,51.6,0.0,1.0,0.0,0.0,0.0
28.2,45.5,0.0,0.0,0.0,1.0,0.0
28.2,48.2,0.041666666666666664,0.4583333333333333,0.08333333333333333,0.375,0.041666666666666664
28.2,48.3,0.0,0.75,0.0,0.25,0.0
28.2,48.4,0.0,0.0,0.0,1.0,0.0
28.2,48.5,0.0,0.0,0.0,1.0,0.0
28.2,48.6,0.0,0.047619047619047616,0.0,0.9523809523809523,0.0
28.2,48.7,0.0,0.045454545454545456,0.0,0.9545454545454546,0.0
28.2,48.8,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
28.2,48.9,0.0,0.0,0.0,1.0,0.0
28.2,49.0,0.0,0.047619047619047616,0.0,0.9523809523809523,0.0
28.2,49.1,0.0,0.0,0.0,1.0,0.0
28.2,49.2,0.0,0.32,0.04,0.28,0.36
28.2,49.3,0.0,0.047619047619047616,0.0,0.6190476190476191,0.3333333333333333
28.2,49.4,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333
28.2,49.5,0.0,0.0,0.05263157894736842,0.7894736842105263,0.15789473684210525
28.2,49.6,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.47368421052631576
28.2,49.7,0.05,0.0,0.0,0.9,0.05
28.2,49.8,0.0,0.0,0.0,1.0,0.0
28.2,49.9,0.041666666666666664,0.041666666666666664,0.16666666666666666,0.125,0.625
28.2,50.0,0.0,0.1,0.0,0.9,0.0
28.2,50.1,0.0,0.32,0.28,0.4,0.0
28.2,50.2,0.19047619047619047,0.19047619047619047,0.6190476190476191,0.0,0.0
28.2,50.3,0.0,0.5217391304347826,0.4782608695652174,0.0,0.0
28.2,50.4,0.0,0.9545454545454546,0.045454545454545456,0.0,0.0
28.2,50.5,0.0,0.0,0.0,0.7333333333333333,0.26666666666666666
28.2,50.6,0.0,0.75,0.25,0.0,0.0
28.2,50.7,0.0,1.0,0.0,0.0,0.0
28.2,50.8,0.0,0.0,0.0,1.0,0.0
28.2,50.9,0.0,0.5416666666666666,0.0,0.4583333333333333,0.0
28.2,51.0,0.0,0.15,0.85,0.0,0.0
28.2,51.1,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0
28.2,51.2,0.0,1.0,0.0,0.0,0.0
28.2,51.3,0.0,1.0,0.0,0.0,0.0
28.2,51.4,0.0,0.9523809523809523,0.047619047619047616,0.0,0.0
28.2,51.5,0.0,0.9411764705882353,0.058823529411764705,0.0,0.0
28.2,51.6,0.0,0.7222222222222222,0.2777777777777778,0.0,0.0
28.2,51.7,0.0,0.0625,0.0,0.9375,0.0
28.3,45.3,0.0,0.0,0.0,1.0,0.0
28.3,45.4,0.0,0.047619047619047616,0.0,0.9047619047619048,0.047619047619047616
28.3,45.5,0.0,0.0,0.625,0.375,0.0
28.3,48.1,0.0,0.32,0.0,0.64,0.04
28.3,48.2,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0
28.3,48.3,0.0,0.08,0.12,0.8,0.0
28.3,48.4,0.0,0.0,0.0,1.0,0.0
28.3,48.5,0.0,0.0,0.0,1.0,0.0
28.3,48.6,0.08,0.28,0.0,0.64,0.0
28.3,48.7,0.0,0.0,0.0,1.0,0.0
28.3,48.8,0.0,0.04,0.0,0.6,0.36
28.3,48.9,0.0,0.2727272727272727,0.0,0.13636363636363635,0.5909090909090909
28.3,49.0,0.0,0.0,0.0,1.0,0.0
28.3,49.1,0.045454545454545456,0.0,0.0,0.5454545454545454,0.4090909090909091
28.3,49.2,0.0,0.0,0.0,0.9375,0.0625
28.3,49.3,0.0,0.21052631578947367,0.0,0.7894736842105263,0.0
28.3,49.4,0.1875,0.625,0.0,0.0,0.1875
28.3,49.5,0.0,0.05555555555555555,0.0,0.9444444444444444,0.0
28.3,49.6,0.0,0.0,0.0,1.0,0.0
28.3,49.7,0.0,0.0,0.0,1.0,0.0
28.3,49.8,0.0,0.0,0.0,1.0,0.0
28.3,49.9,0.0,1.0,0.0,0.0,0.0
28.3,50.0,0.2,0.0,0.0,0.8,0.0
28.3,50.1,0.0,0.05555555555555555,0.05555555555555555,0.8888888888888888,0.0
28.3,50.2,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
28.3,50.3,0.0,0.68,0.16,0.16,0.0
28.3,50.4,0.0,0.09523809523809523,0.0,0.9047619047619048,0.0
28.3,50.5,0.0,0.0,0.0,1.0,0.0
28.3,50.6,0.05,0.3,0.0,0.65,0.0
28.3,50.7,0.0,0.7916666666666666,0.041666666666666664,0.16666666666666666,0.0
28.3,50.8,0.0,0.92,0.08,0.0,0.0
28.3,50.9,0.0,0.047619047619047616,0.0,0.0,0.9523809523809523
28.3,51.0,0.0,1.0,0.0,0.0,0.0
28.3,51.1,0.0,0.05,0.35,0.55,0.05
28.3,51.2,0.0,0.72,0.28,0.0,0.0
28.3,51.3,0.0,1.0,0.0,0.0,0.0
28.3,51.4,0.0,0.7272727272727273,0.045454545454545456,0.09090909090909091,0.13636363636363635
28.3,51.5,0.0,1.0,0.0,0.0,0.0
28.3,51.6,0.0,1.0,0.0,0.0,0.0
28.3,51.7,0.0,0.56,0.4,0.0,0.04
28.4,45.3,0.38095238095238093,0.2857142857142857,0.0,0.3333333333333333,0.0
28.4,45.4,0.7083333333333334,0.0,0.08333333333333333,0.20833333333333334,0.0
28.4,45.5,0.0,0.0,0.047619047619047616,0.9523809523809523,0.0
28.4,48.1,0.0,0.0,0.0,1.0,0.0
28.4,48.2,0.0,0.0,0.0,1.0,0.0
28.4,48.3,0.0,0.2,0.0,0.8,0.0
28.4,48.4,0.0,0.14285714285714285,0.09523809523809523,0.6190476190476191,0.14285714285714285
28.4,48.5,0.0,0.11538461538461539,0.038461538461538464,0.8461538461538461,0.0
28.4,48.6,0.0,0.0,0.0,1.0,0.0
28.4,48.7,0.0,0.2916666666666667,0.0,0.6666666666666666,0.041666666666666664
28.4,48.8,0.0,0.0,0.0,1.0,0.0
28.4,48.9,0.047619047619047616,0.09523809523809523,0.0,0.2857142857142857,0.5714285714285714
28.4,49.0,0.0,0.04,0.0,0.96,0.0
28.4,49.1,0.0,0.55,0.0,0.45,0.0
28.4,49.2,0.0,0.125,0.0,0.7083333333333334,0.16666666666666666
28.4,49.3,0.0,1.0,0.0,0.0,0.0
28.4,49.4,0.08695652173913043,0.2608695652173913,0.4782608695652174,0.0,0.17391304347826086
28.4,49.5,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.2608695652173913,0.5217391304347826
28.4,49.6,0.0,0.0,0.0,0.7333333333333333,0.26666666666666666
28.4,49.7,0.0,0.0,0.0,1.0,0.0
28.4,49.8,0.0,0.0,0.0,1.0,0.0
28.4,49.9,0.0,0.05263157894736842,0.0,0.21052631578947367,0.7368421052631579
28.4,50.0,0.0,0.0,0.0,1.0,0.0
28.4,50.1,0.0,0.9333333333333333,0.06666666666666667,0.0,0.0
28.4,50.2,0.05263157894736842,0.7368421052631579,0.15789473684210525,0.0,0.05263157894736842
28.4,50.3,0.0,1.0,0.0,0.0,0.0
28.4,50.4,0.0,0.1,0.0,0.9,0.0
28.4,50.5,0.0,0.10526315789473684,0.0,0.8947368421052632,0.0
28.4,50.6,0.0,0.05,0.75,0.2,0.0
28.4,50.7,0.0,0.36,0.64,0.0,0.0
28.4,50.8,0.0,0.47619047619047616,0.5238095238095238,0.0,0.0
28.4,50.9,0.0,0.64,0.24,0.12,0.0
28.4,51.0,0.0,0.9,0.1,0.0,0.0
28.4,51.1,0.0,0.9545454545454546,0.0,0.045454545454545456,0.0
28.4,51.2,0.0,0.92,0.08,0.0,0.0
28.4,51.3,0.0,0.6818181818181818,0.09090909090909091,0.22727272727272727,0.0
28.4,51.4,0.0,0.9583333333333334,0.041666666666666664,0.0,0.0
28.4,51.5,0.0,0.5625,0.4375,0.0,0.0
28.4,51.6,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0
28.5,45.3,0.34782608695652173,0.0,0.6521739130434783,0.0,0.0
28.5,45.4,0.0,0.0,0.0,1.0,0.0
28.5,45.5,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0
28.5,45.6,0.0,0.0,0.0,1.0,0.0
28.5,45.7,0.0,0.09523809523809523,0.09523809523809523,0.7619047619047619,0.047619047619047616
28.5,48.1,0.38095238095238093,0.3333333333333333,0.23809523809523808,0.047619047619047616,0.0
28.5,48.2,0.0,0.0,0.0,1.0,0.0
28.5,48.3,0.0,0.0,0.05,0.95,0.0
28.5,48.4,0.0,0.08333333333333333,0.041666666666666664,0.875,0.0
28.5,48.5,0.0,0.08,0.0,0.92,0.0
28.5,48.6,0.0,0.0,0.0,1.0,0.0
28.5,48.7,0.0,0.0,0.0,1.0,0.0
28.5,48.8,0.0,0.4,0.0,0.6,0.0
28.5,48.9,0.0,0.0,0.05263157894736842,0.9473684210526315,0.0
28.5,49.0,0.0,0.0,0.0,1.0,0.0
28.5,49.1,0.0,0.0,0.0,1.0,0.0
28.5,49.2,0.04,0.12,0.04,0.04,0.76
28.5,49.3,0.0,0.05,0.0,0.95,0.0
28.5,49.4,0.0,0.6923076923076923,0.11538461538461539,0.0,0.19230769230769232
28.5,49.5,0.0,0.19047619047619047,0.0,0.8095238095238095,0.0
28.5,49.6,0.0,0.0,0.0,1.0,0.0
28.5,49.7,0.0,0.0,0.0,1.0,0.0
28.5,49.8,0.17647058823529413,0.17647058823529413,0.0,0.6470588235294118,0.0
28.5,49.9,0.0,0.0,0.0,1.0,0.0
28.5,50.0,0.0,0.0,0.35294117647058826,0.47058823529411764,0.17647058823529413
28.5,50.1,0.0,0.4,0.0,0.6,0.0
28.5,50.2,0.0,0.2,0.8,0.0,0.0
28.5,50.3,0.0,0.7692307692307693,0.0,0.0,0.23076923076923078
28.5,50.4,0.0,0.36,0.36,0.2,0.08
28.5,50.5,0.0,0.15789473684210525,0.0,0.8421052631578947,0.0
28.5,50.6,0.0,0.2777777777777778,0.0,0.7222222222222222,0.0
28.5,50.7,0.0,0.4375,0.0625,0.5,0.0
28.5,50.8,0.0,1.0,0.0,0.0,0.0
28.5,50.9,0.0,0.0,0.041666666666666664,0.9583333333333334,0.0
28.5,51.0,0.0,0.85,0.15,0.0,0.0
28.5,51.1,0.0,0.9583333333333334,0.041666666666666664,0.0,0.0
28.5,51.2,0.0,0.9090909090909091,0.09090909090909091,0.0,0.0
28.5,51.3,0.0,0.05263157894736842,0.0,0.9473684210526315,0.0
28.5,51.4,0.0,0.8947368421052632,0.10526315789473684,0.0,0.0
28.5,51.5,0.0,0.4,0.6,0.0,0.0
28.5,51.6,0.0,0.95,0.05,0.0,0.0
28.6,45.2,0.0,0.38095238095238093,0.0,0.6190476190476191,0.0
28.6,45.3,1.0,0.0,0.0,0.0,0.0
28.6,45.4,1.0,0.0,0.0,0.0,0.0
28.6,45.5,1.0,0.0,0.0,0.0,0.0
28.6,45.6,0.6363636363636364,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.0
28.6,45.7,0.0,0.08333333333333333,0.125,0.041666666666666664,0.75
28.6,45.8,0.0,0.5,0.5,0.0,0.0
28.6,48.2,0.0,0.0,0.0,1.0,0.0
28.6,48.3,0.0,0.13636363636363635,0.3181818181818182,0.5454545454545454,0.0
28.6,48.4,0.0,0.08,0.0,0.92,0.0
28.6,48.5,0.0,0.0,0.0,1.0,0.0
28.6,48.6,0.0,0.35,0.0,0.35,0.3
28.6,48.7,0.0,0.0,0.0,1.0,0.0
28.6,48.8,0.0,0.5,0.0,0.5,0.0
28.6,48.9,0.0,0.041666666666666664,0.0,0.9166666666666666,0.041666666666666664
28.6,49.0,0.0,0.05,0.0,0.95,0.0
28.6,49.1,0.0,0.04,0.0,0.64,0.32
28.6,49.2,0.17647058823529413,0.058823529411764705,0.0,0.0,0.7647058823529411
28.6,49.3,0.0,0.7368421052631579,0.05263157894736842,0.0,0.21052631578947367
28.6,49.4,0.0,0.047619047619047616,0.0,0.9523809523809523,0.0
28.6,49.5,0.0,0.7391304347826086,0.0,0.2608695652173913,0.0
28.6,49.6,0.0,0.0,0.0,1.0,0.0
28.6,49.7,0.0,0.0,0.0,1.0,0.0
28.6,49.8,0.0,0.0,0.0,1.0,0.0
28.6,49.9,0.0,0.058823529411764705,0.0,0.0,0.9411764705882353
28.6,50.0,0.0,0.0,0.0,1.0,0.0
28.6,50.1,0.0,0.0,0.0,1.0,0.0
28.6,50.2,0.0,1.0,0.0,0.0,0.0
28.6,50.3,0.0,0.8421052631578947,0.0,0.0,0.15789473684210525
28.6,50.4,0.0,0.0,0.0,1.0,0.0
28.6,50.5,0.04,0.0,0.0,0.96,0.0
28.6,50.6,0.0,0.6086956521739131,0.2608695652173913,0.13043478260869565,0.0
28.6,50.7,0.15789473684210525,0.5263157894736842,0.10526315789473684,0.21052631578947367,0.0
28.6,50.8,0.0,0.3684210526315789,0.0,0.631578947368421,0.0
28.6,50.9,0.0,0.0,0.0,0.6875,0.3125
28.6,51.0,0.0,0.08333333333333333,0.3333333333333333,0.4166666666666667,0.16666666666666666
28.6,51.1,0.0,1.0,0.0,0.0,0.0
28.6,51.2,0.0,1.0,0.0,0.0,0.0
28.6,51.3,0.0,0.5263157894736842,0.21052631578947367,0.21052631578947367,0.05263157894736842
28.6,51.4,0.0,0.0625,0.0,0.9375,0.0
28.6,51.5,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0
28.6,51.6,0.0,0.9545454545454546,0.045454545454545456,0.0,0.0
28.7,45.2,0.045454545454545456,0.5454545454545454,0.4090909090909091,0.0,0.0
28.7,45.3,1.0,0.0,0.0,0.0,0.0
28.7,45.4,0.0,0.0,0.0,1.0,0.0
28.7,45.5,0.0,0.038461538461538464,0.15384615384615385,0.8076923076923077,0.0
28.7,45.6,0.0,0.0,0.1,0.9,0.0
28.7,45.7,0.0,0.0,0.16,0.84,0.0
28.7,45.8,0.0,0.0,0.0,1.0,0.0
28.7,48.1,0.0,0.0,0.0,1.0,0.0
28.7,48.2,0.0,0.0,0.0,1.0,0.0
28.7,48.3,0.0,0.125,0.041666666666666664,0.8333333333333334,0.0
28.7,48.4,0.13043478260869565,0.043478260869565216,0.0,0.0,0.8260869565217391
28.7,48.5,0.0,0.0,0.0,1.0,0.0
28.7,48.6,0.0,0.10526315789473684,0.0,0.8947368421052632,0.0
28.7,48.7,0.0,0.0,0.0,1.0,0.0
28.7,48.8,0.0,0.08,0.0,0.92,0.0
28.7,48.9,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0
28.7,49.0,0.05263157894736842,0.05263157894736842,0.0,0.8947368421052632,0.0
28.7,49.1,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.13043478260869565,0.6521739130434783
28.7,49.2,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285
28.7,49.3,0.0,0.0,0.0,1.0,0.0
28.7,49.4,0.0625,0.0,0.0625,0.4375,0.4375
28.7,49.5,0.0,0.0,0.0,0.9565217391304348,0.043478260869565216
28.7,49.6,0.0,0.0,0.0,1.0,0.0
28.7,49.7,0.0,0.0,0.0,1.0,0.0
28.7,49.8,0.0,0.0,0.0,1.0,0.0
28.7,49.9,0.0,0.0,0.3,0.65,0.05
