LATITUDE,LONGITUDE,ACQ_DATE
47.73795,29.93891,2023-03-07
48.47286,34.62748,2023-03-07
48.60164,25.42548,2023-03-07
48.35432,25.94572,2023-03-07
47.6217,35.6669,2023-03-07
47.44915,34.36149,2023-03-07
47.29153,34.75825,2023-03-07
47.28289,34.75442,2023-03-07
46.88682,36.98179,2023-03-07
45.49218,29.5037,2023-03-07
45.49148,29.49868,2023-03-07
48.53148,34.64928,2023-03-07
45.4913,29.50656,2023-03-07
45.4906,29.50155,2023-03-07
45.48989,29.49654,2023-03-07
45.48727,29.50249,2023-03-07
45.48656,29.49748,2023-03-07
45.48394,29.50343,2023-03-07
45.48323,29.49841,2023-03-07
45.45899,29.14501,2023-03-07
45.45639,29.15092,2023-03-07
45.3932,29.01227,2023-03-07
47.60126,30.30982,2023-03-07
45.49078,29.49367,2023-03-07
49.39507,33.26395,2023-03-07
45.442,29.18353,2023-03-07
45.28689,28.74267,2023-03-07
49.3961,33.26582,2023-03-07
46.75593,33.20966,2023-03-07
45.36917,34.28974,2023-03-07
45.36582,34.28553,2023-03-07
47.28822,34.75687,2023-03-07
47.2847,34.75844,2023-03-07
47.28347,34.75237,2023-03-07
47.22556,33.49599,2023-03-07
47.16511,33.30095,2023-03-07
47.16309,33.30191,2023-03-07
46.94277,33.4053,2023-03-07
46.74911,33.20947,2023-03-07
46.8463,35.75124,2023-03-07
46.93905,33.40701,2023-03-07
47.27765,34.73758,2023-03-07
45.22735,35.14098,2023-03-07
45.36951,34.282,2023-03-07
45.37142,34.28145,2023-03-07
47.27324,34.73535,2023-03-07
45.3862,34.94532,2023-03-07
46.40274,35.00223,2023-03-07
46.40336,35.00293,2023-03-07
46.70746,36.34304,2023-03-07
45.38568,34.94681,2023-03-07
48.05855,37.95274,2023-03-08
47.49273,34.6768,2023-03-08
45.12855,34.00119,2023-03-08
48.22641,26.3281,2023-03-08
48.06,26.21924,2023-03-08
47.49627,34.68913,2023-03-08
47.49615,34.68275,2023-03-08
47.49287,34.68316,2023-03-08
48.05791,37.95642,2023-03-08
47.30736,33.55981,2023-03-08
47.33043,33.57531,2023-03-08
47.32074,33.10897,2023-03-08
47.32014,33.10579,2023-03-08
47.30753,33.56536,2023-03-08
47.26355,34.65412,2023-03-08
47.26344,34.64786,2023-03-08
47.13791,33.90033,2023-03-08
46.76577,33.16924,2023-03-08
48.15613,25.72896,2023-03-08
46.76559,33.16404,2023-03-08
47.33308,33.5723,2023-03-08
48.51979,34.63415,2023-03-08
48.45884,38.77345,2023-03-08
48.58549,38.0076,2023-03-08
46.76007,33.16431,2023-03-08
46.79158,34.0451,2023-03-08
46.78597,34.07474,2023-03-08
46.78424,34.06116,2023-03-08
46.78251,34.04758,2023-03-08
46.77517,34.06364,2023-03-08
46.75913,33.16488,2023-03-08
46.75736,33.15182,2023-03-08
46.51475,32.60303,2023-03-08
48.53127,34.64894,2023-03-08
46.14496,30.30307,2023-03-08
45.3634,34.29606,2023-03-08
45.29343,35.12592,2023-03-08
45.27676,34.82745,2023-03-08
45.27412,34.8359,2023-03-08
47.03778,32.63723,2023-03-08
47.03959,32.65022,2023-03-08
47.13778,32.8927,2023-03-08
50.25277,31.30347,2023-03-08
44.77407,33.86129,2023-03-08
46.06679,29.83315,2023-03-08
46.65821,32.27454,2023-03-08
47.87022,33.45089,2023-03-08
46.55231,32.50454,2023-03-08
47.04116,32.6464,2023-03-08
46.658,32.26984,2023-03-08
47.01561,32.77568,2023-03-08
46.92213,32.6027,2023-03-08
46.91003,32.59081,2023-03-08
46.76638,33.16179,2023-03-08
46.76235,33.15776,2023-03-08
46.75978,33.16381,2023-03-08
46.73889,33.09133,2023-03-08
46.65546,32.41644,2023-03-08
46.19167,33.18356,2023-03-08
46.14619,29.74173,2023-03-08
45.81837,33.53415,2023-03-08
45.81591,33.49352,2023-03-08
45.81519,33.48856,2023-03-08
45.81507,33.53513,2023-03-08
45.81261,33.4945,2023-03-08
45.80114,33.53408,2023-03-08
45.73946,29.6891,2023-03-08
45.36567,34.28882,2023-03-08
45.36234,34.28975,2023-03-08
47.04191,32.65143,2023-03-08
47.06148,33.51167,2023-03-08
46.90785,36.04057,2023-03-08
47.31846,33.79681,2023-03-08
47.52138,32.11079,2023-03-08
49.67902,24.04774,2023-03-08
47.37126,33.79498,2023-03-08
48.47215,34.63094,2023-03-08
48.5209,34.6294,2023-03-08
48.5323,34.64709,2023-03-08
49.39559,33.26462,2023-03-08
44.77245,33.86143,2023-03-08
47.85914,35.14132,2023-03-08
45.73075,29.69151,2023-03-08
47.31918,33.80202,2023-03-08
45.2836,28.74482,2023-03-08
46.54697,32.50493,2023-03-08
46.54717,32.50974,2023-03-08
50.58699,27.69111,2023-03-08
46.79332,34.05867,2023-03-08
47.51862,32.11216,2023-03-08
45.81902,33.53341,2023-03-08
47.0648,33.51067,2023-03-08
47.03448,33.01915,2023-03-09
46.53353,30.67763,2023-03-09
48.06353,29.51182,2023-03-09
48.07584,29.5104,2023-03-09
46.519,32.62144,2023-03-09
46.76579,32.39797,2023-03-09
46.98356,32.10971,2023-03-09
47.00832,32.81122,2023-03-09
47.02299,33.0088,2023-03-09
47.0297,33.02755,2023-03-09
47.03241,33.01242,2023-03-09
47.03724,33.00406,2023-03-09
47.291,32.21753,2023-03-09
46.53159,30.64876,2023-03-09
46.52428,31.62216,2023-03-09
48.58845,30.8164,2023-03-09
48.5803,30.81802,2023-03-09
47.74898,33.20085,2023-03-09
47.57685,35.65489,2023-03-09
47.03157,32.6501,2023-03-09
47.02001,32.60821,2023-03-09
46.39074,34.53574,2023-03-09
45.6667,28.9295,2023-03-09
45.45808,29.32566,2023-03-09
45.45617,29.33821,2023-03-09
47.03511,32.99731,2023-03-09
50.00124,33.31434,2023-03-09
48.69738,32.93109,2023-03-09
47.4924,34.6384,2023-03-09
47.48606,33.85212,2023-03-09
47.48589,32.28712,2023-03-09
47.48559,34.63004,2023-03-09
47.48245,34.63422,2023-03-09
47.47421,33.51864,2023-03-09
47.47134,33.53424,2023-03-09
47.46469,33.51484,2023-03-09
47.46182,33.53045,2023-03-09
47.3249,32.83924,2023-03-09
47.31557,32.83574,2023-03-09
48.71863,31.69303,2023-03-09
48.64223,30.82477,2023-03-09
47.67682,34.15646,2023-03-09
45.25592,28.64318,2023-03-09
46.89781,32.77633,2023-03-09
46.94444,30.0604,2023-03-09
46.95869,36.42976,2023-03-09
46.96075,36.42652,2023-03-09
46.98296,33.42175,2023-03-09
46.99541,29.57172,2023-03-09
47.22762,34.55054,2023-03-09
47.23093,34.5493,2023-03-09
46.889,35.38957,2023-03-09
47.25491,30.04282,2023-03-09
47.27572,33.29285,2023-03-09
47.27607,34.68723,2023-03-09
47.27911,33.29149,2023-03-09
47.28205,34.84452,2023-03-09
47.35883,30.4508,2023-03-09
47.40088,30.55437,2023-03-09
47.41503,34.42432,2023-03-09
47.46184,33.4196,2023-03-09
47.27276,34.68843,2023-03-09
46.85836,32.66928,2023-03-09
46.84121,35.39581,2023-03-09
46.82474,35.40167,2023-03-09
44.77178,33.85971,2023-03-09
48.51921,34.63273,2023-03-09
45.25493,28.64398,2023-03-09
45.44667,29.19262,2023-03-09
45.44757,29.19515,2023-03-09
45.46193,29.4717,2023-03-09
45.50035,29.36501,2023-03-09
45.73584,33.30473,2023-03-09
45.81085,33.48808,2023-03-09
45.8119,33.4936,2023-03-09
45.81429,33.48674,2023-03-09
45.81534,33.49226,2023-03-09
45.83172,33.59801,2023-03-09
45.9717,33.95678,2023-03-09
45.9751,33.95549,2023-03-09
46.07579,29.8292,2023-03-09
46.24201,33.27611,2023-03-09
46.40694,34.5425,2023-03-09
46.52853,29.92547,2023-03-09
47.5146,33.50965,2023-03-09
45.47233,29.49395,2023-03-09
47.51796,33.50831,2023-03-09
47.52232,33.51241,2023-03-09
48.25467,35.51921,2023-03-09
48.25898,32.20614,2023-03-09
48.53169,34.4593,2023-03-09
48.5563,31.85039,2023-03-09
48.58822,30.81171,2023-03-09
48.58822,30.81729,2023-03-09
48.58949,30.81798,2023-03-09
48.58952,30.8236,2023-03-09
48.1972,34.89556,2023-03-09
48.59077,30.82431,2023-03-09
48.62145,31.67189,2023-03-09
48.76671,27.64529,2023-03-09
48.84806,31.49458,2023-03-09
48.95406,32.26901,2023-03-09
49.12059,31.82112,2023-03-09
49.13181,32.3666,2023-03-09
49.35917,34.298,2023-03-09
49.9504,35.27283,2023-03-09
48.59309,30.82199,2023-03-09
48.18126,34.46238,2023-03-09
47.92889,30.96808,2023-03-09
47.9276,30.96177,2023-03-09
47.52386,35.58924,2023-03-09
47.56334,36.32622,2023-03-09
47.56661,36.3251,2023-03-09
47.58218,35.67057,2023-03-09
47.583,35.67563,2023-03-09
47.58463,35.66434,2023-03-09
47.58546,35.6694,2023-03-09
47.58628,35.67446,2023-03-09
47.62772,34.32144,2023-03-09
47.62864,34.32669,2023-03-09
47.65396,34.57336,2023-03-09
47.67679,34.15511,2023-03-09
48.91712,28.43404,2023-03-09
47.68011,34.15382,2023-03-09
47.6825,34.14727,2023-03-09
47.72626,29.91754,2023-03-09
47.86039,30.90229,2023-03-09
47.87928,35.19106,2023-03-09
47.90255,31.14473,2023-03-09
47.52133,33.50697,2023-03-09
48.92278,28.43837,2023-03-09
47.30763,35.22936,2023-03-09
48.7369,32.90026,2023-03-09
46.52911,30.06598,2023-03-09
46.52859,30.06558,2023-03-09
46.4079,34.53824,2023-03-09
46.40368,34.54591,2023-03-09
46.40323,34.53886,2023-03-09
46.33316,29.45511,2023-03-09
46.26826,33.22883,2023-03-09
46.24515,33.27728,2023-03-09
46.17949,34.08167,2023-03-09
46.07716,29.82723,2023-03-09
46.07451,29.82691,2023-03-09
45.99541,34.09094,2023-03-09
45.99494,34.08438,2023-03-09
45.97657,33.95528,2023-03-09
45.8653,28.90349,2023-03-09
45.86462,28.89762,2023-03-09
45.86282,28.9022,2023-03-09
45.86174,28.90435,2023-03-09
45.85925,28.90305,2023-03-09
45.63341,29.44521,2023-03-09
45.62408,33.38801,2023-03-09
45.49819,29.36536,2023-03-09
45.4751,29.48981,2023-03-09
46.85046,34.85008,2023-03-09
45.45263,29.19435,2023-03-09
46.85521,34.84948,2023-03-09
47.06865,35.40433,2023-03-09
49.07086,32.71152,2023-03-09
49.07039,32.71682,2023-03-09
49.06638,32.71599,2023-03-09
48.86735,33.03739,2023-03-09
48.86662,33.0451,2023-03-09
48.63352,30.82,2023-03-09
48.60487,37.99656,2023-03-09
48.46775,38.76165,2023-03-09
47.69251,29.38665,2023-03-09
45.42639,28.95419,2023-03-09
45.42587,28.95295,2023-03-09
48.95224,32.26928,2023-03-09
48.92643,28.43624,2023-03-09
48.9228,28.43717,2023-03-09
48.8875,31.51795,2023-03-09
48.88335,31.51869,2023-03-09
48.84789,31.49678,2023-03-09
48.74206,33.02789,2023-03-09
47.18182,36.93764,2023-03-09
47.15603,38.19087,2023-03-09
47.15585,38.18543,2023-03-09
47.10188,32.99791,2023-03-09
47.10115,32.99538,2023-03-09
46.85566,34.8569,2023-03-09
45.25924,28.65477,2023-03-09
45.82306,33.49641,2023-03-09
45.24749,28.6171,2023-03-09
48.59399,30.83501,2023-03-09
48.59352,30.82976,2023-03-09
48.59258,30.81924,2023-03-09
48.58859,30.82017,2023-03-09
48.5572,31.85848,2023-03-09
48.54834,33.57857,2023-03-09
48.53114,32.73675,2023-03-09
45.25789,28.64351,2023-03-09
48.51118,35.84628,2023-03-09
48.19666,31.71998,2023-03-09
48.1833,34.46089,2023-03-09
48.12887,37.28446,2023-03-09
47.79234,37.27721,2023-03-09
47.77323,30.16348,2023-03-09
47.72906,29.6821,2023-03-09
47.58411,35.66838,2023-03-09
47.57948,35.67024,2023-03-09
47.57912,35.66879,2023-03-09
47.52509,35.59095,2023-03-09
47.27358,34.69106,2023-03-09
47.18202,36.9424,2023-03-09
48.598,30.83423,2023-03-09
48.61956,31.67518,2023-03-09
48.33955,28.50928,2023-03-09
45.81561,33.4897,2023-03-09
48.62555,31.65672,2023-03-09
45.73604,33.30519,2023-03-09
48.33696,29.76509,2023-03-09
48.0482,29.31098,2023-03-09
47.83838,29.64561,2023-03-09
47.86758,33.45181,2023-03-09
47.49358,33.85687,2023-03-09
47.49199,33.85167,2023-03-09
47.36165,33.8079,2023-03-09
47.02991,33.01638,2023-03-09
48.62446,31.65794,2023-03-09
46.0746,34.00037,2023-03-09
46.07475,33.9999,2023-03-09
45.81897,33.48903,2023-03-09
45.82082,33.49491,2023-03-09
45.97138,33.95988,2023-03-09
45.81749,33.49556,2023-03-09
46.07089,29.83531,2023-03-09
46.07288,33.99479,2023-03-09
46.073,33.99435,2023-03-09
45.97242,33.96108,2023-03-09
47.04537,33.03727,2023-03-10
46.99443,33.41636,2023-03-10
47.04473,33.03273,2023-03-10
48.53185,34.6506,2023-03-10
47.04208,33.02849,2023-03-10
