LATITUDE,LONGITUDE,ACQ_DATE
47.0921,37.61,2005-01-04
47.0903,37.597,2005-01-04
47.0999,37.6019,2005-01-04
47.8685,33.4451,2005-01-06
48.5202,34.635,2005-01-09
48.1668,30.6198,2005-01-09
50.7306,24.4546,2005-01-09
46.3949,29.0146,2005-01-09
51.1856,28.9563,2005-01-09
49.0924,33.642,2005-01-09
49.9157,34.6769,2005-01-09
49.9128,34.6609,2005-01-09
51.1796,28.9304,2005-01-09
48.2596,35.9807,2005-01-09
48.386,35.8045,2005-01-09
47.6282,34.3326,2005-01-09
47.6287,34.3203,2005-01-09
47.6247,34.3151,2005-01-09
45.1785,34.6755,2005-01-09
47.6336,34.3279,2005-01-09
47.6242,34.3255,2005-01-09
48.9743,33.321,2005-01-09
49.5415,32.8262,2005-01-10
49.48,23.5517,2005-01-10
50.6687,24.8772,2005-01-10
51.0195,30.1526,2005-01-10
49.4831,23.5683,2005-01-10
50.5879,25.0143,2005-01-10
49.9005,26.4097,2005-01-10
49.5856,23.3357,2005-01-10
49.9027,26.4237,2005-01-10
46.824,36.7896,2005-01-10
49.7284,32.7679,2005-01-10
51.0254,30.1438,2005-01-10
49.7184,32.7703,2005-01-10
48.9834,24.0889,2005-01-10
49.6673,32.7724,2005-01-10
49.7202,33.2851,2005-01-10
50.0909,30.7118,2005-01-10
51.0902,31.7176,2005-01-10
50.7732,30.962,2005-01-10
50.5908,30.6431,2005-01-10
50.5926,30.6584,2005-01-10
48.9825,24.0963,2005-01-10
48.9796,24.0802,2005-01-10
46.2554,29.3959,2005-01-10
50.2264,31.292,2005-01-10
50.2283,31.3078,2005-01-10
49.667,32.7654,2005-01-10
46.2466,29.3986,2005-01-10
46.2484,29.4114,2005-01-10
45.8387,34.2915,2005-01-10
51.1762,28.8967,2005-01-10
47.0912,33.5596,2005-01-10
49.4979,23.5146,2005-01-10
49.115,33.3744,2005-01-10
49.1181,33.3825,2005-01-10
47.769,30.95,2005-01-10
47.6382,31.2015,2005-01-10
47.0689,31.4898,2005-01-10
47.5139,31.2491,2005-01-10
50.0243,31.8886,2005-01-10
48.605,35.755,2005-01-10
48.5964,35.7572,2005-01-10
49.6035,32.8111,2005-01-10
51.1784,28.8826,2005-01-10
49.6833,32.7903,2005-01-10
47.7359,35.3595,2005-01-10
47.7342,35.3667,2005-01-10
47.6553,31.2269,2005-01-10
49.6072,32.8062,2005-01-10
47.6505,29.9173,2005-01-10
47.7659,30.0146,2005-01-10
47.8332,30.3948,2005-01-10
47.5504,31.0679,2005-01-10
47.5574,31.0746,2005-01-10
49.6799,32.808,2005-01-10
49.607,32.7933,2005-01-10
47.5885,30.7015,2005-01-10
49.5619,23.3457,2005-01-11
50.8991,30.3712,2005-01-11
49.4938,23.4887,2005-01-11
49.492,23.4688,2005-01-11
49.5572,23.3541,2005-01-11
49.5867,23.3806,2005-01-11
49.5832,23.4623,2005-01-11
49.5452,23.4575,2005-01-11
49.5591,23.3737,2005-01-11
49.5743,23.4846,2005-01-11
49.5471,23.4774,2005-01-11
50.6102,28.2036,2005-01-11
49.4902,23.6946,2005-01-11
48.9756,24.045,2005-01-11
49.5242,23.7082,2005-01-11
49.526,23.7287,2005-01-11
49.4883,23.7002,2005-01-11
50.8666,24.1604,2005-01-11
49.3794,24.0029,2005-01-11
51.9027,25.9929,2005-01-11
47.6302,34.3158,2005-01-11
47.6322,34.329,2005-01-11
47.861,33.4508,2005-01-11
46.3852,35.0198,2005-01-11
49.5637,23.3654,2005-01-11
46.3941,35.0371,2005-01-11
49.5787,23.4549,2005-01-11
49.0893,35.2706,2005-01-11
46.8128,33.1249,2005-01-11
46.8106,33.1304,2005-01-11
51.1285,23.8703,2005-01-11
49.7079,23.6985,2005-01-11
49.7034,23.7192,2005-01-11
49.7035,23.7127,2005-01-11
49.4945,23.6873,2005-01-11
49.49,23.7083,2005-01-11
49.2147,23.7676,2005-01-11
49.21,23.789,2005-01-11
49.1867,23.6765,2005-01-11
49.2114,23.784,2005-01-11
49.0053,25.9302,2005-01-11
49.5838,23.4414,2005-01-11
48.5586,35.856,2005-01-11
48.5568,35.864,2005-01-11
49.5794,23.4618,2005-01-11
49.5732,23.4361,2005-01-11
46.3888,35.0136,2005-01-11
49.5428,23.4595,2005-01-11
49.5161,23.311,2005-01-11
49.5148,23.3045,2005-01-11
49.4811,23.355,2005-01-11
49.583,23.4345,2005-01-11
45.184,35.1427,2005-01-12
48.4835,34.9785,2005-01-12
48.5202,34.6288,2005-01-12
47.3012,34.5018,2005-01-12
48.9704,31.9161,2005-01-12
48.625,34.7322,2005-01-12
48.6343,34.7297,2005-01-12
48.583,34.1016,2005-01-12
48.6884,34.0504,2005-01-12
44.9814,35.2194,2005-01-12
45.1185,34.4999,2005-01-12
45.1649,35.2168,2005-01-12
44.9981,34.1388,2005-01-12
45.4442,29.1367,2005-01-12
47.1443,34.5439,2005-01-12
47.6279,34.3223,2005-01-12
46.9443,33.2444,2005-01-12
45.1119,34.5073,2005-01-12
47.0993,37.6034,2005-01-13
47.6324,34.3329,2005-01-13
47.633,34.3345,2005-01-13
48.8717,35.5124,2005-01-14
48.5861,36.4935,2005-01-14
48.404,37.4729,2005-01-14
48.4585,38.7652,2005-01-14
48.5322,36.0102,2005-01-14
48.1628,30.6098,2005-01-15
47.7332,35.3102,2005-01-17
47.2409,30.4333,2005-01-18
45.0095,34.3984,2005-01-21
45.0789,35.0164,2005-01-21
48.5228,34.6309,2005-01-23
47.859,33.449,2005-01-23
48.1696,30.6216,2005-01-23
48.1599,30.6192,2005-01-23
46.0943,29.298,2005-01-23
46.0885,29.2936,2005-01-23
47.6283,34.3226,2005-01-23
47.0982,37.5963,2005-01-24
46.4936,33.0221,2005-01-24
46.4918,33.001,2005-01-24
48.4876,34.982,2005-01-24
47.6345,34.3321,2005-01-24
47.8693,33.3903,2005-01-25
45.989,29.2355,2005-02-02
45.9873,29.2225,2005-02-02
45.4331,36.4806,2005-02-06
47.1559,37.5315,2005-02-08
45.2996,36.224,2005-02-08
46.5384,32.5255,2005-02-08
45.0769,35.8959,2005-02-09
45.2971,36.1187,2005-02-09
45.0655,35.8735,2005-02-09
45.0752,35.8673,2005-02-09
45.0674,35.9018,2005-02-09
45.4115,36.4776,2005-02-10
46.5453,32.4687,2005-02-11
46.5492,32.4498,2005-02-11
46.1539,32.3174,2005-02-11
47.9276,30.6849,2005-02-11
45.1255,34.6388,2005-02-17
47.1576,37.5273,2005-02-21
47.8787,35.1853,2005-02-22
47.9433,37.8411,2005-02-22
47.1562,37.5597,2005-02-22
48.4782,32.3106,2005-02-22
47.6258,34.3232,2005-02-22
47.1572,37.5402,2005-02-23
44.8015,33.7506,2005-02-23
46.6411,32.7944,2005-02-23
47.0976,37.594,2005-02-23
47.0926,37.6082,2005-02-28
48.4854,34.9726,2005-03-03
48.0115,37.3684,2005-03-03
47.8698,33.4208,2005-03-06
47.8639,33.431,2005-03-06
