LATITUDE,LONGITUDE,ACQ_DATE
47.870556,35.1637,2019-01-02
47.869541,35.163635,2019-01-02
47.870903,33.387608,2019-01-03
47.86956,33.390579,2019-01-03
47.868763,33.389778,2019-01-04
47.876762,33.414787,2019-01-04
47.875259,33.420826,2019-01-04
47.88327,33.445877,2019-01-04
48.1651,30.61743,2019-01-04
45.319901,28.50267,2019-01-04
47.096352,37.604153,2019-01-04
47.875511,35.154465,2019-01-05
47.155663,37.532963,2019-01-05
45.887547,29.057011,2019-01-05
45.394863,28.59527,2019-01-05
45.395294,28.594439,2019-01-05
45.37114,28.590105,2019-01-05
45.430069,29.102278,2019-01-05
45.37067,28.590889,2019-01-05
45.394848,28.587088,2019-01-05
48.212334,38.246883,2019-01-05
48.731159,37.557587,2019-01-05
48.163162,30.615896,2019-01-05
45.394379,28.588018,2019-01-05
48.166458,30.617197,2019-01-05
45.2742,28.5546,2019-01-05
48.163754,30.621326,2019-01-10
47.103638,37.587837,2019-01-13
47.0965,37.603,2019-01-13
48.460815,38.774479,2019-01-13
47.093891,37.602943,2019-01-13
47.097591,37.609356,2019-01-13
47.093426,37.608498,2019-01-13
47.094364,37.597343,2019-01-13
47.87418,35.16016,2019-01-13
48.461071,38.775543,2019-01-13
47.154823,37.535187,2019-01-13
47.095776,37.609581,2019-01-14
48.975861,24.711258,2019-01-15
48.163677,30.62076,2019-01-16
48.164383,30.614786,2019-01-16
48.173519,37.697208,2019-01-16
48.461407,38.776081,2019-01-16
47.877838,35.1917,2019-01-16
47.879345,35.191441,2019-01-16
47.877678,35.153111,2019-01-16
47.873604,35.155327,2019-01-16
48.164906,30.617685,2019-01-16
47.875275,35.154903,2019-01-16
47.093224,37.607105,2019-01-17
48.519928,34.630852,2019-01-17
48.49432,38.810505,2019-01-17
48.747414,26.601124,2019-01-17
48.458645,38.767841,2019-01-18
48.457947,38.774605,2019-01-18
48.462399,38.768757,2019-01-18
47.093445,37.59531,2019-01-18
48.461697,38.775497,2019-01-18
47.8667,33.4505,2019-01-18
51.089226,28.706127,2019-01-18
47.877254,35.154373,2019-01-18
48.517876,34.629566,2019-01-19
47.092556,37.606091,2019-01-19
47.163097,37.526806,2019-01-19
47.097866,37.598946,2019-01-19
47.159084,37.560017,2019-01-19
47.165863,37.528915,2019-01-19
47.870029,35.162743,2019-01-19
47.875721,35.157791,2019-01-19
47.167992,37.527386,2019-01-19
47.093006,37.598209,2019-01-19
47.097416,37.606846,2019-01-19
47.13818,37.581028,2019-01-19
47.870911,33.451447,2019-01-20
47.880344,35.187157,2019-01-20
47.162228,37.559589,2019-01-20
47.154156,37.530533,2019-01-20
47.104961,37.589695,2019-01-20
47.15649,37.566849,2019-01-20
48.459839,38.773529,2019-01-20
48.531002,34.64521,2019-01-20
47.868259,33.443081,2019-01-20
47.093479,37.604187,2019-01-20
47.140457,37.583138,2019-01-20
47.103424,37.587891,2019-01-20
47.092888,37.603325,2019-01-20
47.158623,37.561661,2019-01-20
47.872433,33.445404,2019-01-20
47.872501,33.390888,2019-01-20
47.159962,37.557106,2019-01-20
48.213039,38.244972,2019-01-21
47.160748,37.527512,2019-01-21
47.156071,37.531933,2019-01-21
47.16069,37.565769,2019-01-21
47.629841,34.321533,2019-01-21
47.626568,34.320332,2019-01-21
47.106834,37.587765,2019-01-21
47.161869,37.559895,2019-01-21
47.138458,37.581894,2019-01-21
47.157188,37.564278,2019-01-21
47.141964,37.583385,2019-01-21
47.155396,37.531818,2019-01-22
48.459805,38.774742,2019-01-22
47.878681,35.18993,2019-01-25
47.874409,33.374512,2019-01-25
44.772438,33.863102,2019-01-25
47.860443,35.142239,2019-01-25
44.772797,33.86121,2019-01-26
44.772606,33.860001,2019-01-26
44.773136,33.859539,2019-01-27
47.627762,34.318817,2019-01-27
47.627029,34.324089,2019-01-27
47.162262,37.562084,2019-01-28
47.879086,35.191185,2019-01-28
47.096432,37.603745,2019-01-28
47.092987,37.602783,2019-01-28
47.102718,37.582436,2019-01-28
47.162891,37.558826,2019-01-28
45.984226,29.469736,2019-01-29
45.980938,29.470848,2019-01-29
45.983402,29.464767,2019-01-29
45.980118,29.465879,2019-01-29
47.092995,37.605247,2019-01-31
47.10445,37.589916,2019-01-31
47.099796,37.609615,2019-02-01
47.08802,37.603935,2019-02-01
47.094284,37.595634,2019-02-01
47.869755,35.166847,2019-02-01
47.870522,35.167137,2019-02-01
47.866985,35.165543,2019-02-01
47.095882,37.607677,2019-02-01
47.880089,35.191681,2019-02-01
47.093109,37.600746,2019-02-01
47.876534,35.156502,2019-02-01
47.156055,37.53093,2019-02-01
47.091953,37.605808,2019-02-01
44.941605,34.257511,2019-02-03
47.870987,33.389858,2019-02-03
45.380356,34.952419,2019-02-04
45.381073,34.957325,2019-02-04
47.87907,35.190666,2019-02-04
48.519875,34.630524,2019-02-04
48.519333,34.632504,2019-02-04
47.866642,35.150284,2019-02-04
51.286995,28.435467,2019-02-04
45.378,34.9448,2019-02-04
45.3797,34.9582,2019-02-04
48.167542,37.703121,2019-02-05
47.152576,37.52808,2019-02-05
47.096546,37.593262,2019-02-05
48.173729,37.696583,2019-02-05
47.158691,37.528503,2019-02-05
47.154076,37.533886,2019-02-05
