OBLAST_ID,ACQ_DATE,TEMPERATURE_2M_MAX (°C),TEMPERATURE_2M_MIN (°C),TEMPERATURE_2M_MEAN (°C),RAIN_SUM (MM),SNOWFALL_SUM (CM),WIND_DIRECTION_10M_DOMINANT (°),CLOUD_COVER (%),YEAR
UA65,2023-07-22,26.9855,19.0355,22.577166,0.7,0.0,310.96066,30.204168,2023
UA40,2023-07-22,27.967001,20.867,24.523254,0.4,0.0,336.84134,3.0125,2023
UA09,2023-07-22,23.925999,17.425999,20.717667,2.8999999,0.0,330.06833,38.537502,2023
UA07,2023-07-22,24.413,12.763,19.558834,0.0,0.0,255.60123,38.7375,2023
UA05,2023-07-22,24.052,14.402,19.381166,0.0,0.0,314.5539,57.587498,2023
UA21,2023-07-22,25.873001,13.973,20.725084,0.3,0.0,205.2011,36.966667,2023
UA48,2023-07-22,26.65,18.85,22.154165,0.0,0.0,317.02682,37.820835,2023
UA12,2023-07-22,25.036499,18.686499,21.6865,0.6,0.0,285.01108,49.412502,2023
UA14,2023-07-22,24.979,17.829,21.204,3.0999997,0.0,303.9435,46.575,2023
UA18,2023-07-22,23.422,14.372,18.813667,0.0,0.0,290.41797,63.77917,2023
UA23,2023-07-22,27.575998,19.376,23.39475,9.700001,0.0,304.64215,22.9125,2023
UA68,2023-07-22,23.2855,13.485499,18.806334,0.0,0.0,306.15826,54.920834,2023
UA61,2023-07-22,24.3195,13.2695,19.25908,0.1,0.0,286.46454,54.975002,2023
UA43,2023-07-22,30.078499,21.4285,25.032663,0.1,0.0,289.6098,5.0125003,2023
UA59,2023-07-22,21.9955,15.3955,18.35175,13.600001,0.0,331.78278,62.6375,2023
UA51,2023-07-22,27.705,19.705,23.519585,0.0,0.0,320.73465,27.087502,2023
UA35,2023-07-22,25.044,15.944,20.158583,0.0,0.0,324.9514,50.045837,2023
UA71,2023-07-23,27.734999,14.335,21.370415,0.0,0.0,223.88014,37.941666,2023
UA23,2023-07-23,27.626,17.026,22.40725,0.0,0.0,341.7828,45.729168,2023
UA30,2023-07-23,27.3575,13.6075,21.080418,0.0,0.0,216.67079,34.041668,2023
UA53,2023-07-23,26.374498,13.8245,20.207834,0.0,0.0,296.7838,21.699999,2023
UA07,2023-07-23,28.863,18.063,23.056747,0.70000005,0.0,216.3229,28.125,2023
UA51,2023-07-23,28.105,18.255001,23.45083,0.0,0.0,192.77553,17.2,2023
UA14,2023-07-23,25.479,16.779001,21.139418,0.0,0.0,336.3922,56.408337,2023
UA63,2023-07-23,25.286499,14.186501,20.257336,0.0,0.0,312.20502,49.104168,2023
UA40,2023-07-23,26.167,19.067001,22.785751,0.0,0.0,339.41782,29.425001,2023
UA43,2023-07-23,30.228498,18.6285,24.46808,0.0,0.0,331.85846,42.15,2023
UA09,2023-07-23,25.776,17.776,21.465582,0.6,0.0,339.5376,60.695835,2023
UA65,2023-07-23,28.1855,16.335499,22.737585,0.0,0.0,291.59174,15.250001,2023
UA12,2023-07-23,26.036499,15.686501,20.940664,0.0,0.0,304.793,30.683334,2023
UA18,2023-07-23,28.372002,15.222,21.880333,0.0,0.0,213.0264,12.275001,2023
UA68,2023-07-23,27.835499,14.235499,21.475082,0.2,0.0,210.95074,18.7625,2023
UA26,2023-07-23,28.936499,15.736501,22.521917,0.0,0.0,219.32388,17.0,2023
UA61,2023-07-23,28.719501,16.0695,22.26742,0.1,0.0,224.4224,17.550001,2023
UA77,2023-07-23,29.917501,14.8175,23.115416,0.1,0.0,232.72314,19.475,2023
UA74,2023-07-23,26.6785,13.8785,20.270164,2.6,0.0,216.77617,21.762499,2023
UA46,2023-07-23,27.841,17.941,22.42642,0.5,0.0,220.60765,21.325,2023
UA48,2023-07-23,28.9,16.15,22.697916,0.0,0.0,303.9011,17.4625,2023
UA05,2023-07-23,27.602,14.052,21.266582,0.0,0.0,210.4748,14.025001,2023
UA35,2023-07-23,27.294,12.944,21.069002,0.0,0.0,266.7755,20.254168,2023
UA32,2023-07-23,27.3575,13.6075,21.080418,0.0,0.0,216.67079,34.041668,2023
UA21,2023-07-23,28.973001,18.173,22.464668,3.4,0.0,132.45845,13.375,2023
UA56,2023-07-23,28.511,17.761,22.592249,0.6,0.0,220.42915,23.1875,2023
UA59,2023-07-23,24.3955,11.7955,19.126753,0.0,0.0,245.41321,44.087498,2023
UA09,2023-07-24,28.075998,13.426,21.634333,0.0,0.0,246.7698,31.050001,2023
UA07,2023-07-24,29.113,18.713001,23.042168,7.3,0.0,219.3938,34.6375,2023
UA74,2023-07-24,29.228498,17.7785,22.880579,0.6,0.0,186.87776,34.975002,2023
UA51,2023-07-24,28.355,21.105,24.682083,0.0,0.0,193.17653,6.2250004,2023
UA32,2023-07-24,30.5575,18.9575,24.40125,0.1,0.0,196.00156,18.8125,2023
UA63,2023-07-24,28.686499,14.5865,22.580248,0.0,0.0,192.84529,16.6,2023
UA61,2023-07-24,28.5195,19.219501,23.207,0.6,0.0,220.36444,21.1,2023
UA18,2023-07-24,29.822,18.272001,23.899084,2.3999999,0.0,202.38017,16.7875,2023
UA48,2023-07-24,28.75,20.15,24.59375,0.0,0.0,187.94026,12.925,2023
UA53,2023-07-24,29.1745,16.6745,23.395334,0.1,0.0,187.33847,22.387499,2023
UA46,2023-07-24,27.091,18.591,21.903502,20.800001,0.0,214.17778,32.225002,2023
UA68,2023-07-24,28.0355,17.3855,23.175081,1.5000001,0.0,199.94908,19.2625,2023
UA26,2023-07-24,27.9865,19.286499,23.846914,0.1,0.0,196.93216,23.200003,2023
UA77,2023-07-24,32.067497,19.667501,25.615417,0.9,0.0,221.51659,17.675001,2023
UA35,2023-07-24,31.744,17.544,24.47525,0.0,0.0,187.76265,4.85,2023
UA43,2023-07-24,30.9285,17.9285,24.801414,0.0,0.0,236.12823,7.9625,2023
UA05,2023-07-24,30.052,17.952,24.14158,0.1,0.0,198.50816,11.150001,2023
UA21,2023-07-24,27.373001,18.973001,22.375086,23.800001,0.0,136.04549,48.2625,2023
UA59,2023-07-24,27.6455,17.1455,22.828835,0.0,0.0,192.27406,23.112501,2023
UA71,2023-07-24,31.234999,18.335,24.778748,0.3,0.0,191.24727,10.5,2023
UA23,2023-07-24,31.526,16.726,24.590584,0.0,0.0,194.67854,6.5500007,2023
UA56,2023-07-24,28.211,19.111,22.763083,4.1,0.0,214.92413,25.925001,2023
UA14,2023-07-24,27.829,14.479,21.804,0.0,0.0,196.46599,12.662499,2023
UA40,2023-07-24,26.867,17.267,22.696169,0.0,0.0,191.60071,0.70000005,2023
UA65,2023-07-24,29.3855,19.6355,24.41883,0.0,0.0,198.67065,10.8125,2023
UA12,2023-07-24,29.3865,17.536499,23.690666,0.0,0.0,186.47105,12.5,2023
UA30,2023-07-24,30.5575,18.9575,24.40125,0.1,0.0,196.00156,18.8125,2023
UA48,2023-07-25,29.65,22.75,25.816666,0.0,0.0,183.7053,15.037499,2023
UA53,2023-07-25,30.874498,20.474499,25.36825,0.70000005,0.0,191.86299,16.35,2023
UA77,2023-07-25,24.817501,17.8675,20.671665,8.599999,0.0,298.53064,45.175003,2023
UA74,2023-07-25,25.3785,19.4285,22.330582,1.2,0.0,228.36067,35.3375,2023
UA68,2023-07-25,24.085499,16.5355,20.000082,0.90000004,0.0,274.48184,34.725002,2023
UA30,2023-07-25,25.9575,19.5575,22.961668,16.199999,0.0,231.02887,25.712502,2023
UA12,2023-07-25,31.4865,21.286499,25.761497,0.0,0.0,184.5267,8.825,2023
UA05,2023-07-25,25.502,19.202,21.983252,5.2999997,0.0,257.75266,28.800001,2023
UA21,2023-07-25,24.273,15.473,19.393835,6.6,0.0,336.16663,55.645832,2023
UA07,2023-07-25,23.563,15.613,18.990084,7.5,0.0,304.35666,62.9375,2023
UA65,2023-07-25,30.6855,21.835499,25.958414,0.0,0.0,184.08209,11.25,2023
UA35,2023-07-25,30.944,21.044,25.591913,0.0,0.0,187.75323,19.2125,2023
UA51,2023-07-25,28.155,23.305,25.580002,0.0,0.0,181.74399,10.8,2023
UA56,2023-07-25,23.911001,16.861,19.865166,4.5000005,0.0,295.8624,62.420834,2023
UA26,2023-07-25,22.9865,16.4865,19.586498,2.1,0.0,305.2325,42.7625,2023
UA18,2023-07-25,24.022001,18.722,21.307419,0.2,0.0,238.71056,35.187504,2023
UA40,2023-07-25,29.167,22.217001,25.817001,0.0,0.0,156.33717,0.1875,2023
UA09,2023-07-25,30.575998,17.075998,24.467665,0.0,0.0,197.73108,2.1125002,2023
UA14,2023-07-25,31.079,19.379002,25.120668,0.0,0.0,191.2325,4.275,2023
UA59,2023-07-25,29.1955,19.845499,23.153837,10.7,0.0,191.51999,22.9375,2023
UA71,2023-07-25,29.435,20.984999,24.095415,15.1,0.0,202.18262,27.525002,2023
UA46,2023-07-25,21.640999,14.990999,17.738916,4.5999994,0.0,293.25742,62.274998,2023
UA63,2023-07-25,31.186499,19.5865,25.492752,2.5,0.0,190.74484,15.575001,2023
UA32,2023-07-25,25.9575,19.5575,22.961668,16.199999,0.0,231.02887,25.712502,2023
UA23,2023-07-25,31.075998,19.976,25.776,0.0,0.0,168.9036,17.6375,2023
UA43,2023-07-25,35.9285,19.728498,27.607668,0.0,0.0,151.39664,13.504167,2023
UA61,2023-07-25,24.4195,15.7695,19.636168,0.4,0.0,274.61462,50.941666,2023
UA56,2023-07-26,18.161001,14.211,16.144333,4.6999993,0.0,300.60074,80.32083,2023
UA40,2023-07-26,31.067001,21.517,26.952423,5.2,0.0,142.45555,0.0,2023
UA53,2023-07-26,29.5745,19.9245,24.295332,1.5000001,0.0,189.41214,32.8,2023
UA30,2023-07-26,23.7075,16.8075,19.717918,6.3,0.0,268.53122,51.954166,2023
UA12,2023-07-26,31.536499,20.436499,25.665667,0.0,0.0,188.24171,14.212501,2023
UA63,2023-07-26,32.6865,20.186499,25.992746,0.0,0.0,172.04185,18.8875,2023
UA32,2023-07-26,23.7075,16.8075,19.717918,6.3,0.0,268.53122,51.954166,2023
UA46,2023-07-26,18.140999,12.691,14.693082,2.7999995,0.0,303.1215,73.333336,2023
UA21,2023-07-26,20.723001,13.073,17.058416,0.4,0.0,310.25546,69.5875,2023
UA14,2023-07-26,33.079002,20.579,26.606085,0.0,0.0,159.16547,5.0625005,2023
UA74,2023-07-26,22.1785,17.8785,19.782663,17.2,0.0,237.21849,65.59583,2023
UA48,2023-07-26,26.2,18.8,22.462502,22.6,0.0,253.50085,14.4875,2023
UA61,2023-07-26,16.969501,13.5695,15.0945015,0.2,0.0,304.40567,80.67083,2023
UA51,2023-07-26,25.105,16.755001,21.471664,24.200003,0.0,309.4069,20.4125,2023
UA07,2023-07-26,17.563,13.313,15.283833,10.0,0.0,310.4113,74.895836,2023
UA09,2023-07-26,33.276,19.325998,26.498917,0.0,0.0,146.49988,1.2,2023
UA71,2023-07-26,23.885,17.685,21.245417,6.3999996,0.0,262.30637,43.033337,2023
UA26,2023-07-26,17.4865,13.736501,15.328168,1.9000001,0.0,304.38034,86.49167,2023
UA77,2023-07-26,19.067501,14.7675,16.809168,0.0,0.0,307.4427,59.229168,2023
UA23,2023-07-26,31.726,21.675999,26.530165,0.1,0.0,155.22488,3.1375,2023
UA68,2023-07-26,16.9355,14.0355,15.793832,0.90000004,0.0,299.45624,71.63334,2023
UA05,2023-07-26,19.802,15.252,17.68117,0.9000001,0.0,295.0438,53.183334,2023
UA18,2023-07-26,20.172,15.322,17.807419,0.5,0.0,283.75452,81.13333,2023
UA43,2023-07-26,31.9285,20.578499,25.636831,4.4,0.0,334.04443,0.22500001,2023
UA35,2023-07-26,25.344,17.544,21.72525,15.0,0.0,241.59125,23.212502,2023
UA65,2023-07-26,27.8855,19.335499,22.864664,9.000001,0.0,245.00545,8.225,2023
UA59,2023-07-26,28.845499,19.2455,23.218416,2.6,0.0,185.3605,37.500004,2023
UA23,2023-07-27,21.175999,17.626,19.851002,26.600004,0.0,291.02615,33.641666,2023
UA61,2023-07-27,23.869501,11.169499,17.259085,0.0,0.0,257.05853,62.6375,2023
UA12,2023-07-27,22.286499,18.7365,20.2865,27.500002,0.0,336.9905,35.12917,2023
UA71,2023-07-27,22.835,16.035,18.857914,10.5,0.0,319.86395,78.791664,2023
UA48,2023-07-27,24.6,15.9,19.645834,6.2999997,0.0,312.97983,79.34167,2023
UA74,2023-07-27,22.3785,15.1785,18.388916,0.0,0.0,316.55838,76.816666,2023
UA05,2023-07-27,24.102,12.502,18.48325,0.0,0.0,300.67188,81.8375,2023
UA07,2023-07-27,22.613,10.912999,16.535917,1.0,0.0,230.29776,64.012505,2023
UA09,2023-07-27,29.075998,18.526,23.36975,2.5,0.0,160.88019,6.2125,2023
UA26,2023-07-27,23.786499,10.0365,17.532331,0.5,0.0,237.2783,58.608334,2023
UA77,2023-07-27,25.067501,11.7175,19.071665,0.0,0.0,277.9413,60.608334,2023
UA51,2023-07-27,25.255001,16.055,20.33625,2.7,0.0,307.54532,85.93334,2023
UA59,2023-07-27,20.4955,17.0455,18.866335,5.1,0.0,325.68115,45.837498,2023
UA18,2023-07-27,23.422,12.572,18.336582,0.0,0.0,297.7142,80.425,2023
UA35,2023-07-27,22.994,15.2439995,18.335665,15.2,0.0,322.71597,79.38333,2023
UA68,2023-07-27,22.9355,11.0355,17.377167,0.0,0.0,280.58786,75.125,2023
UA43,2023-07-27,24.228498,16.728498,20.568079,16.800003,0.0,288.87704,39.908337,2023
UA40,2023-07-27,22.567001,18.217001,20.73575,21.200003,0.0,294.80612,41.600002,2023
UA53,2023-07-27,19.7745,17.0745,18.522417,6.8,0.0,327.3362,46.925003,2023
UA32,2023-07-27,23.0575,14.907499,18.484585,0.0,0.0,312.89127,93.90833,2023
UA46,2023-07-27,21.941,10.891,16.374334,1.7,0.0,231.65915,50.004166,2023
UA21,2023-07-27,22.073,13.373,17.839666,1.2,0.0,124.72193,17.6,2023
UA14,2023-07-27,25.079,17.679,21.374838,25.300001,0.0,173.21109,9.450001,2023
UA30,2023-07-27,23.0575,14.907499,18.484585,0.0,0.0,312.89127,93.90833,2023
UA63,2023-07-27,23.8365,18.9865,21.042746,12.300001,0.0,330.54224,30.1625,2023
UA56,2023-07-27,23.611,11.061001,17.167248,0.0,0.0,248.2939,61.162502,2023
UA65,2023-07-27,24.7355,16.0355,19.808414,9.600001,0.0,308.58414,59.045834,2023
UA35,2023-07-28,26.094,12.544,19.710665,0.1,0.0,282.12433,48.0125,2023
UA23,2023-07-28,27.026,15.576,21.746834,0.0,0.0,272.01517,66.4625,2023
UA21,2023-07-28,26.123001,16.773,20.998003,3.6999998,0.0,126.081406,48.96667,2023
UA32,2023-07-28,24.7575,15.907501,20.067919,0.5,0.0,282.49197,41.979168,2023
UA56,2023-07-28,24.311,15.061001,19.625584,1.0000001,0.0,279.08698,31.920835,2023
UA07,2023-07-28,24.213001,15.363,19.719252,0.8,0.0,271.7004,39.6375,2023
UA71,2023-07-28,25.635,14.035001,20.139164,0.4,0.0,282.20715,45.645832,2023
UA18,2023-07-28,25.072,14.722,20.044918,0.70000005,0.0,279.14398,29.75,2023
UA77,2023-07-28,27.317501,14.867499,21.929998,0.2,0.0,281.94037,29.825003,2023
UA63,2023-07-28,24.936499,16.1365,20.528168,0.2,0.0,304.81836,80.925,2023
UA51,2023-07-28,27.705,16.605,21.996664,0.0,0.0,225.81099,15.829166,2023
UA30,2023-07-28,24.7575,15.907501,20.067919,0.5,0.0,282.49197,41.979168,2023
UA14,2023-07-28,24.879002,16.429,20.262335,4.7,0.0,285.95776,74.19584,2023
UA05,2023-07-28,26.252,15.202,20.854086,0.0,0.0,278.9027,37.6375,2023
UA68,2023-07-28,25.6855,14.5855,20.198,0.0,0.0,279.3601,42.670834,2023
UA74,2023-07-28,23.078499,13.778501,18.8035,1.5,0.0,273.91943,34.145832,2023
UA61,2023-07-28,26.0195,14.8195,20.611164,0.0,0.0,271.23196,33.354168,2023
UA26,2023-07-28,26.3865,14.986501,21.219833,0.0,0.0,260.23676,36.600002,2023
UA43,2023-07-28,27.6285,17.478498,22.60975,0.0,0.0,268.42032,50.962498,2023
UA65,2023-07-28,27.1855,14.485499,21.602165,0.0,0.0,255.90431,51.266666,2023
UA46,2023-07-28,25.241,15.391,20.161833,0.1,0.0,251.30682,37.045834,2023
UA12,2023-07-28,24.6365,16.436499,20.701084,0.0,0.0,284.18365,62.075,2023
UA48,2023-07-28,28.4,14.25,21.460419,0.0,0.0,260.53772,47.6125,2023
UA53,2023-07-28,24.3245,14.0745,19.520334,0.90000004,0.0,289.35086,67.495834,2023
UA40,2023-07-28,24.317001,19.217001,22.331583,0.4,0.0,263.18185,46.2625,2023
UA09,2023-07-28,24.575998,17.126,20.184334,0.7,0.0,280.28952,47.987503,2023
UA59,2023-07-28,23.595499,14.3455,19.145498,0.0,0.0,304.20514,75.63334,2023
UA51,2023-07-29,27.705,18.455,23.17375,0.0,0.0,209.10037,10.5,2023
UA77,2023-07-29,28.0175,17.7675,22.290413,1.8000001,0.0,277.0924,25.087502,2023
UA09,2023-07-29,27.026,15.626,22.001,0.1,0.0,275.7,52.8125,2023
UA35,2023-07-29,27.894,15.2439995,22.023169,0.0,0.0,252.64587,23.699999,2023
UA56,2023-07-29,25.811,16.911001,21.115168,1.7,0.0,248.43877,32.325,2023
UA14,2023-07-29,26.579,16.179,21.689417,0.4,0.0,263.99106,39.920834,2023
UA61,2023-07-29,25.969501,16.8195,21.146584,0.6,0.0,261.37488,25.074999,2023
UA65,2023-07-29,28.9855,19.1855,23.787582,0.0,0.0,249.0989,9.45,2023
UA48,2023-07-29,29.25,16.95,23.304167,0.0,0.0,228.91167,11.875,2023
UA12,2023-07-29,26.8865,17.786499,22.671919,0.0,0.0,286.88434,11.025001,2023
UA59,2023-07-29,24.4455,15.5455,19.822586,0.0,0.0,282.3101,15.216667,2023
UA18,2023-07-29,26.222,15.022,20.601168,4.8999996,0.0,211.25713,14.75,2023
UA46,2023-07-29,24.591,17.640999,20.7035,0.90000004,0.0,253.73088,23.574999,2023
UA21,2023-07-29,24.873001,17.673,20.318838,5.3999996,0.0,116.76868,35.575,2023
UA74,2023-07-29,24.5285,13.778501,19.46808,0.90000004,0.0,217.35965,19.574999,2023
UA40,2023-07-29,25.767,16.217001,21.300333,0.0,0.0,349.046,7.25,2023
UA63,2023-07-29,26.1365,16.186499,21.094831,0.0,0.0,297.7892,16.824999,2023
UA71,2023-07-29,26.285,16.484999,21.624582,0.3,0.0,123.96765,24.266668,2023
UA43,2023-07-29,29.228498,18.0285,23.5535,0.2,0.0,265.19214,6.6375003,2023
UA32,2023-07-29,26.0575,14.157499,19.982504,7.4,0.0,193.69963,23.875,2023
UA30,2023-07-29,26.0575,14.157499,19.982504,7.4,0.0,193.69963,23.875,2023
UA68,2023-07-29,26.4855,16.2355,21.289663,0.0,0.0,246.76382,16.7875,2023
UA26,2023-07-29,26.286499,16.9865,21.336496,0.6,0.0,264.7598,26.612501,2023
UA53,2023-07-29,25.4245,16.2745,21.0745,0.0,0.0,297.77838,12.1375,2023
UA05,2023-07-29,27.552,15.652,21.985334,0.1,0.0,225.31831,9.7375,2023
UA07,2023-07-29,24.513,16.663,20.623419,0.70000005,0.0,255.96371,38.3625,2023
UA23,2023-07-29,28.425999,18.075998,23.373917,0.0,0.0,286.31693,22.087502,2023
UA65,2023-07-30,29.7355,19.1855,23.941748,0.0,0.0,243.12889,11.275001,2023
UA26,2023-07-30,24.786499,15.8865,20.324,0.6,0.0,302.92984,45.600002,2023
UA43,2023-07-30,29.4285,17.328499,24.082666,0.0,0.0,44.70918,9.625,2023
UA53,2023-07-30,25.4245,18.2745,21.137,12.0,0.0,178.40884,23.804169,2023
UA12,2023-07-30,29.036499,19.3865,23.91775,0.5,0.0,202.01707,12.212501,2023
UA74,2023-07-30,24.6785,17.228498,20.705582,0.3,0.0,292.8148,45.079166,2023
UA46,2023-07-30,23.791,16.241,19.780582,2.2000003,0.0,277.30048,56.633335,2023
UA18,2023-07-30,25.022001,16.622002,21.005333,0.3,0.0,321.34015,44.079166,2023
UA14,2023-07-30,28.329,15.979,22.683168,0.2,0.0,125.39486,14.1875,2023
UA63,2023-07-30,27.3865,15.8365,21.438583,0.5,0.0,177.85085,11.825,2023
UA32,2023-07-30,24.407501,16.7575,20.259584,2.3000002,0.0,285.22217,32.245834,2023
UA56,2023-07-30,25.911001,17.461,20.86725,2.6999998,0.0,276.7729,46.175003,2023
UA21,2023-07-30,25.073,16.523,20.447998,0.2,0.0,342.28113,60.787502,2023
UA35,2023-07-30,26.494,19.094,21.612747,7.8999996,0.0,221.93565,29.375,2023
UA05,2023-07-30,23.652,17.352,19.747835,5.7,0.0,317.03088,38.662502,2023
UA09,2023-07-30,29.376,14.626,22.780169,0.0,0.0,21.092379,13.912499,2023
UA77,2023-07-30,25.667501,16.9675,21.37375,0.2,0.0,317.38995,31.150002,2023
UA68,2023-07-30,24.3855,16.6355,20.639666,0.5,0.0,335.68198,46.325,2023
UA07,2023-07-30,25.613,16.063,20.308836,0.2,0.0,272.08722,51.925003,2023
UA40,2023-07-30,26.967001,17.967001,22.939919,0.5,0.0,355.4776,3.9875002,2023
UA30,2023-07-30,24.407501,16.7575,20.259584,2.3000002,0.0,285.22217,32.245834,2023
UA71,2023-07-30,25.685,18.535,21.384996,6.2,0.0,270.22556,34.404167,2023
UA48,2023-07-30,29.25,19.35,23.793749,0.0,0.0,215.59395,15.850001,2023
UA51,2023-07-30,26.205,17.905,22.509165,0.0,0.0,201.35576,15.425,2023
UA23,2023-07-30,29.976,17.575998,24.450996,0.0,0.0,271.6748,13.325001,2023
UA61,2023-07-30,25.0695,16.1695,20.68825,2.3999999,0.0,307.21304,49.175003,2023
UA59,2023-07-30,25.6455,16.9455,20.180916,6.6999993,0.0,184.9391,29.3125,2023
UA59,2023-07-31,25.9955,17.7455,20.52675,7.1,0.0,203.62933,66.49167,2023
UA71,2023-07-31,24.885,18.635,21.053747,20.300001,0.0,176.53188,71.61667,2023
UA14,2023-07-31,30.629002,18.079,24.399836,0.1,0.0,120.85759,14.925,2023
UA05,2023-07-31,26.952,15.052,21.266584,0.0,0.0,204.31232,61.583332,2023
UA09,2023-07-31,29.626,16.325998,23.607248,0.1,0.0,91.25442,10.725001,2023
UA26,2023-07-31,26.936499,15.186501,21.286497,0.0,0.0,188.84488,23.837502,2023
UA46,2023-07-31,25.640999,14.341,20.376415,0.5,0.0,203.54582,22.5,2023
UA12,2023-07-31,27.2365,19.786499,23.688583,2.0,0.0,8.063138,22.337502,2023
UA48,2023-07-31,29.6,18.95,23.800001,1.6,0.0,315.8549,23.425001,2023
UA63,2023-07-31,26.786499,17.5865,22.059416,1.6,0.0,33.231686,50.979168,2023
UA40,2023-07-31,28.667,19.617,24.000338,0.0,0.0,15.825279,12.3625,2023
UA68,2023-07-31,26.335499,14.6355,21.045916,0.8,0.0,184.39865,45.4375,2023
UA43,2023-07-31,30.078499,19.6285,24.64933,1.4000001,0.0,311.8891,14.837501,2023
UA77,2023-07-31,27.667501,16.567501,22.334167,0.1,0.0,165.03777,44.625,2023
UA23,2023-07-31,32.126,19.526,25.755165,0.0,0.0,122.5382,18.5,2023
UA61,2023-07-31,27.469501,14.0195,21.319498,0.3,0.0,201.21805,35.2125,2023
UA35,2023-07-31,28.094,16.894,21.377329,3.5,0.0,146.92928,57.270832,2023
UA65,2023-07-31,30.1355,18.3855,24.164665,1.2,0.0,282.32248,21.400002,2023
UA51,2023-07-31,27.505001,19.405,23.005,0.2,0.0,245.647,36.6375,2023
UA32,2023-07-31,26.157501,16.8075,21.605417,0.2,0.0,156.2505,63.970837,2023
UA30,2023-07-31,26.157501,16.8075,21.605417,0.2,0.0,156.2505,63.970837,2023
UA21,2023-07-31,26.623001,16.023,21.504251,0.0,0.0,141.34016,38.533333,2023
UA74,2023-07-31,26.478498,16.2785,21.384748,0.1,0.0,161.44487,57.55417,2023
UA53,2023-07-31,26.2745,17.0245,21.728666,0.7,0.0,79.07724,57.175003,2023
UA56,2023-07-31,27.161001,14.661,21.433916,0.0,0.0,194.75984,38.15417,2023
UA18,2023-07-31,26.922,14.972,21.453249,0.1,0.0,187.03331,50.875,2023
UA07,2023-07-31,26.413,14.263,20.979668,0.0,0.0,194.49568,29.241669,2023
UA74,2023-08-01,27.1285,17.2785,21.653498,0.4,0.0,156.95036,19.112501,2023
UA14,2023-08-01,27.179,18.679,23.218584,4.2999997,0.0,66.64925,29.987503,2023
UA46,2023-08-01,22.841,16.791,19.591002,10.600001,0.0,256.54626,32.787502,2023
UA56,2023-08-01,22.311,16.611,19.917248,3.3999999,0.0,256.80188,23.275002,2023
UA18,2023-08-01,26.972,17.622002,20.786581,17.0,0.0,178.6386,12.6125,2023
UA51,2023-08-01,25.955,18.655,22.692497,0.0,0.0,201.5303,26.737501,2023
UA61,2023-08-01,23.1695,16.6695,20.034082,7.6999993,0.0,251.61937,22.362501,2023
UA63,2023-08-01,26.786499,17.8365,22.411499,1.3000001,0.0,125.93724,35.25417,2023
UA12,2023-08-01,28.5865,19.786499,23.859413,1.1,0.0,181.59741,28.150002,2023
UA65,2023-08-01,29.585499,18.4855,24.333418,0.0,0.0,251.35376,18.825,2023
UA40,2023-08-01,27.667,19.617,23.831583,0.0,0.0,259.47922,20.85,2023
UA59,2023-08-01,26.9955,15.9955,21.522585,2.0,0.0,131.53485,56.274998,2023
UA32,2023-08-01,27.4575,17.2075,21.3825,9.099999,0.0,165.63072,17.8875,2023
UA53,2023-08-01,28.1745,17.0745,22.384916,0.8000001,0.0,140.47739,45.208332,2023
UA21,2023-08-01,24.973001,18.173,21.4105,2.9999998,0.0,199.88521,40.6125,2023
UA35,2023-08-01,28.394,16.294,22.489832,0.1,0.0,191.64894,43.629166,2023
UA77,2023-08-01,24.5175,18.667501,21.43,9.8,0.0,235.70393,18.9625,2023
UA07,2023-08-01,22.513,16.463001,19.290083,7.1000004,0.0,228.11092,26.312502,2023
UA48,2023-08-01,29.75,18.3,24.09167,0.0,0.0,222.7905,20.7,2023
UA09,2023-08-01,29.376,19.175999,22.58225,6.0,0.0,31.733526,31.200003,2023
UA30,2023-08-01,27.4575,17.2075,21.3825,9.099999,0.0,165.63072,17.8875,2023
UA71,2023-08-01,27.734999,16.835,22.749582,0.2,0.0,186.58612,54.483334,2023
UA43,2023-08-01,31.1285,19.478498,25.413918,0.2,0.0,265.57388,17.875002,2023
UA26,2023-08-01,23.686499,16.6365,20.015667,18.300003,0.0,279.6563,22.7875,2023
UA05,2023-08-01,26.502,17.202,20.435335,6.3999996,0.0,189.3578,17.079166,2023
UA68,2023-08-01,25.7855,16.3855,20.454247,3.6,0.0,201.90196,14.175,2023
UA23,2023-08-01,31.126,18.675999,25.342667,0.0,0.0,238.01324,9.462501,2023
UA71,2023-08-02,27.234999,18.185,22.722502,0.2,0.0,275.43396,31.650002,2023
UA32,2023-08-02,26.6075,16.5075,21.359587,0.0,0.0,252.34978,31.750002,2023
UA23,2023-08-02,29.976,20.575998,25.1135,0.90000004,0.0,271.3666,19.3875,2023
UA68,2023-08-02,27.6355,14.235499,21.360498,0.0,0.0,192.27309,40.420834,2023
UA09,2023-08-02,30.325998,17.425999,23.2135,2.5,0.0,235.23679,38.325,2023
UA05,2023-08-02,27.652,13.752,21.181166,0.0,0.0,226.62016,43.912502,2023
UA63,2023-08-02,28.286499,18.186499,23.486498,2.1,0.0,165.21504,20.95,2023
UA46,2023-08-02,26.791,16.791,21.011835,5.5999994,0.0,204.38547,47.570835,2023
UA35,2023-08-02,27.744,17.544,22.733583,0.0,0.0,276.93652,37.0,2023
UA21,2023-08-02,27.923,17.323,21.631334,6.6,0.0,128.20216,37.158337,2023
UA51,2023-08-02,26.705,18.955,23.102915,0.2,0.0,169.8332,25.675001,2023
