OBLAST_ID,ACQ_DATE,TEMPERATURE_2M_MAX (°C),TEMPERATURE_2M_MIN (°C),TEMPERATURE_2M_MEAN (°C),RAIN_SUM (MM),SNOWFALL_SUM (CM),WIND_DIRECTION_10M_DOMINANT (°),CLOUD_COVER (%),YEAR
UA05,2023-02-01,3.902,-2.0479999,0.4061667,0.2,0.49,244.61888,73.708336,2023
UA48,2023-02-01,5.6,-2.85,0.3708333,0.0,0.0,216.86995,53.912502,2023
UA12,2023-02-01,4.2365,-1.4135,0.34483328,0.0,1.68,200.4294,97.37083,2023
UA71,2023-02-01,3.435,-1.7149999,0.4287499,0.1,0.42000002,228.4448,87.20416,2023
UA51,2023-02-01,4.6549997,-1.745,0.8904166,0.0,0.0,229.76369,25.158333,2023
UA61,2023-02-01,3.1695,-0.8305,1.1028334,0.39999992,2.8000002,260.4394,77.566666,2023
UA56,2023-02-01,3.261,-2.489,0.8276667,0.8,1.26,249.54268,82.6,2023
UA09,2023-02-01,2.676,-2.524,-0.54274994,0.0,0.42000002,206.08163,80.86667,2023
UA21,2023-02-01,6.573,-1.327,1.6855001,1.8,1.6099999,178.86565,70.833336,2023
UA18,2023-02-01,2.972,-1.778,0.59700006,0.3,0.70000005,244.03595,85.5375,2023
UA07,2023-02-01,3.263,0.063,1.2963334,1.3000002,1.4000001,251.44313,91.02917,2023
UA77,2023-02-01,5.2175,-1.4825001,1.6008333,0.1,1.47,262.55637,66.6875,2023
UA53,2023-02-01,2.3245,-2.0755,-0.34008336,0.1,0.77,203.66313,95.479164,2023
UA65,2023-02-01,6.3355002,-2.9645,0.79383326,0.1,0.0,219.10934,45.07083,2023
UA40,2023-02-01,7.267,0.517,4.3440833,1.1,0.0,208.38942,83.583336,2023
UA63,2023-02-01,2.4864998,-4.0635,-0.85933334,0.0,1.12,186.09874,94.51666,2023
UA09,2023-02-02,4.326,-3.524,-0.82191664,0.0,0.0,181.26694,73.604164,2023
UA18,2023-02-02,0.322,-4.078,-1.1821667,0.099999994,0.90999997,296.84564,73.23333,2023
UA61,2023-02-02,0.8195,-3.0805,-0.8825832,0.100000024,0.98,297.23016,99.85834,2023
UA07,2023-02-02,0.763,-1.987,-0.61200005,0.19999999,1.2600001,299.5179,92.74167,2023
UA48,2023-02-02,5.15,-2.95,0.23541673,0.5,0.35,253.16243,27.337502,2023
UA23,2023-02-02,4.226,-2.224,0.30308333,0.70000005,0.63,146.70642,21.970833,2023
UA05,2023-02-02,0.852,-2.448,-0.7375834,0.0,0.63,301.7324,75.424995,2023
UA53,2023-02-02,3.1245,-3.0755,-0.117166646,0.19999999,1.4000001,196.45009,89.4625,2023
UA71,2023-02-02,3.735,-2.4650002,-0.11916667,0.5,0.7,260.91373,83.254166,2023
UA30,2023-02-02,1.4575,-2.7425,-0.98416656,0.0,0.84000003,282.7702,69.0875,2023
UA56,2023-02-02,0.711,-3.289,-1.0119166,0.1,1.61,302.08212,88.35834,2023
UA68,2023-02-02,0.3355,-4.7145,-1.22075,0.0,1.4000001,303.07455,90.895836,2023
UA51,2023-02-02,5.205,-3.0449998,0.39874995,0.0,0.0,297.30542,10.8125,2023
UA14,2023-02-02,5.179,-3.071,-0.5668333,0.1,0.0,178.23552,69.9,2023
UA12,2023-02-02,4.9365,-1.9135,0.37191665,0.20000002,0.56,185.5401,59.5625,2023
UA26,2023-02-02,2.1865,-1.1135,0.31983334,0.10000001,0.63,294.1114,88.166664,2023
UA43,2023-02-02,6.0285,-1.8215001,0.60349995,0.3,0.0,259.21576,21.275,2023
UA40,2023-02-02,5.9170003,3.2670002,4.667,5.0,0.42,283.22452,48.020832,2023
UA74,2023-02-02,1.2284999,-2.8715,-0.9027501,0.0,0.84,280.21738,77.51667,2023
UA32,2023-02-02,1.4575,-2.7425,-0.98416656,0.0,0.84000003,282.7702,69.0875,2023
UA63,2023-02-02,2.6865,-2.8135,-0.09058339,0.100000024,1.05,193.85916,89.487495,2023
UA59,2023-02-02,1.4455,-2.4045,-0.40241656,0.0,2.1000001,195.33868,95.12083,2023
UA21,2023-02-02,3.273,-1.227,0.88549995,0.20000002,6.3,269.08334,82.4,2023
UA65,2023-02-02,6.2855,-2.9145,0.49383333,0.5,0.21000001,223.19601,14.200001,2023
UA35,2023-02-02,5.094,-3.606,0.11275006,1.2,3.5700002,254.16753,73.75833,2023
UA46,2023-02-02,0.94100004,-1.459,-0.41108334,0.0,1.33,276.1315,96.14166,2023
UA77,2023-02-02,2.3675,-2.3825,0.39875004,0.1,0.21000001,298.72913,78.229164,2023
UA63,2023-02-03,0.4365,-2.4635,-0.99266654,0.0,0.21000001,125.63843,90.825005,2023
UA14,2023-02-03,1.429,-3.6210003,-1.2876667,0.0,0.7,123.936516,38.354168,2023
UA18,2023-02-03,-1.9779999,-5.728,-3.8425834,0.0,0.0,17.37983,89.38333,2023
UA32,2023-02-03,-1.1425,-4.7925,-2.7341669,0.0,0.14,344.40887,83.7125,2023
UA05,2023-02-03,0.052,-5.148,-3.1355,0.0,0.21000001,47.489613,89.20416,2023
UA09,2023-02-03,1.926,-4.924,-1.4073334,0.0,0.7,148.75832,65.604164,2023
UA61,2023-02-03,-1.8805,-5.6805,-3.068,0.0,4.830001,54.707397,92.26666,2023
UA59,2023-02-03,-0.1045,-4.1045003,-0.8482499,0.099999994,3.9899998,123.2936,95.6,2023
UA77,2023-02-03,-0.3325,-3.1825001,-1.6304165,0.0,2.2400002,48.905003,83.09583,2023
UA26,2023-02-03,-0.3135,-5.6135,-1.5843333,0.0,5.810001,45.385788,93.674995,2023
UA43,2023-02-03,4.8785,-3.6715,0.3618333,0.2,0.35000002,118.90505,50.80417,2023
UA65,2023-02-03,3.3355,-4.3145,-0.61866647,0.0,0.14,26.927574,37.795834,2023
UA35,2023-02-03,0.29399997,-3.156,-1.62475,0.1,0.0,331.11353,67.745834,2023
UA53,2023-02-03,-0.2255,-2.5755,-1.0921668,0.0,3.5699997,317.11526,86.52917,2023
UA21,2023-02-03,1.173,-4.3269997,-0.6228333,0.0,2.9400003,21.954403,81.450005,2023
UA07,2023-02-03,-1.137,-3.637,-2.2786667,0.0,3.01,36.85498,94.325005,2023
UA74,2023-02-03,-1.4215,-5.3215,-3.6069164,0.0,0.21000001,336.60675,85.34583,2023
UA46,2023-02-03,0.19100001,-6.309,-2.3548334,0.100000024,7.3500004,18.087452,96.68333,2023
UA51,2023-02-03,2.655,-3.395,0.02791665,0.0,0.56,57.298088,24.3125,2023
UA68,2023-02-03,-2.2645,-5.7645,-3.73325,0.0,1.4700001,57.065903,88.30833,2023
UA12,2023-02-03,0.9865,-1.4635,-0.12808332,0.0,1.61,272.5966,56.879166,2023
UA23,2023-02-03,2.576,-3.924,-0.48858336,0.0,0.07,256.47937,66.862495,2023
UA71,2023-02-03,1.135,-4.065,-1.8900002,0.0,0.28,319.26422,59.604168,2023
UA56,2023-02-03,-0.93899995,-4.439,-2.6806667,0.1,1.2600002,35.383156,94.8125,2023
UA30,2023-02-03,-1.1425,-4.7925,-2.7341669,0.0,0.14,344.40887,83.7125,2023
UA48,2023-02-03,2.9,-4.05,-0.87083346,0.0,0.0,24.483786,54.0625,2023
UA40,2023-02-03,5.517,1.817,3.9857495,3.1999998,0.77,175.51546,59.8625,2023
UA43,2023-02-04,1.8285,-0.1215,0.55349994,0.1,2.1000001,43.741066,63.25,2023
UA46,2023-02-04,-3.659,-6.909,-5.2256665,0.1,0.77,350.1232,93.49583,2023
UA51,2023-02-04,0.755,-3.095,-1.2533334,0.0,0.0,2.7419431,79.92917,2023
UA32,2023-02-04,-1.4925001,-4.8925,-2.97375,0.1,1.12,352.26712,96.24583,2023
UA63,2023-02-04,-0.7635,-3.5635,-2.221833,0.0,0.28,43.33169,94.17917,2023
UA68,2023-02-04,-3.3144999,-7.4645,-5.281167,0.0,1.4700003,353.9042,91.73334,2023
UA74,2023-02-04,-0.021500003,-3.7215002,-2.159,0.0,0.42,8.26956,89.31667,2023
UA65,2023-02-04,1.1355,-2.6145,-0.9624167,0.0,0.63,20.068043,55.875,2023
UA21,2023-02-04,-1.127,-11.577001,-5.954083,0.0,0.0,348.05875,90.5625,2023
UA26,2023-02-04,-2.3135,-5.7635,-4.465584,0.0,0.84,338.37918,88.55417,2023
UA05,2023-02-04,-1.698,-5.848,-3.9709165,0.0,0.48999998,353.06775,96.37917,2023
UA30,2023-02-04,-1.4925001,-4.8925,-2.97375,0.1,1.12,352.26712,96.24583,2023
UA12,2023-02-04,0.2865,-1.9634999,-1.201,0.0,0.07,23.34652,95.88333,2023
UA23,2023-02-04,2.726,-3.174,-0.9448333,0.0,0.21000001,30.891077,74.34167,2023
UA59,2023-02-04,-2.6045,-5.3545003,-3.6232502,0.0,0.0,43.090874,100.0,2023
UA40,2023-02-04,6.867,1.517,3.5503333,0.90000004,0.0,45.280674,83.691666,2023
UA07,2023-02-04,-1.637,-5.337,-3.4557502,0.1,0.56,355.0041,92.270836,2023
UA77,2023-02-04,-2.1325,-5.6825,-4.2825003,0.0,1.47,332.1956,99.32916,2023
UA71,2023-02-04,-0.114999995,-4.465,-2.6608336,0.0,1.05,351.34756,90.94583,2023
UA14,2023-02-04,0.629,-3.2210002,-1.5043331,0.0,0.07,50.074783,93.12083,2023
UA35,2023-02-04,-0.906,-4.106,-2.781,0.0,0.35000002,354.2838,96.012505,2023
UA18,2023-02-04,-2.178,-6.328,-3.9884164,0.0,0.7,352.2542,93.25833,2023
UA61,2023-02-04,-2.9805,-6.2805004,-4.9180007,0.0,0.63,345.89667,95.4125,2023
UA09,2023-02-04,0.376,-6.274,-2.6948335,0.0,0.0,57.91546,60.2,2023
UA53,2023-02-04,-0.77550006,-4.3255,-2.4921668,0.0,0.7,36.276722,99.666664,2023
UA48,2023-02-04,1.05,-2.9,-1.2145832,0.0,0.07,9.97764,63.220837,2023
UA56,2023-02-04,-1.839,-5.089,-3.5181665,0.0,0.97999996,354.4279,93.97083,2023
UA32,2023-02-05,-2.1925,-4.6425,-3.284167,0.0,0.42,2.0572577,97.825005,2023
UA68,2023-02-05,-3.8144999,-7.7145,-4.816583,0.0,0.28,355.38556,87.7125,2023
UA61,2023-02-05,-3.8305,-5.9305,-4.6200833,0.0,0.35,349.65665,92.270836,2023
UA12,2023-02-05,-0.4135,-3.7135,-2.1530833,0.0,0.28,29.512922,97.85,2023
UA21,2023-02-05,-0.577,-12.677,-7.597833,0.0,0.0,350.262,66.441666,2023
UA56,2023-02-05,-2.589,-5.189,-3.7660835,0.0,0.0,340.90643,91.48334,2023
UA09,2023-02-05,-1.5239999,-7.174,-3.771917,0.0,0.14,41.455166,94.87083,2023
UA43,2023-02-05,0.8285,-2.3215,-0.7256667,0.0,0.0,28.495565,92.78333,2023
UA26,2023-02-05,-2.0635,-5.6135,-4.0864167,0.0,0.14,336.35132,94.82083,2023
UA77,2023-02-05,-1.3325,-5.3824997,-3.4533331,0.0,1.6100003,338.51282,96.833336,2023
UA48,2023-02-05,1.35,-3.1,-1.1395832,0.0,0.28,16.129742,81.870834,2023
UA65,2023-02-05,0.48549998,-3.2145,-1.2603333,0.0,0.14,23.20911,88.53333,2023
UA07,2023-02-05,-2.887,-5.287,-3.90575,0.0,0.0,338.54443,90.90833,2023
UA30,2023-02-05,-2.1925,-4.6425,-3.284167,0.0,0.42,2.0572577,97.825005,2023
UA40,2023-02-05,2.5670002,-0.633,1.0732502,0.0,0.0,29.449648,94.09167,2023
UA14,2023-02-05,-1.071,-5.1210003,-2.8668334,0.0,0.0,38.376785,99.354164,2023
UA71,2023-02-05,-1.115,-3.765,-2.64,0.0,0.14,7.6464424,98.90417,2023
UA46,2023-02-05,-3.859,-7.209,-5.4506664,0.0,0.0,343.60077,89.98334,2023
UA63,2023-02-05,-0.7635,-4.9135003,-2.8843334,0.0,0.21000001,28.240267,99.6,2023
UA59,2023-02-05,-2.1045,-5.1545,-3.7482502,0.0,0.07,11.0985565,100.0,2023
UA05,2023-02-05,-2.248,-4.698,-3.2417498,0.0,0.56,5.529152,95.48334,2023
UA18,2023-02-05,-2.778,-5.178,-3.6675835,0.0,0.0,358.6626,95.450005,2023
UA51,2023-02-05,0.755,-2.595,-1.02625,0.0,0.21000001,11.256538,81.066666,2023
UA53,2023-02-05,-1.1755,-6.7755,-3.7963333,0.0,0.14,15.999353,95.25,2023
UA35,2023-02-05,-1.256,-3.7059999,-2.728917,0.0,0.90999997,9.879067,96.987495,2023
UA74,2023-02-05,-1.9714999,-4.5214996,-3.1131668,0.0,0.14,354.5841,93.02917,2023
UA23,2023-02-05,-0.024,-3.874,-1.8573335,0.0,0.0,29.8536,92.299995,2023
UA74,2023-02-06,-2.7215002,-7.9715,-4.3069167,0.0,0.56,77.36038,95.799995,2023
UA30,2023-02-06,-2.3425,-7.4425,-4.1091666,0.0,1.26,47.654247,95.025,2023
UA40,2023-02-06,-0.283,-3.533,-1.8080001,0.0,0.21000001,24.923677,93.36667,2023
UA12,2023-02-06,-1.6135,-6.0635,-4.4072504,0.0,0.0,34.66525,89.30833,2023
UA18,2023-02-06,-1.778,-6.728,-3.253,0.0,2.31,11.112995,91.612495,2023
UA59,2023-02-06,-6.1045003,-9.7045,-7.7774177,0.0,0.0,40.211266,88.50833,2023
UA09,2023-02-06,-5.124,-9.724,-7.3406672,0.0,0.14,35.53312,85.487495,2023
UA21,2023-02-06,0.773,-12.127,-5.5624175,0.0,0.07,352.06876,25.975,2023
UA71,2023-02-06,-2.165,-6.765,-4.0066667,0.0,0.07,29.345366,93.67084,2023
UA53,2023-02-06,-4.3754997,-9.5755,-6.410917,0.0,0.0,29.784586,94.354164,2023
UA43,2023-02-06,-1.3215001,-4.9214997,-3.0902503,0.0,1.05,18.518818,82.82917,2023
UA46,2023-02-06,-1.3590001,-8.309,-4.204833,0.099999994,0.91,312.86346,87.174995,2023
UA23,2023-02-06,-0.024,-6.324,-4.30525,0.0,0.84,22.38618,73.950005,2023
UA48,2023-02-06,-0.25,-4.3,-2.125,0.0,0.0,10.62644,83.57083,2023
UA35,2023-02-06,-2.306,-6.606,-4.395583,0.0,0.0,16.33921,94.55417,2023
UA51,2023-02-06,-0.495,-3.5449998,-1.9616667,0.0,0.0,3.8653862,85.98334,2023
UA14,2023-02-06,-4.271,-8.471,-6.5918336,0.0,0.0,42.720474,91.2875,2023
UA77,2023-02-06,-2.7825,-5.5825,-4.299166,0.0,1.68,306.57443,97.9,2023
UA56,2023-02-06,1.061,-3.989,-1.7452497,0.0,1.47,337.5205,87.62917,2023
UA63,2023-02-06,-2.9134998,-9.1135,-6.0905824,0.0,0.07,42.013863,91.6,2023
UA68,2023-02-06,-1.5645001,-7.3645,-4.2728333,0.0,1.8900002,340.70618,90.725,2023
UA61,2023-02-06,-2.0805,-7.0305004,-4.268,0.0,0.77,322.87384,91.762505,2023
UA65,2023-02-06,-0.5145,-4.0645,-2.2519999,0.0,0.21000001,16.511454,88.712494,2023
UA05,2023-02-06,-0.29799998,-5.398,-3.0938332,0.0,1.19,4.7763147,92.57916,2023
UA26,2023-02-06,-2.5635,-6.2635,-4.3572507,0.0,0.98,305.04868,95.05833,2023
UA32,2023-02-06,-2.3425,-7.4425,-4.1091666,0.0,1.26,47.654247,95.025,2023
UA07,2023-02-06,0.213,-4.087,-1.7515836,0.10000001,0.7,329.0363,86.020836,2023
UA53,2023-02-07,-6.0255,-11.7255,-9.579667,0.0,0.0,25.732946,43.675,2023
UA30,2023-02-07,-5.4925,-10.2425,-8.186249,0.0,0.0,9.3578415,62.024998,2023
UA26,2023-02-07,-3.1634998,-13.1135,-6.590584,0.0,0.21000001,135.67664,98.475,2023
UA14,2023-02-07,-2.6209998,-9.1710005,-6.7647495,0.0,0.0,35.6665,73.8375,2023
UA74,2023-02-07,-4.5715,-9.471499,-7.767334,0.0,0.0,18.621668,68.5375,2023
UA07,2023-02-07,-1.037,-7.587,-4.484917,0.0,0.0,139.56001,90.4,2023
UA71,2023-02-07,-3.315,-9.264999,-6.8129163,0.0,0.0,19.541407,65.9,2023
UA32,2023-02-07,-5.4925,-10.2425,-8.186249,0.0,0.0,9.3578415,62.024998,2023
UA63,2023-02-07,-3.3635,-9.6635,-7.3780837,0.0,0.0,27.074259,50.041668,2023
UA23,2023-02-07,-0.62399995,-8.074,-4.6135836,0.0,0.07,28.877497,82.70417,2023
UA51,2023-02-07,1.005,-4.5950003,-2.3491666,0.0,0.28,20.698359,62.225002,2023
UA48,2023-02-07,0.55,-6.75,-3.6645834,0.0,0.14,23.946333,82.20417,2023
UA56,2023-02-07,-0.889,-7.339,-4.330666,0.0,0.0,104.21276,93.7875,2023
UA65,2023-02-07,0.48549998,-5.8645,-3.3603332,0.0,0.28,28.616488,81.262505,2023
UA35,2023-02-07,-4.4560003,-9.7560005,-7.2810006,0.0,0.0,20.804787,83.200005,2023
UA68,2023-02-07,-5.4645,-13.314501,-9.056167,0.0,0.0,29.606565,95.62917,2023
UA61,2023-02-07,-4.2305,-11.2805,-7.0054994,0.0,0.0,71.77102,96.5875,2023
UA43,2023-02-07,0.1785,-4.4715,-2.7944167,0.0,1.33,33.771122,80.424995,2023
UA77,2023-02-07,-3.8825,-12.382501,-7.2095833,0.0,0.07,334.73694,98.17084,2023
UA09,2023-02-07,-2.174,-10.274,-7.251084,0.0,0.0,30.610315,75.6,2023
UA59,2023-02-07,-6.6045003,-12.9545,-9.66075,0.0,0.0,29.675413,89.2125,2023
UA12,2023-02-07,-1.9135,-9.013499,-6.1030846,0.0,0.0,26.96958,62.212498,2023
UA18,2023-02-07,-5.228,-10.078,-8.2717495,0.0,0.0,20.145552,80.975,2023
UA40,2023-02-07,-0.43300003,-2.633,-1.4850832,0.0,0.56,32.528614,94.34583,2023
UA21,2023-02-07,2.073,-8.427,-2.262417,0.0,0.0,40.042355,65.24167,2023
UA46,2023-02-07,-3.609,-13.509001,-6.911083,0.0,0.0,109.02569,97.60834,2023
UA05,2023-02-07,-1.298,-13.648,-7.0042496,0.0,0.0,25.078642,86.97083,2023
UA71,2023-02-08,-0.565,-9.415,-5.5295835,0.0,0.0,303.91888,18.6875,2023
UA21,2023-02-08,2.623,-9.477,-3.58325,0.0,0.0,104.03627,7.1791663,2023
UA30,2023-02-08,-0.89250004,-11.4925,-6.3070846,0.0,0.0,273.98462,28.074999,2023
UA65,2023-02-08,0.7855,-7.9645,-4.8395,0.0,0.0,17.75504,25.825003,2023
UA77,2023-02-08,-4.3824997,-18.582499,-12.497083,0.0,0.0,177.47763,58.887497,2023
UA07,2023-02-08,0.513,-8.087001,-4.6245,0.0,0.0,203.42009,16.35,2023
UA63,2023-02-08,-3.0135002,-9.9135,-6.3905835,0.0,0.28,305.72748,61.6375,2023
UA46,2023-02-08,-2.7589998,-12.509001,-7.9423347,0.0,0.0,193.82869,28.787498,2023
UA48,2023-02-08,1.05,-8.4,-4.8375,0.0,0.0,8.75169,18.750002,2023
UA43,2023-02-08,-1.0715001,-7.3715,-4.3298326,0.0,0.0,34.57124,41.787502,2023
UA74,2023-02-08,-0.6715,-9.3215,-5.1319165,0.0,0.0,271.99966,43.024998,2023
UA09,2023-02-08,-3.274,-10.024,-7.29275,0.0,0.0,344.76154,61.125,2023
UA56,2023-02-08,0.711,-8.089,-4.85775,0.0,0.0,216.9868,6.9125,2023
UA32,2023-02-08,-0.89250004,-11.4925,-6.3070846,0.0,0.0,273.98462,28.074999,2023
UA12,2023-02-08,-3.2135,-10.563499,-7.0093327,0.0,0.0,332.76035,12.674999,2023
UA40,2023-02-08,1.267,-4.233,-1.591333,0.0,0.0,35.87878,90.80833,2023
UA35,2023-02-08,0.094,-10.2560005,-6.3872504,0.0,0.0,335.3573,15.8125,2023
UA26,2023-02-08,-6.0135,-15.9635,-11.457249,0.0,0.0,165.3236,39.412502,2023
UA51,2023-02-08,0.85499996,-6.5950003,-3.8387496,0.0,0.0,9.708203,33.345837,2023
UA05,2023-02-08,-0.048,-11.448,-7.5979996,0.0,0.0,282.5098,28.65,2023
UA59,2023-02-08,-2.6545,-16.5545,-6.8170013,0.1,0.07,296.90457,66.975,2023
UA61,2023-02-08,-4.4305,-14.9305,-10.532583,0.0,0.0,193.1957,29.25,2023
UA14,2023-02-08,-2.921,-10.571,-7.1314163,0.0,0.0,358.87674,41.587498,2023
UA68,2023-02-08,-3.2645,-18.3145,-11.087418,0.0,0.0,227.72635,27.599998,2023
UA53,2023-02-08,-4.8255,-15.0755,-9.290084,0.0,0.0,308.48022,60.825,2023
UA18,2023-02-08,-1.578,-15.128,-8.450916,0.0,0.0,258.3072,39.05,2023
UA23,2023-02-08,0.076000005,-9.774,-5.7552505,0.0,0.0,18.594252,10.175,2023
UA68,2023-02-09,-1.0645001,-10.8645,-6.0499167,0.0,0.0,253.8313,69.59583,2023
UA65,2023-02-09,2.1855001,-7.8145,-3.9665833,0.0,0.0,291.99744,0.0,2023
UA46,2023-02-09,-0.209,-6.8589997,-3.7214994,0.0,0.0,248.71783,26.5625,2023
UA23,2023-02-09,0.57600003,-9.824,-5.3156667,0.0,0.0,336.0375,1.75,2023
UA56,2023-02-09,1.861,-5.889,-1.9598336,0.0,0.0,252.72037,36.575,2023
UA35,2023-02-09,2.5440001,-8.356,-4.056,0.0,0.0,244.92226,16.325,2023
UA05,2023-02-09,2.102,-11.848,-4.587583,0.0,0.0,250.24545,24.950003,2023
UA71,2023-02-09,3.235,-6.8650002,-2.800417,0.0,0.0,235.17795,31.587502,2023
UA61,2023-02-09,-0.4305,-14.2305,-5.64925,0.0,0.0,260.7495,58.195835,2023
UA18,2023-02-09,1.072,-8.728,-4.3175836,0.0,0.0,247.85071,34.7,2023
UA51,2023-02-09,2.305,-6.3450003,-2.7158337,0.0,0.0,276.91113,0.037499998,2023
UA63,2023-02-09,1.1865,-4.6135,-2.6280835,0.0,0.0,226.77473,97.44583,2023
UA09,2023-02-09,0.026,-9.474,-5.2635837,0.0,0.0,209.882,77.0,2023
UA21,2023-02-09,1.323,-6.0270004,-3.0269997,0.0,0.0,125.8073,3.2875001,2023
UA26,2023-02-09,1.0864999,-13.513499,-6.3405833,0.0,0.0,245.79901,40.45,2023
UA43,2023-02-09,1.4284999,-9.0215,-4.5610824,0.0,0.0,356.0957,33.675,2023
UA32,2023-02-09,1.2574999,-7.3425,-3.6987498,0.0,0.0,245.53267,40.8375,2023
UA48,2023-02-09,2.3,-7.55,-3.6041663,0.0,0.0,272.54095,0.3375,2023
UA40,2023-02-09,2.2670002,-4.533,-1.7746668,0.0,0.0,25.064762,37.533333,2023
UA30,2023-02-09,1.2574999,-7.3425,-3.6987498,0.0,0.0,245.53267,40.8375,2023
UA07,2023-02-09,1.463,-4.437,-1.4349166,0.0,0.0,249.27942,47.1875,2023
UA12,2023-02-09,1.0365,-4.6135,-2.6405835,0.0,0.0,215.62671,62.850002,2023
UA14,2023-02-09,-0.421,-6.921,-4.35225,0.0,0.0,214.6242,67.54583,2023
UA77,2023-02-09,-1.5325,-18.182499,-10.792916,0.0,0.0,262.18814,0.93749994,2023
UA59,2023-02-09,-1.6044999,-7.1045003,-4.29825,0.0,0.14,214.75594,94.541664,2023
UA53,2023-02-09,-0.37550002,-7.9255,-3.988001,0.0,0.0,225.99068,88.4125,2023
UA74,2023-02-09,0.5785,-6.0715,-2.944416,0.0,0.0,236.79083,58.420837,2023
UA09,2023-02-10,2.676,-7.974,-3.4094172,0.0,0.0,218.96043,37.975002,2023
UA40,2023-02-10,5.217,-2.883,1.1295,0.0,0.0,231.66132,1.5499998,2023
UA43,2023-02-10,5.7285004,-6.5715,-1.6714997,0.0,0.0,244.38127,9.15,2023
UA63,2023-02-10,1.2365,-6.2135,-2.5676668,0.0,0.0,233.17294,50.587498,2023
UA32,2023-02-10,1.8575001,-2.0425,-0.1404167,0.1,0.77,250.8356,40.029167,2023
UA35,2023-02-10,1.8939999,-5.356,-1.6018333,0.0,0.0,256.87842,6.8250003,2023
UA14,2023-02-10,2.229,-7.9210005,-3.1605842,0.0,0.0,215.92603,50.270832,2023
UA77,2023-02-10,1.5174999,-7.8824997,-3.309583,0.0,0.35,266.4542,37.404167,2023
UA61,2023-02-10,0.7195,-3.1805,-1.2284166,0.099999994,0.7,259.91843,54.15417,2023
UA53,2023-02-10,-0.47550002,-9.8755,-3.5921671,0.0,0.14,238.72346,20.395834,2023
UA56,2023-02-10,1.811,-0.33900002,0.6839166,0.3,0.97999996,253.64885,65.025,2023
UA07,2023-02-10,2.563,-0.13700001,0.9109166,0.70000005,0.84,252.36191,72.45417,2023
UA59,2023-02-10,-0.75450003,-10.554501,-3.8690832,0.0,0.56,230.58916,40.366665,2023
UA05,2023-02-10,2.902,-4.048,-0.11466662,0.0,0.56,258.67844,52.087505,2023
UA23,2023-02-10,3.476,-7.674,-2.721917,0.0,0.0,237.9024,8.575,2023
UA30,2023-02-10,1.8575001,-2.0425,-0.1404167,0.1,0.77,250.8356,40.029167,2023
UA71,2023-02-10,2.585,-3.415,-0.2066667,0.0,0.07,250.55342,13.662499,2023
UA65,2023-02-10,3.0855,-6.5145,-2.3665836,0.0,0.0,252.03795,3.7250004,2023
UA51,2023-02-10,3.905,-4.295,-0.9429166,0.0,0.0,274.2479,3.6500003,2023
UA48,2023-02-10,3.55,-6.4,-1.9937501,0.0,0.0,251.75613,7.8375,2023
UA74,2023-02-10,1.4284999,-3.2715,-0.89025,0.0,1.26,243.62544,40.479168,2023
UA26,2023-02-10,2.2865,-8.3635,-1.8239164,0.0,0.28,249.22119,46.033337,2023
UA46,2023-02-10,0.991,-3.859,-1.0715,0.0,0.91,248.5613,60.575,2023
UA68,2023-02-10,0.48549998,-3.0145,-1.2540833,0.0,0.77,262.29694,50.99167,2023
UA18,2023-02-10,1.7720001,-1.8779999,-0.06133333,0.0,0.98,254.93318,48.183334,2023
UA12,2023-02-10,2.0865002,-7.6635003,-2.511417,0.0,0.0,229.26303,44.3625,2023
UA21,2023-02-10,1.223,-5.3269997,-2.397833,0.0,0.28,127.82281,32.654167,2023
UA68,2023-02-11,1.4855001,-4.6644998,-0.90199995,0.3,0.28,322.67023,91.28333,2023
UA14,2023-02-11,0.679,-3.6210003,-1.7043333,0.0,2.6599998,270.42038,48.720837,2023
UA30,2023-02-11,1.1075,-3.8425,-1.1091667,0.6,0.56,321.9675,98.98334,2023
UA35,2023-02-11,2.2940001,-3.2059999,-0.24349995,0.0,1.33,315.60007,84.5875,2023
UA59,2023-02-11,0.19550002,-6.4045,-2.6815832,0.0,1.96,315.1798,76.7875,2023
UA53,2023-02-11,0.17449999,-5.7755,-2.2317502,0.0,2.31,307.65918,86.55417,2023
UA40,2023-02-11,5.767,1.767,3.8357499,0.8,0.0,287.20746,41.333332,2023
UA26,2023-02-11,2.2865,-3.6135,0.6865001,0.6,0.35,311.44104,79.870834,2023
UA32,2023-02-11,1.1075,-3.8425,-1.1091667,0.6,0.56,321.9675,98.98334,2023
UA77,2023-02-11,2.3174999,-3.6325,0.44249997,0.59999996,0.63,312.08264,73.700005,2023
UA56,2023-02-11,3.0609999,-2.739,0.27558324,0.6,0.0,321.11835,95.12083,2023
UA51,2023-02-11,5.5049996,-3.0449998,1.1904166,0.0,0.0,316.88586,35.05417,2023
UA09,2023-02-11,0.126,-4.074,-2.2489998,0.0,2.66,251.58179,32.620834,2023
UA23,2023-02-11,3.426,-3.424,-0.76775,0.0,0.63,287.0218,31.195833,2023
UA18,2023-02-11,1.6220001,-3.678,-0.90091664,0.7,0.56000006,321.12363,98.15833,2023
UA74,2023-02-11,1.2284999,-4.5214996,-2.0506668,0.20000003,0.63,325.197,89.37917,2023
UA46,2023-02-11,2.141,-4.259,-0.15483326,0.5,0.14,314.22513,90.59167,2023
UA63,2023-02-11,0.1865,-5.8635,-1.7718334,0.0,2.6600003,301.4535,86.125,2023
