url,bounds,start_date,end_date
https://upload.wikimedia.org/wikipedia/commons/e/e4/UK-MOD-Ukraine-2022-09-28.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-09-27,2022-09-28
https://upload.wikimedia.org/wikipedia/commons/d/dd/UK-MOD-Ukraine-2022-09-30.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-09-29,2022-09-30
https://upload.wikimedia.org/wikipedia/commons/3/39/UK-MOD-Ukraine-2022-10-03.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-10-01,2022-10-03
https://upload.wikimedia.org/wikipedia/commons/6/64/UK-MOD-Ukraine-2022-10-04.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-10-04,2022-10-04
https://upload.wikimedia.org/wikipedia/commons/6/62/UK-MOD-Ukraine-2022-10-06.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-10-05,2022-10-06
https://upload.wikimedia.org/wikipedia/commons/c/c0/UK-MOD-Ukraine-2022-10-07.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-10-07,2022-10-07
https://upload.wikimedia.org/wikipedia/commons/0/09/UK-MOD-Ukraine-2022-10-10.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-10-08,2022-10-10
https://upload.wikimedia.org/wikipedia/commons/6/62/UK-MOD-Ukraine-2022-10-11.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-10-11,2022-10-11
https://upload.wikimedia.org/wikipedia/commons/e/e1/UK-MOD-Ukraine-2022-10-21.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-10-12,2022-10-21
https://upload.wikimedia.org/wikipedia/commons/8/83/UK-MOD-Ukraine-2022-10-31.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-10-22,2022-10-31
https://upload.wikimedia.org/wikipedia/commons/8/86/UK-MOD-Ukraine-2022-11-01.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-11-01,2022-11-01
https://upload.wikimedia.org/wikipedia/commons/2/2c/UK-MOD-Ukraine-2022-11-14.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-11-02,2022-11-14
https://upload.wikimedia.org/wikipedia/commons/e/e2/UK-MOD-Ukraine-2022-11-18.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-11-15,2022-11-18
https://upload.wikimedia.org/wikipedia/commons/2/22/UK-MOD-Ukraine-2022-11-30.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-11-19,2022-11-30
https://upload.wikimedia.org/wikipedia/commons/4/40/UK-MOD-Ukraine-2022-12-23.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-12-01,2022-12-23
https://upload.wikimedia.org/wikipedia/commons/d/d0/UK-MOD-Ukraine-2023-01-03.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2022-12-24,2023-01-03
https://upload.wikimedia.org/wikipedia/commons/f/f9/UK-MOD-Ukraine-2023-02-01.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2023-01-04,2023-02-01
https://upload.wikimedia.org/wikipedia/commons/4/44/UK-MOD-Ukraine-2023-03-01.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2023-02-02,2023-03-01
https://upload.wikimedia.org/wikipedia/commons/c/cf/UK-MOD-Ukraine-2023-03-31.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2023-03-02,2023-03-31
https://upload.wikimedia.org/wikipedia/commons/9/9c/UK-MOD-Ukraine-2023-04-03.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2023-04-01,2023-04-03
https://upload.wikimedia.org/wikipedia/commons/e/ee/UK-MOD-Ukraine-2023-05-02.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2023-04-04,2023-05-02
https://upload.wikimedia.org/wikipedia/commons/1/12/UK-MOD-Ukraine-2023-06-01.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2023-05-03,2023-06-01
https://upload.wikimedia.org/wikipedia/commons/6/6c/UK-MOD-Ukraine-2023-06-30.jpg,"[[52.6, 20.86], [44.15, 42.60]]",2023-06-02,2023-06-30
