LATITUDE,LONGITUDE,OBLAST_ID
47.1,32.7,UA48
47.1,32.8,UA48
47.1,32.9,UA48
47.1,33.0,UA48
47.1,33.1,UA48
47.1,33.2,UA65
47.1,33.3,UA65
47.1,33.4,UA65
47.1,33.5,UA65
47.1,33.6,UA65
47.1,33.7,UA65
47.1,33.8,UA65
47.1,33.9,UA65
47.1,34.0,UA65
47.1,34.1,UA65
47.1,34.2,UA65
47.1,34.3,UA65
47.1,34.4,UA65
47.1,34.5,UA65
47.1,34.6,UA65
47.1,34.7,UA23
47.1,34.8,UA23
47.1,34.9,UA23
47.1,35.0,UA23
47.1,35.1,UA23
47.1,35.2,UA23
47.1,35.3,UA23
47.1,35.4,UA23
47.1,35.5,UA23
47.1,35.6,UA23
47.1,35.7,UA23
47.1,35.8,UA23
47.1,35.9,UA23
47.1,36.0,UA23
47.1,36.1,UA23
47.1,36.2,UA23
47.1,36.3,UA23
47.1,36.4,UA23
47.1,36.5,UA23
47.1,36.6,UA23
47.1,36.7,UA23
47.1,36.8,UA23
47.1,36.9,UA23
47.1,37.0,UA23
47.1,37.1,UA14
47.1,37.2,UA14
47.1,37.3,UA14
47.1,37.4,UA14
47.1,37.5,UA14
47.1,38.1,UA14
47.1,38.2,UA14
47.1,37.7,UA14
47.1,37.6,UA14
47.1,37.8,UA14
47.1,38.0,UA14
47.1,29.5,UA51
47.1,37.9,UA14
47.2,29.6,UA51
47.2,29.7,UA51
47.2,29.8,UA51
47.2,29.9,UA51
47.2,30.0,UA51
47.2,30.1,UA51
47.2,30.2,UA51
47.2,30.3,UA51
47.2,30.4,UA51
47.2,30.5,UA51
47.2,30.6,UA51
47.2,30.7,UA51
47.2,30.8,UA51
47.2,30.9,UA51
47.2,31.0,UA51
47.2,31.1,UA51
47.2,31.2,UA51
47.2,31.3,UA51
47.2,31.4,UA48
47.2,31.5,UA48
47.2,31.6,UA48
47.2,31.7,UA48
47.2,31.8,UA48
47.2,31.9,UA48
47.2,32.0,UA48
47.2,32.1,UA48
47.2,32.2,UA48
47.2,32.3,UA48
47.2,32.4,UA48
47.2,32.5,UA48
47.2,32.6,UA48
47.2,32.7,UA48
47.2,32.8,UA48
47.2,32.9,UA48
47.2,33.0,UA65
47.2,33.1,UA65
47.2,33.2,UA65
47.2,33.3,UA65
47.2,33.4,UA65
47.2,33.5,UA65
47.2,33.6,UA65
47.2,33.7,UA65
47.2,33.8,UA65
47.2,33.9,UA65
47.2,34.0,UA65
47.2,34.1,UA65
47.2,34.2,UA65
47.2,34.3,UA65
47.2,34.4,UA65
47.2,34.5,UA65
47.2,34.6,UA23
47.2,34.7,UA23
47.2,34.8,UA23
47.2,34.9,UA23
47.2,35.0,UA23
47.2,35.1,UA23
47.2,35.2,UA23
47.2,35.3,UA23
47.2,35.4,UA23
47.2,35.5,UA23
47.2,35.6,UA23
47.2,35.7,UA23
47.2,35.8,UA23
47.2,35.9,UA23
47.2,36.0,UA23
47.2,36.1,UA23
47.2,36.2,UA23
47.2,36.3,UA23
47.2,36.4,UA23
47.2,36.5,UA23
47.2,36.6,UA23
47.2,36.7,UA23
47.2,36.8,UA23
47.2,36.9,UA23
47.2,37.0,UA23
47.2,37.1,UA14
47.2,37.2,UA14
47.2,37.3,UA14
47.2,37.4,UA14
47.2,37.5,UA14
47.2,37.6,UA14
47.2,37.7,UA14
47.2,37.8,UA14
47.2,37.9,UA14
47.2,38.0,UA14
47.2,38.1,UA14
47.2,38.2,UA14
47.2,38.3,UA14
47.3,29.6,UA51
47.3,29.7,UA51
47.3,29.8,UA51
47.3,29.9,UA51
47.3,30.0,UA51
47.3,30.1,UA51
47.3,30.2,UA51
47.3,30.3,UA51
47.3,30.4,UA51
47.3,30.5,UA51
47.3,30.6,UA51
47.3,30.7,UA51
47.3,30.8,UA51
47.3,30.9,UA51
47.3,31.0,UA51
47.3,31.1,UA48
47.3,31.2,UA51
47.3,31.3,UA48
47.3,31.4,UA48
47.3,31.5,UA48
47.3,31.6,UA48
47.3,31.7,UA48
47.3,31.8,UA48
47.3,31.9,UA48
47.3,32.0,UA48
47.3,32.1,UA48
47.3,32.2,UA48
47.3,32.3,UA48
47.3,32.4,UA48
47.3,32.5,UA48
47.3,32.6,UA48
47.3,32.7,UA48
47.3,32.8,UA48
47.3,32.9,UA48
47.3,33.0,UA48
47.3,33.1,UA48
47.3,33.2,UA65
47.3,33.3,UA65
47.3,33.4,UA65
47.3,33.5,UA65
47.3,33.6,UA65
47.3,33.7,UA65
47.3,33.8,UA65
47.3,33.9,UA65
47.3,34.0,UA65
47.3,34.1,UA65
47.3,34.2,UA65
47.3,34.3,UA65
47.3,34.4,UA65
47.3,34.5,UA65
47.3,34.6,UA23
47.3,34.7,UA23
47.3,34.8,UA23
47.3,34.9,UA23
47.3,35.0,UA23
47.3,35.1,UA23
47.3,35.2,UA23
47.3,35.3,UA23
47.3,35.4,UA23
47.3,35.5,UA23
47.3,35.6,UA23
47.3,35.7,UA23
47.3,35.8,UA23
47.3,35.9,UA23
47.3,36.0,UA23
47.3,36.1,UA23
47.3,36.2,UA23
47.3,36.3,UA23
47.3,36.4,UA23
47.3,36.5,UA23
47.3,36.6,UA23
47.3,36.7,UA23
47.3,36.8,UA23
47.3,36.9,UA23
47.3,37.0,UA14
47.3,37.1,UA14
47.3,37.2,UA14
47.3,37.3,UA14
47.3,37.4,UA14
47.3,37.5,UA14
47.3,37.6,UA14
47.3,37.7,UA14
47.3,37.8,UA14
47.3,37.9,UA14
47.3,38.0,UA14
47.3,38.1,UA14
47.3,38.2,UA14
47.3,38.3,UA14
47.3,29.4,UA51
47.3,29.5,UA51
47.4,29.4,UA51
47.4,29.5,UA51
47.4,29.6,UA51
47.4,29.7,UA51
47.4,29.8,UA51
47.4,29.9,UA51
47.4,30.0,UA51
47.4,30.1,UA51
47.4,30.2,UA51
47.4,30.3,UA51
47.4,30.4,UA51
47.4,30.5,UA51
47.4,30.6,UA51
47.4,30.7,UA51
47.4,30.8,UA51
47.4,30.9,UA51
47.4,31.0,UA48
47.4,31.1,UA48
47.4,31.2,UA48
47.4,31.3,UA48
47.4,31.4,UA48
47.4,31.5,UA48
47.4,31.6,UA48
47.4,31.7,UA48
47.4,31.8,UA48
47.4,31.9,UA48
47.4,32.0,UA48
47.4,32.1,UA48
47.4,32.2,UA48
47.4,32.3,UA48
47.4,32.4,UA48
47.4,32.5,UA48
47.4,32.6,UA48
47.4,32.7,UA48
47.4,32.8,UA48
47.4,32.9,UA48
47.4,33.0,UA48
47.4,33.1,UA48
47.4,33.2,UA65
47.4,33.3,UA65
47.4,33.4,UA65
47.4,33.5,UA65
47.4,33.6,UA65
47.4,33.7,UA65
47.4,33.8,UA65
47.4,33.9,UA65
47.4,34.0,UA65
47.4,34.1,UA65
47.4,34.2,UA65
47.4,34.3,UA65
47.4,34.4,UA23
47.4,34.5,UA23
47.4,34.6,UA23
47.4,34.7,UA23
47.4,34.8,UA23
47.4,34.9,UA23
47.4,35.0,UA23
47.4,35.1,UA23
47.4,35.2,UA23
47.4,35.3,UA23
47.4,35.4,UA23
47.4,35.5,UA23
47.4,35.6,UA23
47.4,35.7,UA23
47.4,35.8,UA23
47.4,35.9,UA23
47.4,36.0,UA23
47.4,36.1,UA23
47.4,36.2,UA23
47.4,36.3,UA23
47.4,36.4,UA23
47.4,36.5,UA23
47.4,36.6,UA23
47.4,36.7,UA23
47.4,36.8,UA23
47.4,36.9,UA23
47.4,37.0,UA23
47.4,37.1,UA23
47.4,37.2,UA14
47.4,37.3,UA14
47.4,37.4,UA14
47.4,37.5,UA14
47.4,37.6,UA14
47.4,37.7,UA14
47.4,37.8,UA14
47.4,37.9,UA14
47.4,38.0,UA14
47.4,38.1,UA14
47.4,38.2,UA14
47.4,38.3,UA14
47.4,29.3,UA51
47.5,29.2,UA51
47.5,29.3,UA51
47.5,29.4,UA51
47.5,29.5,UA51
47.5,29.6,UA51
47.5,29.7,UA51
47.5,29.8,UA51
47.5,29.9,UA51
47.5,30.0,UA51
47.5,30.1,UA51
47.5,30.2,UA51
47.5,30.3,UA51
47.5,30.4,UA51
47.5,30.5,UA51
47.5,30.6,UA51
47.5,30.7,UA51
47.5,30.8,UA51
47.5,30.9,UA51
47.5,31.0,UA48
47.5,31.1,UA48
47.5,31.2,UA48
47.5,31.3,UA48
47.5,31.4,UA48
47.5,31.5,UA48
47.5,31.6,UA48
47.5,31.7,UA48
47.5,31.8,UA48
47.5,31.9,UA48
47.5,32.0,UA48
47.5,32.1,UA48
47.5,32.2,UA48
47.5,32.3,UA48
47.5,32.4,UA48
47.5,32.5,UA48
47.5,32.6,UA48
47.5,32.7,UA48
47.5,32.8,UA48
47.5,32.9,UA48
47.5,33.0,UA48
47.5,33.1,UA65
47.5,33.2,UA65
47.5,33.3,UA65
47.5,33.4,UA65
47.5,33.5,UA65
47.5,33.6,UA65
47.5,33.7,UA65
47.5,33.8,UA65
47.5,33.9,UA65
47.5,34.3,UA23
47.5,34.4,UA23
47.5,34.5,UA23
47.5,34.6,UA23
47.5,34.7,UA23
47.5,34.8,UA23
47.5,35.2,UA23
47.5,35.3,UA23
47.5,35.4,UA23
47.5,35.5,UA23
47.5,35.6,UA23
47.5,35.7,UA23
47.5,35.8,UA23
47.5,35.9,UA23
47.5,36.0,UA23
47.5,36.1,UA23
47.5,36.2,UA23
47.5,36.3,UA23
47.5,36.4,UA23
47.5,36.5,UA23
47.5,36.6,UA23
47.5,36.7,UA23
47.5,36.8,UA23
47.5,36.9,UA23
47.5,37.0,UA23
47.5,37.1,UA23
47.5,37.2,UA14
47.5,37.3,UA14
47.5,37.4,UA14
47.5,37.5,UA14
47.5,37.6,UA14
47.5,37.7,UA14
47.5,37.8,UA14
47.5,37.9,UA14
47.5,38.0,UA14
47.5,38.1,UA14
47.5,38.2,UA14
47.5,38.3,UA14
47.5,34.2,UA12
47.5,34.0,UA12
47.5,34.1,UA12
47.6,29.1,UA51
47.6,29.2,UA51
47.6,29.3,UA51
47.6,29.4,UA51
47.6,29.5,UA51
47.6,29.6,UA51
47.6,29.7,UA51
47.6,29.8,UA51
47.6,29.9,UA51
47.6,30.0,UA51
47.6,30.1,UA51
47.6,30.2,UA51
47.6,30.3,UA51
47.6,30.4,UA51
47.6,30.5,UA51
47.6,30.6,UA51
47.6,30.7,UA51
47.6,30.8,UA51
47.6,30.9,UA48
47.6,31.0,UA48
47.6,31.1,UA48
47.6,31.2,UA48
47.6,31.3,UA48
47.6,31.4,UA48
47.6,31.5,UA48
47.6,31.6,UA48
47.6,31.7,UA48
47.6,31.8,UA48
47.6,31.9,UA48
47.6,32.0,UA48
47.6,32.1,UA48
47.6,32.2,UA48
47.6,32.3,UA48
47.6,32.4,UA48
47.6,32.5,UA48
47.6,32.6,UA48
47.6,32.7,UA48
47.6,32.8,UA48
47.6,32.9,UA48
47.6,33.0,UA48
47.6,33.1,UA48
47.6,33.2,UA65
47.6,33.3,UA12
47.6,33.4,UA12
47.6,33.5,UA12
47.6,33.6,UA65
47.6,33.7,UA12
47.6,33.8,UA12
47.6,33.9,UA12
47.6,34.0,UA12
47.6,34.1,UA12
47.6,34.2,UA12
47.6,34.4,UA12
47.6,34.6,UA23
47.6,34.9,UA12
47.6,35.2,UA23
47.6,35.3,UA23
47.6,35.4,UA23
47.6,35.5,UA23
47.6,35.6,UA23
47.6,35.7,UA23
47.6,35.8,UA23
47.6,35.9,UA23
47.6,36.0,UA23
47.6,36.1,UA23
47.6,36.2,UA23
47.6,36.3,UA23
47.6,36.4,UA23
47.6,36.5,UA23
47.6,36.6,UA23
47.6,36.7,UA23
47.6,36.8,UA23
47.6,36.9,UA23
47.6,37.0,UA23
47.6,37.1,UA14
47.6,37.2,UA14
47.6,37.3,UA14
47.6,37.4,UA14
47.6,37.5,UA14
47.6,37.6,UA14
47.6,37.7,UA14
47.6,37.8,UA14
47.6,37.9,UA14
47.6,38.0,UA14
47.6,38.1,UA14
47.6,38.2,UA14
47.6,38.3,UA14
47.6,34.3,UA12
47.6,35.0,UA12
47.6,34.5,UA12
47.6,34.7,UA12
47.6,34.8,UA12
47.6,38.4,UA14
47.6,35.1,UA23
47.6,38.5,UA14
47.6,38.6,UA14
47.7,29.2,UA51
47.7,29.3,UA51
47.7,29.4,UA51
47.7,29.5,UA51
47.7,29.6,UA51
47.7,29.7,UA51
47.7,29.8,UA51
47.7,29.9,UA51
47.7,30.0,UA51
47.7,30.1,UA51
47.7,30.2,UA51
47.7,30.3,UA51
47.7,30.4,UA51
47.7,30.5,UA48
47.7,30.6,UA48
47.7,30.7,UA48
47.7,30.8,UA48
47.7,30.9,UA48
47.7,31.0,UA48
47.7,31.1,UA48
47.7,31.2,UA48
47.7,31.3,UA48
47.7,31.4,UA48
47.7,31.5,UA48
47.7,31.6,UA48
47.7,31.7,UA48
47.7,31.8,UA48
47.7,31.9,UA48
47.7,32.0,UA48
47.7,32.1,UA48
47.7,32.2,UA48
47.7,32.3,UA48
47.7,32.4,UA48
47.7,32.5,UA48
47.7,32.6,UA48
47.7,32.7,UA48
47.7,32.8,UA48
47.7,32.9,UA48
47.7,33.0,UA48
47.7,33.1,UA12
47.7,33.2,UA12
47.7,33.3,UA12
47.7,33.4,UA12
47.7,33.5,UA12
47.7,33.6,UA12
47.7,33.7,UA12
47.7,33.8,UA12
47.7,33.9,UA12
47.7,34.0,UA12
47.7,34.1,UA12
47.7,34.2,UA12
47.7,34.3,UA12
47.7,34.4,UA12
47.7,34.5,UA12
47.7,34.6,UA12
47.7,34.7,UA12
47.7,34.8,UA12
47.7,34.9,UA12
47.7,35.0,UA23
47.7,35.1,UA23
47.7,35.2,UA23
47.7,35.3,UA23
47.7,35.4,UA23
47.7,35.5,UA23
47.7,35.6,UA23
47.7,35.7,UA23
47.7,35.8,UA23
47.7,35.9,UA23
47.7,36.0,UA23
47.7,36.1,UA23
47.7,36.2,UA23
47.7,36.3,UA23
47.7,36.4,UA23
47.7,36.5,UA23
47.7,36.6,UA23
47.7,36.7,UA23
47.7,36.8,UA14
47.7,36.9,UA14
47.7,37.0,UA14
47.7,37.1,UA14
47.7,37.2,UA14
47.7,37.3,UA14
47.7,37.4,UA14
47.7,37.5,UA14
47.7,37.6,UA14
47.7,37.7,UA14
47.7,37.8,UA14
47.7,37.9,UA14
47.7,38.0,UA14
47.7,38.1,UA14
47.7,38.2,UA14
47.7,38.3,UA14
47.7,38.4,UA14
47.7,38.5,UA14
47.7,38.6,UA14
47.7,38.7,UA14
47.7,38.8,UA14
47.7,24.9,UA26
47.8,24.9,UA26
47.8,25.0,UA77
47.8,29.2,UA51
47.8,29.3,UA51
47.8,29.4,UA51
47.8,29.5,UA51
47.8,29.6,UA51
47.8,29.7,UA51
47.8,29.8,UA51
47.8,29.9,UA51
47.8,30.0,UA51
47.8,30.1,UA51
47.8,30.2,UA51
47.8,30.3,UA51
47.8,30.4,UA51
47.8,30.5,UA48
47.8,30.6,UA48
47.8,30.7,UA48
47.8,30.8,UA48
47.8,30.9,UA48
47.8,31.0,UA48
47.8,31.1,UA48
47.8,31.2,UA48
47.8,31.3,UA48
47.8,31.4,UA48
47.8,31.5,UA48
47.8,31.6,UA48
47.8,31.7,UA48
47.8,31.8,UA48
47.8,31.9,UA48
47.8,32.0,UA48
47.8,32.1,UA48
47.8,32.2,UA48
47.8,32.3,UA48
47.8,32.4,UA48
47.8,32.5,UA48
47.8,32.6,UA48
47.8,32.7,UA48
47.8,32.8,UA48
47.8,32.9,UA48
47.8,33.0,UA48
47.8,33.1,UA48
47.8,33.2,UA12
47.8,33.3,UA12
47.8,33.4,UA12
47.8,33.5,UA12
47.8,33.6,UA12
47.8,33.7,UA12
47.8,33.8,UA12
47.8,33.9,UA12
47.8,34.0,UA12
47.8,34.1,UA12
47.8,34.2,UA12
47.8,34.3,UA12
47.8,34.4,UA12
47.8,34.5,UA12
47.8,34.6,UA12
47.8,34.7,UA12
47.8,34.8,UA12
47.8,34.9,UA12
47.8,35.0,UA12
47.8,35.1,UA23
47.8,35.2,UA23
47.8,35.3,UA23
47.8,35.4,UA23
47.8,35.5,UA23
47.8,35.6,UA23
47.8,35.7,UA23
47.8,35.8,UA23
47.8,35.9,UA23
47.8,36.0,UA23
47.8,36.1,UA23
47.8,36.2,UA23
47.8,36.3,UA23
47.8,36.4,UA23
47.8,36.5,UA23
47.8,36.6,UA23
47.8,36.7,UA23
47.8,36.8,UA14
47.8,36.9,UA14
47.8,37.0,UA14
47.8,37.1,UA14
47.8,37.2,UA14
47.8,37.3,UA14
47.8,37.4,UA14
47.8,37.5,UA14
47.8,37.6,UA14
47.8,37.7,UA14
47.8,37.8,UA14
47.8,37.9,UA14
47.8,38.0,UA14
47.8,38.1,UA14
47.8,38.2,UA14
47.8,38.3,UA14
47.8,38.4,UA14
47.8,38.5,UA14
47.8,38.6,UA14
47.8,38.7,UA14
47.8,38.8,UA14
47.8,25.1,UA77
47.8,24.8,UA26
47.8,25.2,UA77
47.8,39.7,UA09
47.8,39.8,UA09
47.8,39.5,UA09
47.8,39.6,UA09
47.8,39.1,UA09
47.9,24.7,UA26
47.9,24.8,UA26
47.9,24.9,UA26
47.9,25.0,UA26
47.9,25.1,UA77
47.9,25.2,UA77
47.9,29.2,UA51
47.9,29.3,UA51
47.9,29.4,UA51
47.9,29.5,UA51
47.9,29.6,UA51
47.9,29.7,UA51
47.9,29.8,UA51
47.9,29.9,UA51
47.9,30.0,UA51
47.9,30.1,UA51
47.9,30.2,UA51
47.9,30.3,UA51
47.9,30.4,UA48
47.9,30.5,UA48
47.9,30.6,UA48
47.9,30.7,UA48
47.9,30.8,UA48
47.9,30.9,UA48
47.9,31.0,UA48
47.9,31.1,UA48
47.9,31.2,UA48
47.9,31.3,UA48
47.9,31.4,UA48
47.9,31.5,UA48
47.9,31.6,UA48
47.9,31.7,UA48
47.9,31.8,UA48
47.9,31.9,UA35
47.9,32.0,UA35
47.9,32.1,UA35
47.9,32.2,UA35
47.9,32.3,UA35
47.9,32.4,UA35
47.9,32.5,UA35
47.9,32.6,UA35
47.9,32.7,UA35
47.9,32.8,UA48
47.9,32.9,UA48
47.9,33.0,UA48
47.9,33.1,UA48
47.9,33.2,UA12
47.9,33.3,UA12
47.9,33.4,UA12
47.9,33.5,UA12
47.9,33.6,UA12
47.9,33.7,UA12
47.9,33.8,UA12
47.9,33.9,UA12
47.9,34.0,UA12
47.9,34.1,UA12
47.9,34.2,UA12
47.9,34.3,UA12
47.9,34.4,UA12
47.9,34.5,UA12
47.9,34.6,UA12
47.9,34.7,UA12
47.9,34.8,UA12
47.9,34.9,UA12
47.9,35.0,UA23
47.9,35.1,UA23
47.9,35.2,UA23
47.9,35.3,UA23
47.9,35.4,UA23
47.9,35.5,UA23
47.9,35.6,UA23
47.9,35.7,UA23
47.9,35.8,UA23
47.9,35.9,UA23
47.9,36.0,UA23
47.9,36.1,UA23
47.9,36.2,UA12
47.9,36.3,UA12
47.9,36.4,UA12
47.9,36.5,UA12
47.9,36.6,UA12
47.9,36.7,UA14
47.9,36.8,UA14
47.9,36.9,UA14
47.9,37.0,UA14
47.9,37.1,UA14
47.9,37.2,UA14
47.9,37.3,UA14
47.9,37.4,UA14
47.9,37.5,UA14
47.9,37.6,UA14
47.9,37.7,UA14
47.9,37.8,UA14
47.9,37.9,UA14
47.9,38.0,UA14
47.9,38.1,UA14
47.9,38.2,UA14
47.9,38.3,UA14
47.9,38.4,UA14
47.9,38.5,UA14
47.9,38.6,UA14
47.9,38.7,UA14
47.9,38.8,UA14
47.9,39.1,UA09
47.9,39.2,UA09
47.9,39.4,UA09
47.9,39.5,UA09
47.9,39.6,UA09
47.9,39.7,UA09
47.9,39.8,UA09
47.9,38.9,UA14
47.9,39.0,UA14
47.9,39.3,UA09
47.9,24.2,UA21
47.9,25.3,UA77
47.9,24.1,UA21
47.9,24.3,UA21
47.9,24.4,UA21
47.9,24.6,UA26
47.9,25.4,UA77
47.9,25.5,UA77
48.0,23.8,UA21
48.0,23.9,UA21
48.0,24.1,UA21
48.0,24.2,UA21
48.0,24.3,UA21
48.0,24.4,UA21
48.0,24.6,UA26
48.0,24.7,UA26
48.0,24.8,UA26
48.0,24.9,UA26
48.0,25.0,UA77
48.0,25.1,UA77
48.0,25.2,UA77
48.0,25.3,UA77
48.0,25.4,UA77
48.0,25.5,UA77
48.0,25.6,UA77
48.0,25.7,UA77
48.0,25.8,UA77
48.0,29.0,UA51
48.0,29.1,UA51
48.0,29.2,UA51
48.0,29.3,UA51
48.0,29.4,UA51
48.0,29.5,UA51
48.0,29.6,UA51
48.0,29.7,UA51
48.0,29.8,UA51
48.0,29.9,UA51
48.0,30.0,UA51
48.0,30.1,UA51
48.0,30.2,UA51
48.0,30.3,UA51
48.0,30.4,UA48
48.0,30.5,UA48
48.0,30.6,UA48
48.0,30.7,UA48
48.0,30.8,UA48
48.0,30.9,UA48
48.0,31.0,UA48
48.0,31.1,UA48
48.0,31.2,UA48
48.0,31.3,UA48
48.0,31.4,UA48
48.0,31.5,UA48
48.0,31.6,UA48
48.0,31.7,UA48
48.0,31.8,UA48
48.0,31.9,UA35
48.0,32.0,UA35
48.0,32.1,UA35
48.0,32.2,UA35
48.0,32.3,UA35
48.0,32.4,UA35
48.0,32.5,UA35
48.0,32.6,UA35
48.0,32.7,UA35
48.0,32.8,UA48
48.0,32.9,UA48
48.0,33.0,UA48
48.0,33.1,UA12
48.0,33.2,UA12
48.0,33.3,UA12
48.0,33.4,UA12
48.0,33.5,UA12
48.0,33.6,UA12
48.0,33.7,UA12
48.0,33.8,UA12
48.0,33.9,UA12
48.0,34.0,UA12
48.0,34.1,UA12
48.0,34.2,UA12
48.0,34.3,UA12
48.0,34.4,UA12
48.0,34.5,UA12
48.0,34.6,UA12
48.0,34.7,UA12
48.0,34.8,UA12
48.0,34.9,UA12
48.0,35.0,UA23
48.0,35.1,UA23
48.0,35.2,UA23
48.0,35.3,UA23
48.0,35.4,UA23
48.0,35.5,UA23
48.0,35.6,UA23
48.0,35.7,UA23
48.0,35.8,UA23
48.0,35.9,UA23
48.0,36.0,UA23
48.0,36.1,UA23
48.0,36.2,UA12
48.0,36.3,UA12
48.0,36.4,UA12
48.0,36.5,UA12
48.0,36.6,UA12
48.0,36.7,UA14
48.0,36.8,UA14
48.0,36.9,UA14
48.0,37.0,UA14
48.0,37.1,UA14
48.0,37.2,UA14
48.0,37.3,UA14
48.0,37.4,UA14
48.0,37.5,UA14
48.0,37.6,UA14
48.0,37.7,UA14
48.0,37.8,UA14
48.0,37.9,UA14
48.0,38.0,UA14
48.0,38.1,UA14
48.0,38.2,UA14
48.0,38.3,UA14
48.0,38.4,UA14
48.0,38.5,UA14
48.0,38.6,UA14
48.0,38.7,UA14
48.0,38.8,UA14
48.0,38.9,UA14
48.0,39.0,UA14
48.0,39.1,UA09
48.0,39.2,UA09
48.0,39.3,UA09
48.0,39.4,UA09
48.0,39.5,UA09
48.0,39.6,UA09
48.0,39.7,UA09
48.0,39.8,UA09
48.0,24.0,UA21
48.0,24.5,UA21
48.0,22.9,UA21
48.0,28.9,UA51
48.0,23.4,UA21
48.0,23.5,UA21
48.0,25.9,UA77
48.0,23.7,UA21
48.0,26.0,UA77
48.0,23.0,UA21
48.0,23.6,UA21
48.0,26.1,UA77
48.0,26.2,UA77
48.0,23.1,UA21
48.0,23.3,UA21
48.1,22.9,UA21
48.1,23.0,UA21
48.1,23.1,UA21
48.1,23.3,UA21
48.1,23.4,UA21
48.1,23.5,UA21
48.1,23.6,UA21
48.1,23.7,UA21
48.1,23.8,UA21
48.1,23.9,UA21
48.1,24.0,UA21
48.1,24.1,UA21
48.1,24.2,UA21
48.1,24.3,UA21
48.1,24.4,UA21
48.1,24.5,UA21
48.1,24.6,UA21
48.1,24.7,UA26
48.1,24.8,UA26
48.1,24.9,UA26
48.1,25.0,UA26
48.1,25.1,UA77
48.1,25.2,UA77
48.1,25.3,UA77
48.1,25.4,UA77
48.1,25.5,UA77
48.1,25.6,UA77
48.1,25.7,UA77
48.1,25.8,UA77
48.1,25.9,UA77
48.1,26.0,UA77
48.1,26.1,UA77
48.1,26.2,UA77
48.1,28.9,UA51
48.1,29.0,UA51
48.1,29.1,UA51
48.1,29.2,UA51
48.1,29.3,UA51
48.1,29.4,UA51
48.1,29.5,UA51
48.1,29.6,UA51
48.1,29.7,UA51
48.1,29.8,UA51
48.1,29.9,UA51
48.1,30.0,UA51
48.1,30.1,UA51
48.1,30.2,UA51
48.1,30.3,UA48
48.1,30.4,UA48
48.1,30.5,UA48
48.1,30.6,UA48
48.1,30.7,UA48
48.1,30.8,UA48
48.1,30.9,UA48
48.1,31.0,UA48
48.1,31.1,UA48
48.1,31.2,UA48
48.1,31.3,UA48
48.1,31.4,UA48
48.1,31.5,UA48
48.1,31.6,UA48
48.1,31.7,UA48
48.1,31.8,UA48
48.1,31.9,UA35
48.1,32.0,UA35
48.1,32.1,UA35
48.1,32.2,UA35
48.1,32.3,UA35
48.1,32.4,UA35
48.1,32.5,UA35
48.1,32.6,UA35
48.1,32.7,UA35
48.1,32.8,UA35
48.1,32.9,UA35
48.1,33.0,UA35
48.1,33.1,UA35
48.1,33.2,UA35
48.1,33.3,UA12
48.1,33.4,UA12
48.1,33.5,UA12
48.1,33.6,UA12
48.1,33.7,UA12
48.1,33.8,UA12
48.1,33.9,UA12
48.1,34.0,UA12
48.1,34.1,UA12
48.1,34.2,UA12
48.1,34.3,UA12
48.1,34.4,UA12
48.1,34.5,UA12
48.1,34.6,UA12
48.1,34.7,UA12
48.1,34.8,UA12
48.1,34.9,UA12
48.1,35.0,UA23
48.1,35.1,UA23
48.1,35.2,UA23
48.1,35.3,UA23
48.1,35.4,UA23
48.1,35.5,UA23
48.1,35.6,UA23
48.1,35.7,UA23
48.1,35.8,UA23
48.1,35.9,UA23
48.1,36.0,UA23
48.1,36.1,UA12
48.1,36.2,UA12
48.1,36.3,UA12
48.1,36.4,UA12
48.1,36.5,UA12
48.1,36.6,UA12
48.1,36.7,UA14
48.1,36.8,UA12
48.1,36.9,UA12
48.1,37.0,UA14
48.1,37.1,UA14
48.1,37.2,UA14
48.1,37.3,UA14
48.1,37.4,UA14
48.1,37.5,UA14
48.1,37.6,UA14
48.1,37.7,UA14
48.1,37.8,UA14
48.1,37.9,UA14
48.1,38.0,UA14
48.1,38.1,UA14
48.1,38.2,UA14
48.1,38.3,UA14
48.1,38.4,UA14
48.1,38.5,UA14
48.1,38.6,UA14
48.1,38.7,UA14
48.1,38.8,UA14
48.1,38.9,UA09
48.1,39.0,UA09
48.1,39.1,UA09
48.1,39.2,UA09
48.1,39.3,UA09
48.1,39.4,UA09
48.1,39.5,UA09
48.1,39.6,UA09
48.1,39.7,UA09
48.1,39.8,UA09
48.1,39.9,UA09
48.1,28.5,UA05
48.1,26.3,UA77
48.1,22.6,UA21
48.1,22.7,UA21
48.1,22.8,UA21
48.1,23.2,UA21
48.1,28.4,UA05
48.1,28.8,UA05
48.1,28.7,UA05
48.2,22.6,UA21
48.2,22.7,UA21
48.2,22.8,UA21
48.2,22.9,UA21
48.2,23.0,UA21
48.2,23.1,UA21
48.2,23.2,UA21
48.2,23.3,UA21
48.2,23.4,UA21
48.2,23.5,UA21
48.2,23.6,UA21
48.2,23.7,UA21
48.2,23.8,UA21
48.2,23.9,UA21
48.2,24.0,UA21
48.2,24.1,UA21
48.2,24.2,UA21
48.2,24.3,UA21
48.2,24.4,UA21
48.2,24.5,UA21
48.2,24.6,UA26
48.2,24.7,UA26
48.2,24.8,UA26
48.2,24.9,UA26
48.2,25.0,UA26
48.2,25.1,UA26
48.2,25.2,UA77
48.2,25.3,UA77
48.2,25.4,UA77
48.2,25.5,UA77
48.2,25.6,UA77
