LATITUDE,LONGITUDE,OBLAST_ID
45.0,36.3,UA43
45.1,33.6,UA43
45.1,33.7,UA43
45.1,33.8,UA43
45.1,33.9,UA43
45.1,34.0,UA43
45.1,34.1,UA43
45.1,34.2,UA43
45.1,34.3,UA43
45.1,34.4,UA43
45.1,34.5,UA43
45.1,34.6,UA43
45.1,34.7,UA43
45.1,34.8,UA43
45.1,34.9,UA43
45.1,35.0,UA43
45.1,35.1,UA43
45.1,35.2,UA43
45.1,35.3,UA43
45.1,35.4,UA43
45.1,35.8,UA43
45.1,35.9,UA43
45.1,36.0,UA43
45.1,36.1,UA43
45.1,36.2,UA43
45.1,36.3,UA43
45.1,36.4,UA43
45.1,35.7,UA43
45.1,33.5,UA43
45.1,35.5,UA43
45.1,35.6,UA43
45.2,33.5,UA43
45.2,33.6,UA43
45.2,33.7,UA43
45.2,33.8,UA43
45.2,33.9,UA43
45.2,34.0,UA43
45.2,34.1,UA43
45.2,34.2,UA43
45.2,34.3,UA43
45.2,34.4,UA43
45.2,34.5,UA43
45.2,34.6,UA43
45.2,34.7,UA43
45.2,34.8,UA43
45.2,34.9,UA43
45.2,35.0,UA43
45.2,35.1,UA43
45.2,35.2,UA43
45.2,35.3,UA43
45.2,35.4,UA43
45.2,35.5,UA43
45.2,35.6,UA43
45.2,35.7,UA43
45.2,35.8,UA43
45.2,35.9,UA43
45.2,36.0,UA43
45.2,36.1,UA43
45.2,36.2,UA43
45.2,36.3,UA43
45.2,36.4,UA43
45.2,33.3,UA43
45.2,33.4,UA43
45.2,33.2,UA43
45.2,29.7,UA51
45.2,28.7,UA51
45.2,28.8,UA51
45.2,33.1,UA43
45.2,28.6,UA51
45.3,28.5,UA51
45.3,28.6,UA51
45.3,28.7,UA51
45.3,28.8,UA51
45.3,29.7,UA51
45.3,33.1,UA43
45.3,33.2,UA43
45.3,33.3,UA43
45.3,33.4,UA43
45.3,33.5,UA43
45.3,33.6,UA43
45.3,33.7,UA43
45.3,33.8,UA43
45.3,33.9,UA43
45.3,34.0,UA43
45.3,34.1,UA43
45.3,34.2,UA43
45.3,34.3,UA43
45.3,34.4,UA43
45.3,34.5,UA43
45.3,34.6,UA43
45.3,34.7,UA43
45.3,34.8,UA43
45.3,34.9,UA43
45.3,35.0,UA43
45.3,35.1,UA43
45.3,35.2,UA43
45.3,35.3,UA43
45.3,35.4,UA43
45.3,35.5,UA43
45.3,35.6,UA43
45.3,35.7,UA43
45.3,35.8,UA43
45.3,35.9,UA43
45.3,36.0,UA43
45.3,36.1,UA43
45.3,36.2,UA43
45.3,36.3,UA43
45.3,36.4,UA43
45.3,36.6,UA43
45.3,28.9,UA51
45.3,28.4,UA51
45.3,33.0,UA43
45.3,36.5,UA43
45.3,32.6,UA43
45.3,28.3,UA51
45.3,32.7,UA43
45.3,29.0,UA51
45.3,29.6,UA51
45.3,29.8,UA51
45.3,32.5,UA43
45.4,28.3,UA51
45.4,28.4,UA51
45.4,28.5,UA51
45.4,28.6,UA51
45.4,28.7,UA51
45.4,28.8,UA51
45.4,28.9,UA51
45.4,29.0,UA51
45.4,29.6,UA51
45.4,29.7,UA51
45.4,32.5,UA43
45.4,32.6,UA43
45.4,32.7,UA43
45.4,32.9,UA43
45.4,33.0,UA43
45.4,33.1,UA43
45.4,33.2,UA43
45.4,33.3,UA43
45.4,33.4,UA43
45.4,33.5,UA43
45.4,33.6,UA43
45.4,33.7,UA43
45.4,33.8,UA43
45.4,33.9,UA43
45.4,34.0,UA43
45.4,34.1,UA43
45.4,34.2,UA43
45.4,34.3,UA43
45.4,34.4,UA43
45.4,34.5,UA43
45.4,34.6,UA43
45.4,34.7,UA43
45.4,34.8,UA43
45.4,34.9,UA43
45.4,35.0,UA43
45.4,35.1,UA43
45.4,35.3,UA43
45.4,35.4,UA43
45.4,35.7,UA43
45.4,35.8,UA43
45.4,35.9,UA43
45.4,36.0,UA43
45.4,36.1,UA43
45.4,36.2,UA43
45.4,36.3,UA43
45.4,36.4,UA43
45.4,36.5,UA43
45.4,36.6,UA43
45.4,29.1,UA51
45.4,32.8,UA43
45.4,29.2,UA51
45.4,29.5,UA51
45.4,29.3,UA51
45.4,29.4,UA51
45.5,28.2,UA51
45.5,28.3,UA51
45.5,28.4,UA51
45.5,28.5,UA51
45.5,28.6,UA51
45.5,28.7,UA51
45.5,28.8,UA51
45.5,28.9,UA51
45.5,29.0,UA51
45.5,29.1,UA51
45.5,29.2,UA51
45.5,29.3,UA51
45.5,29.4,UA51
45.5,29.5,UA51
45.5,29.6,UA51
45.5,29.7,UA51
45.5,32.6,UA43
45.5,32.7,UA43
45.5,32.8,UA43
45.5,32.9,UA43
45.5,33.0,UA43
45.5,33.1,UA43
45.5,33.2,UA43
45.5,33.3,UA43
45.5,33.4,UA43
45.5,33.5,UA43
45.5,33.6,UA43
45.5,33.7,UA43
45.5,33.8,UA43
45.5,33.9,UA43
45.5,34.0,UA43
45.5,34.1,UA43
45.5,34.2,UA43
45.5,34.3,UA43
45.5,34.4,UA43
45.5,34.5,UA43
45.5,34.6,UA43
45.5,34.7,UA43
45.5,34.8,UA43
45.5,34.9,UA43
45.5,35.0,UA43
45.5,35.1,UA43
45.5,35.2,UA43
45.5,35.8,UA43
45.5,36.2,UA43
45.5,36.3,UA43
45.5,36.4,UA43
45.6,28.5,UA51
45.6,28.6,UA51
45.6,28.7,UA51
45.6,28.8,UA51
45.6,28.9,UA51
45.6,29.0,UA51
45.6,29.1,UA51
45.6,29.2,UA51
45.6,29.3,UA51
45.6,29.4,UA51
45.6,29.5,UA51
45.6,29.6,UA51
45.6,29.7,UA51
45.6,32.8,UA43
45.6,32.9,UA43
45.6,33.0,UA43
45.6,33.1,UA43
45.6,33.2,UA43
45.6,33.3,UA43
45.6,33.4,UA43
45.6,33.5,UA43
45.6,33.6,UA43
45.6,33.7,UA43
45.6,33.8,UA43
45.6,33.9,UA43
45.6,34.0,UA43
45.6,34.1,UA43
45.6,34.2,UA43
45.6,34.3,UA43
45.6,34.4,UA43
45.6,34.5,UA43
45.6,34.6,UA43
45.6,34.7,UA43
45.6,34.8,UA43
45.6,34.9,UA43
45.6,35.0,UA43
45.6,35.1,UA43
45.6,35.2,UA43
45.6,29.8,UA51
45.7,28.5,UA51
45.7,28.6,UA51
45.7,28.7,UA51
45.7,28.8,UA51
45.7,28.9,UA51
45.7,29.0,UA51
45.7,29.1,UA51
45.7,29.2,UA51
45.7,29.3,UA51
45.7,29.4,UA51
45.7,29.5,UA51
45.7,29.6,UA51
45.7,29.7,UA51
45.7,29.8,UA51
45.7,29.9,UA51
45.7,33.0,UA43
45.7,33.1,UA43
45.7,33.2,UA43
45.7,33.3,UA43
45.7,33.4,UA43
45.7,33.5,UA43
45.7,33.6,UA43
45.7,33.7,UA43
45.7,33.8,UA43
45.7,33.9,UA43
45.7,34.0,UA43
45.7,34.1,UA43
45.7,34.2,UA43
45.7,34.3,UA43
45.7,34.4,UA43
45.7,34.5,UA43
45.7,34.6,UA43
45.7,34.7,UA43
45.7,34.8,UA43
45.7,34.9,UA43
45.7,35.0,UA43
45.7,30.0,UA51
45.8,28.6,UA51
45.8,28.7,UA51
45.8,28.8,UA51
45.8,28.9,UA51
45.8,29.0,UA51
45.8,29.1,UA51
45.8,29.2,UA51
45.8,29.3,UA51
45.8,29.4,UA51
45.8,29.5,UA51
45.8,29.6,UA51
45.8,29.7,UA51
45.8,29.8,UA51
45.8,29.9,UA51
45.8,30.0,UA51
45.8,33.2,UA43
45.8,33.3,UA43
45.8,33.4,UA43
45.8,33.5,UA43
45.8,33.6,UA43
45.8,33.7,UA43
45.8,33.8,UA43
45.8,33.9,UA43
45.8,34.0,UA43
45.8,34.1,UA43
45.8,34.2,UA43
45.8,34.3,UA43
45.8,34.4,UA43
45.8,34.5,UA43
45.8,34.6,UA43
45.8,34.7,UA43
45.8,34.8,UA43
45.8,34.9,UA43
45.8,35.0,UA43
45.8,30.1,UA51
45.8,30.2,UA51
45.9,28.8,UA51
45.9,28.9,UA51
45.9,29.0,UA51
45.9,29.1,UA51
45.9,29.2,UA51
45.9,29.3,UA51
45.9,29.4,UA51
45.9,29.5,UA51
45.9,29.6,UA51
45.9,29.7,UA51
45.9,29.8,UA51
45.9,29.9,UA51
45.9,30.0,UA51
45.9,30.1,UA51
45.9,30.2,UA51
45.9,33.6,UA43
45.9,33.7,UA43
45.9,33.8,UA43
45.9,33.9,UA43
45.9,34.0,UA43
45.9,34.1,UA43
45.9,34.2,UA43
45.9,34.3,UA43
45.9,34.4,UA43
45.9,34.5,UA43
45.9,34.6,UA43
45.9,34.7,UA43
45.9,34.8,UA43
45.9,34.9,UA65
45.9,30.3,UA51
46.0,28.8,UA51
46.0,28.9,UA51
46.0,29.0,UA51
46.0,29.1,UA51
46.0,29.2,UA51
46.0,29.3,UA51
46.0,29.4,UA51
46.0,29.5,UA51
46.0,29.6,UA51
46.0,29.7,UA51
46.0,29.8,UA51
46.0,29.9,UA51
46.0,30.0,UA51
46.0,30.1,UA51
46.0,30.2,UA51
46.0,30.3,UA51
46.0,33.6,UA43
46.0,33.7,UA43
46.0,33.8,UA43
46.0,33.9,UA43
46.0,34.0,UA43
46.0,34.1,UA43
46.0,34.2,UA43
46.0,34.3,UA43
46.0,34.4,UA43
46.0,34.5,UA43
46.0,34.6,UA43
46.0,34.7,UA65
46.0,34.8,UA65
46.0,34.9,UA65
46.0,30.4,UA51
46.0,33.0,UA65
46.0,32.9,UA65
46.0,32.8,UA65
46.0,33.4,UA65
46.0,33.5,UA65
46.1,29.0,UA51
46.1,29.1,UA51
46.1,29.2,UA51
46.1,29.3,UA51
46.1,29.4,UA51
46.1,29.5,UA51
46.1,29.6,UA51
46.1,29.7,UA51
46.1,29.8,UA51
46.1,29.9,UA51
46.1,30.0,UA51
46.1,30.1,UA51
46.1,30.2,UA51
46.1,30.3,UA51
46.1,30.4,UA51
46.1,30.5,UA51
46.1,33.4,UA65
46.1,33.5,UA65
46.1,33.6,UA43
46.1,33.7,UA43
46.1,33.8,UA43
46.1,33.9,UA43
46.1,34.0,UA43
46.1,34.1,UA43
46.1,34.2,UA43
46.1,34.3,UA43
46.1,34.4,UA65
46.1,34.5,UA65
46.1,34.6,UA65
46.1,34.7,UA65
46.1,34.8,UA65
46.1,32.5,UA65
46.1,33.3,UA65
46.1,32.4,UA65
46.1,32.6,UA65
46.1,35.0,UA65
46.1,32.3,UA65
46.1,32.7,UA65
46.1,32.9,UA65
46.1,35.1,UA65
46.1,32.8,UA65
46.1,33.0,UA65
46.1,33.2,UA65
46.1,33.1,UA65
46.1,32.2,UA65
46.2,29.0,UA51
46.2,29.1,UA51
46.2,29.2,UA51
46.2,29.3,UA51
46.2,29.4,UA51
46.2,29.5,UA51
46.2,29.6,UA51
46.2,29.7,UA51
46.2,29.8,UA51
46.2,29.9,UA51
46.2,30.0,UA51
46.2,30.1,UA51
46.2,30.2,UA51
46.2,30.3,UA51
46.2,30.4,UA51
46.2,30.5,UA51
46.2,30.6,UA51
46.2,32.1,UA65
46.2,32.2,UA65
46.2,32.3,UA65
46.2,32.4,UA65
46.2,32.5,UA65
46.2,32.6,UA65
46.2,32.7,UA65
46.2,32.8,UA65
46.2,32.9,UA65
46.2,33.0,UA65
46.2,33.1,UA65
46.2,33.2,UA65
46.2,33.3,UA65
46.2,33.4,UA65
46.2,33.5,UA65
46.2,33.6,UA65
46.2,33.7,UA43
46.2,33.8,UA43
46.2,33.9,UA43
46.2,34.0,UA65
46.2,34.1,UA65
46.2,34.2,UA65
46.2,34.3,UA65
46.2,34.4,UA65
46.2,34.5,UA65
46.2,34.6,UA65
46.2,34.7,UA65
46.2,34.8,UA65
46.2,32.0,UA65
46.2,31.8,UA65
46.2,34.9,UA65
46.2,31.6,UA65
46.2,35.0,UA65
46.3,29.0,UA51
46.3,29.1,UA51
46.3,29.2,UA51
46.3,29.3,UA51
46.3,29.4,UA51
46.3,29.5,UA51
46.3,29.6,UA51
46.3,29.7,UA51
46.3,29.8,UA51
46.3,29.9,UA51
46.3,30.0,UA51
46.3,30.1,UA51
46.3,30.2,UA51
46.3,30.4,UA51
46.3,30.5,UA51
46.3,30.6,UA51
46.3,32.0,UA65
46.3,32.1,UA65
46.3,32.2,UA65
46.3,32.3,UA65
46.3,32.4,UA65
46.3,32.5,UA65
46.3,32.6,UA65
46.3,32.7,UA65
46.3,32.8,UA65
46.3,32.9,UA65
46.3,33.0,UA65
46.3,33.1,UA65
46.3,33.2,UA65
46.3,33.3,UA65
46.3,33.4,UA65
46.3,33.5,UA65
46.3,33.6,UA65
46.3,33.7,UA65
46.3,33.8,UA65
46.3,33.9,UA65
46.3,34.0,UA65
46.3,34.1,UA65
46.3,34.2,UA65
46.3,34.3,UA65
46.3,34.4,UA65
46.3,34.5,UA65
46.3,34.6,UA65
46.3,34.7,UA65
46.3,34.8,UA65
46.3,34.9,UA65
46.3,35.0,UA65
46.3,31.6,UA65
46.3,35.1,UA65
46.3,30.3,UA51
46.3,31.5,UA65
46.3,31.8,UA65
46.3,31.9,UA65
46.3,30.7,UA51
46.3,35.3,UA23
46.4,29.0,UA51
46.4,29.1,UA51
46.4,29.2,UA51
46.4,29.3,UA51
46.4,29.4,UA51
46.4,29.5,UA51
46.4,29.6,UA51
46.4,29.7,UA51
46.4,29.8,UA51
46.4,29.9,UA51
46.4,30.0,UA51
46.4,30.1,UA51
46.4,30.2,UA51
46.4,30.3,UA51
46.4,30.4,UA51
46.4,30.5,UA51
46.4,30.6,UA51
46.4,30.7,UA51
46.4,31.5,UA65
46.4,31.9,UA65
46.4,32.0,UA65
46.4,32.1,UA65
46.4,32.2,UA65
46.4,32.3,UA65
46.4,32.4,UA65
46.4,32.5,UA65
46.4,32.6,UA65
46.4,32.7,UA65
46.4,32.8,UA65
46.4,32.9,UA65
46.4,33.0,UA65
46.4,33.1,UA65
46.4,33.2,UA65
46.4,33.3,UA65
46.4,33.4,UA65
46.4,33.5,UA65
46.4,33.6,UA65
46.4,33.7,UA65
46.4,33.8,UA65
46.4,33.9,UA65
46.4,34.0,UA65
46.4,34.1,UA65
46.4,34.2,UA65
46.4,34.3,UA65
46.4,34.4,UA65
46.4,34.5,UA65
46.4,34.6,UA65
46.4,34.7,UA65
46.4,34.8,UA65
46.4,34.9,UA65
46.4,35.0,UA65
46.4,35.1,UA65
46.4,35.2,UA23
46.4,35.3,UA23
46.4,35.4,UA23
46.4,30.8,UA51
46.4,31.8,UA48
46.4,31.7,UA48
46.4,28.9,UA51
46.4,35.5,UA23
46.5,28.9,UA51
46.5,29.0,UA51
46.5,29.1,UA51
46.5,29.2,UA51
46.5,29.3,UA51
46.5,29.4,UA51
46.5,29.5,UA51
46.5,29.8,UA51
46.5,30.0,UA51
46.5,30.1,UA51
46.5,30.2,UA51
46.5,30.3,UA51
46.5,30.4,UA51
46.5,30.5,UA51
46.5,30.6,UA51
46.5,30.7,UA51
46.5,30.8,UA51
46.5,31.7,UA48
46.5,31.9,UA65
46.5,32.0,UA65
46.5,32.1,UA65
46.5,32.2,UA65
46.5,32.3,UA65
46.5,32.4,UA65
46.5,32.5,UA65
46.5,32.6,UA65
46.5,32.7,UA65
46.5,32.8,UA65
46.5,32.9,UA65
46.5,33.0,UA65
46.5,33.1,UA65
46.5,33.2,UA65
46.5,33.3,UA65
46.5,33.4,UA65
46.5,33.5,UA65
46.5,33.6,UA65
46.5,33.7,UA65
46.5,33.8,UA65
46.5,33.9,UA65
46.5,34.0,UA65
46.5,34.1,UA65
46.5,34.2,UA65
46.5,34.3,UA65
46.5,34.4,UA65
46.5,34.5,UA65
46.5,34.6,UA65
46.5,34.7,UA65
46.5,34.8,UA65
46.5,34.9,UA65
46.5,35.0,UA65
46.5,35.1,UA23
46.5,35.2,UA23
46.5,35.3,UA23
46.5,35.4,UA23
46.5,35.5,UA23
46.5,29.7,UA51
46.5,35.6,UA23
46.5,31.6,UA48
46.5,31.8,UA65
46.5,36.1,UA23
46.5,36.2,UA23
46.5,29.9,UA51
46.5,35.7,UA23
46.6,29.2,UA51
46.6,29.9,UA51
46.6,30.0,UA51
46.6,30.1,UA51
46.6,30.2,UA51
46.6,30.3,UA51
46.6,30.4,UA51
46.6,30.5,UA51
46.6,30.6,UA51
46.6,30.7,UA51
46.6,30.8,UA51
46.6,30.9,UA51
46.6,31.5,UA48
46.6,31.6,UA48
46.6,31.7,UA48
46.6,31.8,UA48
46.6,32.1,UA65
46.6,32.3,UA65
46.6,32.4,UA65
46.6,32.5,UA65
46.6,32.6,UA65
46.6,32.7,UA65
46.6,32.8,UA65
46.6,32.9,UA65
46.6,33.0,UA65
46.6,33.1,UA65
46.6,33.2,UA65
46.6,33.3,UA65
46.6,33.4,UA65
46.6,33.5,UA65
46.6,33.6,UA65
46.6,33.7,UA65
46.6,33.8,UA65
46.6,33.9,UA65
46.6,34.0,UA65
46.6,34.1,UA65
46.6,34.2,UA65
46.6,34.3,UA65
46.6,34.4,UA65
46.6,34.5,UA65
46.6,34.6,UA65
46.6,34.7,UA65
46.6,34.8,UA65
46.6,34.9,UA65
46.6,35.0,UA23
46.6,35.1,UA23
46.6,35.2,UA23
46.6,35.3,UA23
46.6,35.4,UA23
46.6,35.5,UA23
46.6,35.6,UA23
46.6,35.7,UA23
46.6,32.2,UA65
46.6,36.2,UA23
46.6,31.0,UA51
46.6,36.3,UA23
46.6,31.1,UA51
46.6,31.4,UA48
46.6,35.8,UA23
46.6,31.3,UA48
46.6,31.2,UA51
46.6,32.0,UA65
46.6,31.9,UA48
46.6,36.8,UA23
46.6,35.9,UA23
46.7,30.0,UA51
46.7,30.1,UA51
46.7,30.2,UA51
46.7,30.3,UA51
46.7,30.4,UA51
46.7,30.5,UA51
46.7,30.6,UA51
46.7,30.7,UA51
46.7,30.8,UA51
46.7,30.9,UA51
46.7,31.0,UA51
46.7,31.1,UA51
46.7,31.2,UA51
46.7,31.3,UA48
46.7,31.4,UA48
46.7,31.5,UA48
46.7,31.6,UA48
46.7,31.7,UA48
46.7,31.8,UA48
46.7,31.9,UA48
46.7,32.0,UA65
46.7,32.1,UA65
46.7,32.2,UA65
46.7,32.3,UA65
46.7,32.4,UA65
46.7,32.5,UA65
46.7,32.6,UA65
46.7,32.7,UA65
46.7,32.8,UA65
46.7,32.9,UA65
46.7,33.0,UA65
46.7,33.1,UA65
46.7,33.2,UA65
46.7,33.3,UA65
46.7,33.4,UA65
46.7,33.5,UA65
46.7,33.6,UA65
46.7,33.7,UA65
46.7,33.8,UA65
46.7,33.9,UA65
46.7,34.0,UA65
46.7,34.1,UA65
46.7,34.2,UA65
46.7,34.3,UA65
46.7,34.4,UA65
46.7,34.5,UA65
46.7,34.6,UA65
46.7,34.7,UA65
46.7,34.8,UA65
46.7,34.9,UA23
46.7,35.0,UA23
46.7,35.1,UA23
46.7,35.2,UA23
46.7,35.3,UA23
46.7,35.4,UA23
46.7,35.5,UA23
46.7,35.6,UA23
46.7,35.7,UA23
46.7,35.8,UA23
46.7,35.9,UA23
46.7,36.0,UA23
46.7,36.1,UA23
46.7,36.2,UA23
46.7,36.3,UA23
46.7,36.8,UA23
46.7,36.4,UA23
46.7,36.5,UA23
46.8,30.0,UA51
46.8,30.1,UA51
46.8,30.2,UA51
46.8,30.3,UA51
46.8,30.4,UA51
46.8,30.5,UA51
46.8,30.6,UA51
46.8,30.7,UA51
46.8,30.8,UA51
46.8,30.9,UA51
46.8,31.0,UA51
46.8,31.1,UA51
46.8,31.2,UA48
46.8,31.3,UA48
46.8,31.4,UA48
46.8,31.5,UA48
46.8,31.6,UA48
46.8,31.7,UA48
46.8,31.8,UA48
46.8,31.9,UA48
46.8,32.0,UA48
46.8,32.1,UA48
46.8,32.2,UA48
46.8,32.3,UA65
46.8,32.4,UA65
46.8,32.5,UA65
46.8,32.6,UA65
46.8,32.7,UA65
46.8,32.8,UA65
46.8,32.9,UA65
46.8,33.0,UA65
46.8,33.1,UA65
46.8,33.2,UA65
46.8,33.3,UA65
46.8,33.4,UA65
46.8,33.5,UA65
46.8,33.6,UA65
46.8,33.7,UA65
46.8,33.8,UA65
46.8,33.9,UA65
46.8,34.0,UA65
46.8,34.1,UA65
46.8,34.2,UA65
46.8,34.3,UA65
46.8,34.4,UA65
46.8,34.5,UA65
46.8,34.6,UA65
46.8,34.7,UA65
46.8,34.8,UA23
46.8,34.9,UA23
46.8,35.0,UA23
46.8,35.1,UA23
46.8,35.2,UA23
46.8,35.3,UA23
46.8,35.4,UA23
46.8,35.5,UA23
46.8,35.6,UA23
46.8,35.7,UA23
46.8,35.8,UA23
46.8,35.9,UA23
46.8,36.0,UA23
46.8,36.1,UA23
46.8,36.2,UA23
46.8,36.3,UA23
46.8,36.4,UA23
46.8,36.5,UA23
46.8,36.8,UA23
46.8,36.6,UA23
46.8,36.9,UA23
46.8,36.7,UA23
46.8,29.9,UA51
46.8,37.0,UA23
46.9,29.9,UA51
46.9,30.0,UA51
46.9,30.1,UA51
46.9,30.2,UA51
46.9,30.3,UA51
46.9,30.4,UA51
46.9,30.5,UA51
46.9,30.6,UA51
46.9,30.7,UA51
46.9,30.8,UA51
46.9,30.9,UA51
46.9,31.0,UA51
46.9,31.1,UA51
46.9,31.2,UA48
46.9,31.3,UA48
46.9,31.4,UA48
46.9,31.5,UA48
46.9,31.6,UA48
46.9,31.7,UA48
46.9,31.8,UA48
46.9,31.9,UA48
46.9,32.0,UA48
46.9,32.1,UA48
46.9,32.2,UA48
46.9,32.3,UA48
46.9,32.4,UA48
46.9,32.5,UA48
46.9,32.6,UA65
46.9,32.7,UA48
46.9,32.8,UA48
46.9,32.9,UA48
46.9,33.0,UA65
46.9,33.1,UA65
46.9,33.2,UA65
46.9,33.3,UA65
46.9,33.4,UA65
46.9,33.5,UA65
46.9,33.6,UA65
46.9,33.7,UA65
46.9,33.8,UA65
46.9,33.9,UA65
46.9,34.0,UA65
46.9,34.1,UA65
46.9,34.2,UA65
46.9,34.3,UA65
46.9,34.4,UA65
46.9,34.5,UA65
46.9,34.6,UA65
46.9,34.7,UA65
46.9,34.8,UA65
46.9,34.9,UA23
46.9,35.0,UA23
46.9,35.1,UA23
46.9,35.2,UA23
46.9,35.3,UA23
46.9,35.4,UA23
46.9,35.5,UA23
46.9,35.6,UA23
46.9,35.7,UA23
46.9,35.8,UA23
46.9,35.9,UA23
46.9,36.0,UA23
46.9,36.1,UA23
46.9,36.2,UA23
46.9,36.3,UA23
46.9,36.4,UA23
46.9,36.5,UA23
46.9,36.6,UA23
46.9,36.7,UA23
46.9,36.8,UA23
46.9,36.9,UA23
46.9,37.0,UA23
46.9,29.8,UA51
46.9,37.3,UA14
46.9,37.1,UA14
46.9,29.7,UA51
46.9,37.4,UA14
46.9,37.2,UA14
47.0,29.6,UA51
47.0,29.7,UA51
47.0,29.8,UA51
47.0,29.9,UA51
47.0,30.0,UA51
47.0,30.1,UA51
47.0,30.2,UA51
47.0,30.3,UA51
47.0,30.4,UA51
47.0,30.5,UA51
47.0,30.6,UA51
47.0,30.7,UA51
47.0,30.8,UA51
47.0,30.9,UA51
47.0,31.0,UA51
47.0,31.1,UA48
47.0,31.2,UA48
47.0,31.3,UA48
47.0,31.4,UA48
47.0,31.5,UA48
47.0,31.6,UA48
47.0,31.7,UA48
47.0,31.8,UA48
47.0,31.9,UA48
47.0,32.0,UA48
47.0,32.1,UA48
47.0,32.2,UA48
47.0,32.3,UA48
47.0,32.4,UA48
47.0,32.5,UA48
47.0,32.6,UA48
47.0,32.7,UA48
47.0,32.8,UA48
47.0,32.9,UA48
47.0,33.0,UA65
47.0,33.1,UA65
47.0,33.2,UA65
47.0,33.3,UA65
47.0,33.4,UA65
47.0,33.5,UA65
47.0,33.6,UA65
47.0,33.7,UA65
47.0,33.8,UA65
47.0,33.9,UA65
47.0,34.0,UA65
47.0,34.1,UA65
47.0,34.2,UA65
47.0,34.3,UA65
47.0,34.4,UA65
47.0,34.5,UA65
47.0,34.6,UA65
47.0,34.7,UA65
47.0,34.8,UA23
47.0,34.9,UA23
47.0,35.0,UA23
47.0,35.1,UA23
47.0,35.2,UA23
47.0,35.3,UA23
47.0,35.4,UA23
47.0,35.5,UA23
47.0,35.6,UA23
47.0,35.7,UA23
47.0,35.8,UA23
47.0,35.9,UA23
47.0,36.0,UA23
47.0,36.1,UA23
47.0,36.2,UA23
47.0,36.3,UA23
47.0,36.4,UA23
47.0,36.5,UA23
47.0,36.6,UA23
47.0,36.7,UA23
47.0,36.8,UA23
47.0,36.9,UA23
47.0,37.0,UA23
47.0,37.1,UA23
47.0,37.2,UA14
47.0,37.3,UA14
47.0,37.4,UA14
47.0,37.5,UA14
47.0,38.1,UA14
47.1,29.6,UA51
47.1,29.7,UA51
47.1,29.8,UA51
47.1,29.9,UA51
47.1,30.0,UA51
47.1,30.1,UA51
47.1,30.2,UA51
47.1,30.3,UA51
47.1,30.4,UA51
47.1,30.5,UA51
47.1,30.6,UA51
47.1,30.7,UA51
47.1,30.8,UA51
47.1,30.9,UA51
47.1,31.0,UA51
47.1,31.1,UA51
47.1,31.2,UA51
47.1,31.3,UA51
47.1,31.4,UA48
47.1,31.5,UA48
47.1,31.6,UA48
47.1,31.7,UA48
47.1,31.8,UA48
47.1,31.9,UA48
47.1,32.0,UA48
47.1,32.1,UA48
47.1,32.2,UA48
47.1,32.3,UA48
47.1,32.4,UA48
47.1,32.5,UA48
47.1,32.6,UA48
